repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,checking_instructions.started,checking_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,stimulus_interval,word_type_practice.text,text_4.started,text_4.stopped,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,41.90600419999828,None,space,2.0871248000039486,41.90600419999828,None,,,,,,,,,,,,,,,016,2022-05-12_13h09.15.371,220304_word_end_click,2022.1.1,61.204417245294955,
,,,,0,0,0,0,,,,,,,252.7396693999981,None,space,0.8596303000012995,254.0233933999989,None,30,스위스 ,292.203588700002,None,과제 ,4.561868839999079,-0.46090523401896166,1,016,2022-05-12_13h09.15.371,220304_word_end_click,2022.1.1,61.204417245294955,
,,,,1,0,1,0,,,,,,,,,,,,,30,,,,배드민턴 ,5.311982539999008,0.7407406965891519,0.9259258641137017,016,2022-05-12_13h09.15.371,220304_word_end_click,2022.1.1,61.204417245294955,
,,,,2,0,2,0,,,,,,,,,,,,,30,,,,아로마테라피 ,6.3479467399956775,0.5432098441653781,0.2983539236916436,016,2022-05-12_13h09.15.371,220304_word_end_click,2022.1.1,61.204417245294955,
,,,,3,0,3,0,,,,,,,,,,,,,30,,,,키보드 ,3.745192139998835,0.3621399402618408,0.812757174173991,016,2022-05-12_13h09.15.371,220304_word_end_click,2022.1.1,61.204417245294955,
,,,,4,0,4,0,,,,,,,,,,,,,30,,,,여름 ,3.349706740002148,0.66666669315762,0.7407407230801053,016,2022-05-12_13h09.15.371,220304_word_end_click,2022.1.1,61.204417245294955,
,,,,5,0,5,0,,,,,,,,,,,,,30,,,,가전기구 ,4.199129239998001,0.2551440397898357,0.7345679336123996,016,2022-05-12_13h09.15.371,220304_word_end_click,2022.1.1,61.204417245294955,
,,,,6,0,6,0,,,,,,,,,,,,,30,,,,침대 ,3.6621163400050136,0.6913579834832086,0.7695473829905193,016,2022-05-12_13h09.15.371,220304_word_end_click,2022.1.1,61.204417245294955,
,,,,7,0,7,0,,,,,,,,,,,,,30,,,,휴식 ,4.845508840000548,0.39094646771748853,0.16049381097157794,016,2022-05-12_13h09.15.371,220304_word_end_click,2022.1.1,61.204417245294955,
,,,,8,0,8,0,,,,,,,,,,,,,30,,,,모니터 ,3.7953732399982982,0.016460948520236496,0.3436213996675279,016,2022-05-12_13h09.15.371,220304_word_end_click,2022.1.1,61.204417245294955,
,,,,9,0,9,0,,,,,,,,,,,,,30,,,,자아성찰 ,4.544771540000511,0.024691422780354744,0.8971193366580539,016,2022-05-12_13h09.15.371,220304_word_end_click,2022.1.1,61.204417245294955,
,,,,10,0,10,0,,,,,,,,,,,,,30,,,,낮잠 ,6.928582540000207,0.7489711708492703,0.3930041127734714,016,2022-05-12_13h09.15.371,220304_word_end_click,2022.1.1,61.204417245294955,
,,,,11,0,11,0,,,,,,,,,,,,,30,,,,미팅 ,3.914912939995702,0.016460948520236496,0.09259259700775146,016,2022-05-12_13h09.15.371,220304_word_end_click,2022.1.1,61.204417245294955,
,,,,12,0,12,0,,,,,,,,,,,,,30,,,,축제 ,3.846667840000009,0.3456789917416043,0.33744854397243923,016,2022-05-12_13h09.15.371,220304_word_end_click,2022.1.1,61.204417245294955,
,,,,13,0,13,0,,,,,,,,,,,,,30,,,,멍때리기 대회 ,7.245168640001793,0.5679012669457331,0.26748971144358313,016,2022-05-12_13h09.15.371,220304_word_end_click,2022.1.1,61.204417245294955,
,,,,14,0,14,0,,,,,,,,,,,,,30,,,,데스크 테리어 ,7.6831552399962675,0.43209870656331373,0.6913580099741617,016,2022-05-12_13h09.15.371,220304_word_end_click,2022.1.1,61.204417245294955,
