trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,115,001,2022-05-05_09h05.12.855,220304_word_end_click,2022.1.1,59.86489690336713,
,,,,5,시리얼 먹기 ,,,,,115,001,2022-05-05_09h05.12.855,220304_word_end_click,2022.1.1,59.86489690336713,
,,,,,,,,,,115,001,2022-05-05_09h05.12.855,220304_word_end_click,2022.1.1,59.86489690336713,
,,,,,,,,,,115,001,2022-05-05_09h05.12.855,220304_word_end_click,2022.1.1,59.86489690336713,
0,0,0,0,30,,한강 피크닉 ,11.716517760010902,0.8518518341912165,0.6769547462463379,115,001,2022-05-05_09h05.12.855,220304_word_end_click,2022.1.1,59.86489690336713,
1,0,1,0,30,,수학문제 풀기 ,19.864649560011458,0.10699590047200513,0.7181069850921631,115,001,2022-05-05_09h05.12.855,220304_word_end_click,2022.1.1,59.86489690336713,
2,0,2,0,30,,알바 면접,18.749536959978286,0.5349793699052598,0.6316872702704536,115,001,2022-05-05_09h05.12.855,220304_word_end_click,2022.1.1,59.86489690336713,
3,0,3,0,30,,하늘을 나는 신발 ,11.265453060012078,0.26337451404995393,0.5411522520913018,115,001,2022-05-05_09h05.12.855,220304_word_end_click,2022.1.1,59.86489690336713,
4,0,4,0,30,,유진과 창업하기,20.482851859997027,0.4609053664737277,0.8662551244099934,115,001,2022-05-05_09h05.12.855,220304_word_end_click,2022.1.1,59.86489690336713,
5,0,5,0,30,,아빠 ,9.749591159983538,0.9465020232730441,0.9958847628699409,115,001,2022-05-05_09h05.12.855,220304_word_end_click,2022.1.1,59.86489690336713,
6,0,6,0,30,,여행 ,9.064948259998346,0.9012345472971597,0.5329217778311836,115,001,2022-05-05_09h05.12.855,220304_word_end_click,2022.1.1,59.86489690336713,
7,0,7,0,30,,어제 민정이 한 일 ,28.716370759968413,0.0,0.5987654394573636,115,001,2022-05-05_09h05.12.855,220304_word_end_click,2022.1.1,59.86489690336713,
8,0,8,0,30,,산책하다 만난 사람 ,9.099331960023846,0.09876542621188689,0.362139900525411,115,001,2022-05-05_09h05.12.855,220304_word_end_click,2022.1.1,59.86489690336713,
9,0,9,0,30,,제페토 빌드잇 ,12.114461359975394,0.11522637473212338,0.6172839403152466,115,001,2022-05-05_09h05.12.855,220304_word_end_click,2022.1.1,59.86489690336713,
10,0,10,0,30,,후라이의 꿈 ,6.765021559986053,0.23868309126959897,0.11522633499569362,115,001,2022-05-05_09h05.12.855,220304_word_end_click,2022.1.1,59.86489690336713,
11,0,11,0,30,,대출한 책들,16.56556615998852,0.3786008887820773,0.8744855986701118,115,001,2022-05-05_09h05.12.855,220304_word_end_click,2022.1.1,59.86489690336713,
12,0,12,0,30,,입실렌티 티켓 ,11.646850560035091,0.008230474260118248,0.6604937977261014,115,001,2022-05-05_09h05.12.855,220304_word_end_click,2022.1.1,59.86489690336713,
13,0,13,0,30,,하트비트 ,9.516013659973396,0.008230474260118248,0.004115230507320822,115,001,2022-05-05_09h05.12.855,220304_word_end_click,2022.1.1,59.86489690336713,
14,0,14,0,30,,웃긴 교수님 ,11.081742660026066,0.13991766505771208,0.5267489883634779,115,001,2022-05-05_09h05.12.855,220304_word_end_click,2022.1.1,59.86489690336713,
