trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,206,001,2022-05-02_15h10.20.303,220304_word_end_click,2022.1.1,60.050610654693116,
,,,,5,"와플 
",,,,,206,001,2022-05-02_15h10.20.303,220304_word_end_click,2022.1.1,60.050610654693116,
,,,,,,,,,,206,001,2022-05-02_15h10.20.303,220304_word_end_click,2022.1.1,60.050610654693116,
,,,,,,,,,,206,001,2022-05-02_15h10.20.303,220304_word_end_click,2022.1.1,60.050610654693116,
0,0,0,0,30,,축제 ,7.529796179999948,0.5102880795796714,0.7283950116899278,206,001,2022-05-02_15h10.20.303,220304_word_end_click,2022.1.1,60.050610654693116,
1,0,1,0,30,,타코야끼 ,8.696722180000052,0.7119341691335044,0.3395061625374688,206,001,2022-05-02_15h10.20.303,220304_word_end_click,2022.1.1,60.050610654693116,
2,0,2,0,30,,앞머리 ,12.612659679999751,-0.407407283782959,0.8312756750318739,206,001,2022-05-02_15h10.20.303,220304_word_end_click,2022.1.1,60.050610654693116,
3,0,3,0,30,,미끄럼틀 ,12.146051780000107,0.8230453067355685,0.277777804268731,206,001,2022-05-02_15h10.20.303,220304_word_end_click,2022.1.1,60.050610654693116,
4,0,4,0,30,,보라색 ,13.795355879999988,0.12757195366753482,0.26748971144358313,206,001,2022-05-02_15h10.20.303,220304_word_end_click,2022.1.1,60.050610654693116,
5,0,5,0,30,,핸드폰배터리 ,14.894862180000018,-0.41152265336778426,0.9135802851782905,206,001,2022-05-02_15h10.20.303,220304_word_end_click,2022.1.1,60.050610654693116,
6,0,6,0,30,,어버이날 선물 ,10.079800879999993,-0.2551439073350694,0.8991768889957004,206,001,2022-05-02_15h10.20.303,220304_word_end_click,2022.1.1,60.050610654693116,
7,0,7,0,30,,커플티 ,9.713101880000067,0.5267490280999079,0.7901234361860487,206,001,2022-05-02_15h10.20.303,220304_word_end_click,2022.1.1,60.050610654693116,
8,0,8,0,30,,푸드트럭 ,7.896593379999558,0.4156378904978435,0.5761317014694214,206,001,2022-05-02_15h10.20.303,220304_word_end_click,2022.1.1,60.050610654693116,
9,0,9,0,30,,크로넛 ,9.0787889799999,0.6543209817674425,0.6913580099741617,206,001,2022-05-02_15h10.20.303,220304_word_end_click,2022.1.1,60.050610654693116,
10,0,10,0,30,,경주여행 ,7.913126179999836,0.7695473564995661,0.8641975720723469,206,001,2022-05-02_15h10.20.303,220304_word_end_click,2022.1.1,60.050610654693116,
11,0,11,0,30,,카카오톡 ,5.363367479999852,0.5267490280999079,0.6008230580223931,206,001,2022-05-02_15h10.20.303,220304_word_end_click,2022.1.1,60.050610654693116,
12,0,12,0,30,,싸이 ,6.529579979999198,0.5884773201412625,0.6378600597381592,206,001,2022-05-02_15h10.20.303,220304_word_end_click,2022.1.1,60.050610654693116,
13,0,13,0,30,,마스크 해제 ,7.996384880000278,0.6872427463531494,0.5679012272093031,206,001,2022-05-02_15h10.20.303,220304_word_end_click,2022.1.1,60.050610654693116,
14,0,14,0,30,,과외 ,6.196565479999663,-0.3127572271558974,0.7366254859500461,206,001,2022-05-02_15h10.20.303,220304_word_end_click,2022.1.1,60.050610654693116,
