repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,checking_instructions.started,checking_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,stimulus_interval,word_type_practice.text,text_4.started,text_4.stopped,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,34.63858899998013,None,space,1.6697685999970417,34.63858899998013,None,,,,,,,,,,,,,,,020,2022-05-17_10h16.32.013,220304_word_end_click,2022.1.1,59.157175887953066,
,,,,0,0,0,0,,,,,,,255.96713340000133,None,space,1.319953500002157,258.0498076000076,None,30,자유,292.33198950000224,None,연습 ,5.815623310045339,0.18106990390353728,0.81687241130405,020,2022-05-17_10h16.32.013,220304_word_end_click,2022.1.1,59.157175887953066,
,,,,1,0,1,0,,,,,,,,,,,,,30,,,,모닝콜 ,8.194563109980663,-0.16460895538330078,0.3024691608217027,020,2022-05-17_10h16.32.013,220304_word_end_click,2022.1.1,59.157175887953066,
,,,,2,0,2,0,,,,,,,,,,,,,30,,,,스시,5.529194310016464,0.7407406965891519,0.8106996218363445,020,2022-05-17_10h16.32.013,220304_word_end_click,2022.1.1,59.157175887953066,
,,,,3,0,3,0,,,,,,,,,,,,,30,,,,돈벌기 ,6.847868010023376,-0.3127572271558974,0.9876542886098225,020,2022-05-17_10h16.32.013,220304_word_end_click,2022.1.1,59.157175887953066,
,,,,4,0,4,0,,,,,,,,,,,,,30,,,,미식 ,7.394755109999096,0.6748971674177382,0.5679012272093031,020,2022-05-17_10h16.32.013,220304_word_end_click,2022.1.1,59.157175887953066,
,,,,5,0,5,0,,,,,,,,,,,,,30,,,,이 실험이 효과가 있나?,11.377166509977542,-0.43209870656331373,0.629629651705424,020,2022-05-17_10h16.32.013,220304_word_end_click,2022.1.1,59.157175887953066,
,,,,6,0,6,0,,,,,,,,,,,,,30,,,,할일,6.87974050999037,-0.7613168822394477,0.9938272105322944,020,2022-05-17_10h16.32.013,220304_word_end_click,2022.1.1,59.157175887953066,
,,,,7,0,7,0,,,,,,,,,,,,,30,,,,몽실몽실 ,8.831017410004279,0.0,0.004115230507320822,020,2022-05-17_10h16.32.013,220304_word_end_click,2022.1.1,59.157175887953066,
,,,,8,0,8,0,,,,,,,,,,,,,30,,,,웹툰 ,4.995008010038873,0.15226337644788956,0.512345658408271,020,2022-05-17_10h16.32.013,220304_word_end_click,2022.1.1,59.157175887953066,
,,,,9,0,9,0,,,,,,,,,,,,,30,,,,먼지 ,5.499057409964735,-0.8847737312316895,0.061728384759691,020,2022-05-17_10h16.32.013,220304_word_end_click,2022.1.1,59.157175887953066,
,,,,10,0,10,0,,,,,,,,,,,,,30,,,,졸리다 ,4.617832110001473,-0.576131608751085,1.0,020,2022-05-17_10h16.32.013,220304_word_end_click,2022.1.1,59.157175887953066,
,,,,11,0,11,0,,,,,,,,,,,,,30,,,,실험실 ,7.245243010023842,-0.004115104675292969,0.0,020,2022-05-17_10h16.32.013,220304_word_end_click,2022.1.1,59.157175887953066,
,,,,12,0,12,0,,,,,,,,,,,,,30,,,,키보드 ,4.881935109995538,0.45267489221360946,0.6790123648113675,020,2022-05-17_10h16.32.013,220304_word_end_click,2022.1.1,59.157175887953066,
,,,,13,0,13,0,,,,,,,,,,,,,30,,,,컨디션 ,5.028368909988785,-0.6172839800516764,0.9876542886098225,020,2022-05-17_10h16.32.013,220304_word_end_click,2022.1.1,59.157175887953066,
,,,,14,0,14,0,,,,,,,,,,,,,30,,,,인간관계 ,4.911688210006105,-0.5144031842549642,0.9835390514797635,020,2022-05-17_10h16.32.013,220304_word_end_click,2022.1.1,59.157175887953066,
