trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,124,001,2022-05-10_09h14.40.138,220304_word_end_click,2022.1.1,59.763861015379284,
,,,,5,한양대랑 성균관대랑 같이 연구를 하고 있구나 ,,,,,124,001,2022-05-10_09h14.40.138,220304_word_end_click,2022.1.1,59.763861015379284,
,,,,,,,,,,124,001,2022-05-10_09h14.40.138,220304_word_end_click,2022.1.1,59.763861015379284,
,,,,,,,,,,124,001,2022-05-10_09h14.40.138,220304_word_end_click,2022.1.1,59.763861015379284,
0,0,0,0,30,,오늘 이거 끝나고 뭐먹지. 점심은 햄버거 먹을까. 배고프다.,16.066625070059672,0.1604938507080078,0.6687242719862196,124,001,2022-05-10_09h14.40.138,220304_word_end_click,2022.1.1,59.763861015379284,
1,0,1,0,30,,공부 할게 많은데 너무 놀았다 진짜. 큰일났다,14.46884346997831,0.36625517739190006,0.8415638340844048,124,001,2022-05-10_09h14.40.138,220304_word_end_click,2022.1.1,59.763861015379284,
2,0,2,0,30,,학교 끝나고 병원가서 상담 귀찮다 가기 싫다.,15.799183969967999,-0.7901234096950955,0.36831275622049964,124,001,2022-05-10_09h14.40.138,220304_word_end_click,2022.1.1,59.763861015379284,
3,0,3,0,30,,"이번주는 집 청소 마무리 해야하는데, 공부를 너무 안하고 있다. 큰일났다.",15.449433170026168,-0.08230447769165039,0.8251028855641682,124,001,2022-05-10_09h14.40.138,220304_word_end_click,2022.1.1,59.763861015379284,
4,0,4,0,30,,요즘 확 땡기는 노래가 없다. 갤럭시 버즈 사야하는데.. 돈도 없다.,18.081147769931704,0.6008230315314398,0.5905349651972452,124,001,2022-05-10_09h14.40.138,220304_word_end_click,2022.1.1,59.763861015379284,
5,0,5,0,30,,오늘 MSI 개막인데 보고싶다. 시간없다.. 결승 하이라이트만 보자.,17.766586670069955,0.4197531276279025,0.03703702820671928,124,001,2022-05-10_09h14.40.138,220304_word_end_click,2022.1.1,59.763861015379284,
6,0,6,0,30,,옆에 있는 이건 태블릿인가 뭐지 ? 노트북 거치대가 내가 가진거랑 똑같은건줄 알았는데 아니었군.,23.68122787005268,0.19341561529371476,0.08641974131266278,124,001,2022-05-10_09h14.40.138,220304_word_end_click,2022.1.1,59.763861015379284,
7,0,7,0,30,,어제 자기전에 아이유 킬링보이스 본게 기억이 난다. 하현우도 봤는데 참 둘다 노래는 잘하는데 자기곡 없는게 아쉬워.,32.76519666996319,0.3786008887820773,0.4238683250215318,124,001,2022-05-10_09h14.40.138,220304_word_end_click,2022.1.1,59.763861015379284,
8,0,8,0,30,,아무 생각이나 떠올리려니까 저번주에 본 닥터스트레인지 영화가 기억이 난다. 스파이더맨보다는 재미있었다.,23.266823170008138,0.07818924056159116,0.06790124045477974,124,001,2022-05-10_09h14.40.138,220304_word_end_click,2022.1.1,59.763861015379284,
9,0,9,0,30,,민경이는 출근 잘 했으려나. 너무 피곤하지 않을지 걱정이다.,15.849164269980974,0.7407406965891519,1.0,124,001,2022-05-10_09h14.40.138,220304_word_end_click,2022.1.1,59.763861015379284,
10,0,10,0,30,,주식 팔까 팔지말까.. 아.. 하필 돈필요할때 물리냐,19.797063470003195,-0.19753085242377388,0.7057613399293687,124,001,2022-05-10_09h14.40.138,220304_word_end_click,2022.1.1,59.763861015379284,
11,0,11,0,30,,인터폰 교체해줘야하는거 연락해야하는데 까먹고있었네  ,11.850317170028575,-0.1604938507080078,0.76543214586046,124,001,2022-05-10_09h14.40.138,220304_word_end_click,2022.1.1,59.763861015379284,
12,0,12,0,30,,점심먹고 후딱 인턴 자소서 내야겠다 ,13.648703570128419,0.5144033167097304,0.81687241130405,124,001,2022-05-10_09h14.40.138,220304_word_end_click,2022.1.1,59.763861015379284,
13,0,13,0,30,,펜이 필기감이 상당히 좋아서 놀랐다. 모나미껀데 얼마일까 이건 ,15.698872370063327,0.16460908783806705,0.09465021557278103,124,001,2022-05-10_09h14.40.138,220304_word_end_click,2022.1.1,59.763861015379284,
14,0,14,0,30,,자유롭게 생각하라고 하니 막 걱정거리만 계속 떠오르네,25.39676926995162,-0.10699590047200525,0.8004114627838135,124,001,2022-05-10_09h14.40.138,220304_word_end_click,2022.1.1,59.763861015379284,
