repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,checking_instructions.started,checking_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,stimulus_interval,word_type_practice.text,text_4.started,text_4.stopped,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,24.824837399995886,None,space,2.383407699991949,24.824837399995886,None,,,,,,,,,,,,,,,004,2022-05-06_10h06.36.561,220304_word_end_click,2022.1.1,60.02004666656348,
,,,,0,0,0,0,,,,,,,243.25079860002734,None,space,2.1955806999467313,251.2799812000012,None,30,배고픔 ,279.2460219000932,None,유추 ,3.9587915098527446,0.37037041452195907,0.9444444974263508,004,2022-05-06_10h06.36.561,220304_word_end_click,2022.1.1,60.02004666656348,
,,,,1,0,1,0,,,,,,,,,,,,,30,,,,공포 ,4.2953690100694075,-0.7860083050198026,0.9609053134918213,004,2022-05-06_10h06.36.561,220304_word_end_click,2022.1.1,60.02004666656348,
,,,,2,0,2,0,,,,,,,,,,,,,30,,,,구멍 ,4.99929470999632,0.3868312305874295,0.3436213996675279,004,2022-05-06_10h06.36.561,220304_word_end_click,2022.1.1,60.02004666656348,
,,,,3,0,3,0,,,,,,,,,,,,,30,,,,아관파천 ,4.828552610008046,-0.008230474260118248,0.4074073765012953,004,2022-05-06_10h06.36.561,220304_word_end_click,2022.1.1,60.02004666656348,
,,,,4,0,4,0,,,,,,,,,,,,,30,,,,공인구 ,3.8963914099149406,-0.403292179107666,0.020576145913865806,004,2022-05-06_10h06.36.561,220304_word_end_click,2022.1.1,60.02004666656348,
,,,,5,0,5,0,,,,,,,,,,,,,30,,,,돈 ,3.846613109926693,0.024691422780354744,0.8765431510077583,004,2022-05-06_10h06.36.561,220304_word_end_click,2022.1.1,60.02004666656348,
,,,,6,0,6,0,,,,,,,,,,,,,30,,,,감성돔 ,3.8774904099991545,0.3580247031317816,0.10493827528423733,004,2022-05-06_10h06.36.561,220304_word_end_click,2022.1.1,60.02004666656348,
,,,,7,0,7,0,,,,,,,,,,,,,30,,,,발뺌 ,4.632487209979445,0.5925925572713218,0.9320987860361736,004,2022-05-06_10h06.36.561,220304_word_end_click,2022.1.1,60.02004666656348,
,,,,8,0,8,0,,,,,,,,,,,,,30,,,,제어 ,4.099367910064757,-0.4897120263841417,0.952674839231703,004,2022-05-06_10h06.36.561,220304_word_end_click,2022.1.1,60.02004666656348,
,,,,9,0,9,0,,,,,,,,,,,,,30,,,,전쟁 ,5.178468509926461,-0.9094648891025119,0.6008230580223931,004,2022-05-06_10h06.36.561,220304_word_end_click,2022.1.1,60.02004666656348,
,,,,10,0,10,0,,,,,,,,,,,,,30,,,,원숭이 ,5.265982310054824,0.42798360188802076,0.563785990079244,004,2022-05-06_10h06.36.561,220304_word_end_click,2022.1.1,60.02004666656348,
,,,,11,0,11,0,,,,,,,,,,,,,30,,,,양자 ,9.279000410111621,-0.11934147940741646,0.9012345737881131,004,2022-05-06_10h06.36.561,220304_word_end_click,2022.1.1,60.02004666656348,
,,,,12,0,12,0,,,,,,,,,,,,,30,,,,논리 ,4.313585010007955,0.8106995953453913,0.8395061492919922,004,2022-05-06_10h06.36.561,220304_word_end_click,2022.1.1,60.02004666656348,
,,,,13,0,13,0,,,,,,,,,,,,,30,,,,게임 ,2.828932909993455,0.9753086831834581,1.0,004,2022-05-06_10h06.36.561,220304_word_end_click,2022.1.1,60.02004666656348,
,,,,14,0,14,0,,,,,,,,,,,,,30,,,,20세기 ,6.731034809956327,-0.020576053195529465,0.35596711105770534,004,2022-05-06_10h06.36.561,220304_word_end_click,2022.1.1,60.02004666656348,
