repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,checking_instructions.started,checking_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,stimulus_interval,word_type_practice.text,text_4.started,text_4.stopped,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,23.728831900050864,None,space,1.438029499957338,23.728831900050864,None,,,,,,,,,,,,,,,014,2022-05-11_19h10.20.517,220304_word_end_click,2022.1.1,59.999016036583676,
,,,,0,0,0,0,,,,,,,232.86163820000365,None,space,2.14456839999184,234.91358580021188,None,30,"쓰레기봉투 
",282.043923899997,None,택배 확인 ,6.727870150003582,0.7325102223290338,0.8024691475762261,014,2022-05-11_19h10.20.517,220304_word_end_click,2022.1.1,59.999016036583676,
,,,,1,0,1,0,,,,,,,,,,,,,30,,,,고데기 ,6.866473149973899,0.7201646433936224,0.8292181226942275,014,2022-05-11_19h10.20.517,220304_word_end_click,2022.1.1,59.999016036583676,
,,,,2,0,2,0,,,,,,,,,,,,,30,,,,당근마켓 ,7.493846450233832,0.33333328035142684,0.7098765108320448,014,2022-05-11_19h10.20.517,220304_word_end_click,2022.1.1,59.999016036583676,
,,,,3,0,3,0,,,,,,,,,,,,,30,,,,청소 ,4.345202850177884,-0.3539093335469563,0.6934156285391914,014,2022-05-11_19h10.20.517,220304_word_end_click,2022.1.1,59.999016036583676,
,,,,4,0,4,0,,,,,,,,,,,,,30,,,,샤워 ,5.811088550137356,0.27983533011542416,0.8312756750318739,014,2022-05-11_19h10.20.517,220304_word_end_click,2022.1.1,59.999016036583676,
,,,,5,0,5,0,,,,,,,,,,,,,30,,,,영화관 팝콘 ,7.0946607501246035,0.6913579834832086,0.615226321750217,014,2022-05-11_19h10.20.517,220304_word_end_click,2022.1.1,59.999016036583676,
,,,,6,0,6,0,,,,,,,,,,,,,30,,,,넷플릭스 ,6.278055649949238,0.20987656381395126,0.7695473829905193,014,2022-05-11_19h10.20.517,220304_word_end_click,2022.1.1,59.999016036583676,
,,,,7,0,7,0,,,,,,,,,,,,,30,,,,자격증 공부 ,8.528492549899966,-0.20164622200859916,0.9362140231662326,014,2022-05-11_19h10.20.517,220304_word_end_click,2022.1.1,59.999016036583676,
,,,,8,0,8,0,,,,,,,,,,,,,30,,,,계획표 ,6.813354950165376,-0.10288053088717986,0.9629629982842339,014,2022-05-11_19h10.20.517,220304_word_end_click,2022.1.1,59.999016036583676,
,,,,9,0,9,0,,,,,,,,,,,,,30,,,,괄사 ,4.482492150040343,0.629629691441854,0.7325102488199869,014,2022-05-11_19h10.20.517,220304_word_end_click,2022.1.1,59.999016036583676,
,,,,10,0,10,0,,,,,,,,,,,,,30,,,,압박밴드 ,4.446835350012407,0.22633751233418775,0.6790123648113675,014,2022-05-11_19h10.20.517,220304_word_end_click,2022.1.1,59.999016036583676,
,,,,11,0,11,0,,,,,,,,,,,,,30,,,,헬스 ,6.84903125022538,0.46913584073384595,0.76543214586046,014,2022-05-11_19h10.20.517,220304_word_end_click,2022.1.1,59.999016036583676,
,,,,12,0,12,0,,,,,,,,,,,,,30,,,,생활비 ,3.994994250126183,-0.942386786142985,0.9897119734022353,014,2022-05-11_19h10.20.517,220304_word_end_click,2022.1.1,59.999016036583676,
,,,,13,0,13,0,,,,,,,,,,,,,30,,,,취업 ,5.346577849937603,-0.8888888359069824,0.9979424476623535,014,2022-05-11_19h10.20.517,220304_word_end_click,2022.1.1,59.999016036583676,
,,,,14,0,14,0,,,,,,,,,,,,,30,,,,경제적 자유 ,5.661749450024217,0.843621359931098,0.5658436086442735,014,2022-05-11_19h10.20.517,220304_word_end_click,2022.1.1,59.999016036583676,
