trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,123,001,2022-05-09_19h43.39.094,220304_word_end_click,2022.1.1,60.03323438604527,
,,,,5,집 ,,,,,123,001,2022-05-09_19h43.39.094,220304_word_end_click,2022.1.1,60.03323438604527,
,,,,,,,,,,123,001,2022-05-09_19h43.39.094,220304_word_end_click,2022.1.1,60.03323438604527,
,,,,,,,,,,123,001,2022-05-09_19h43.39.094,220304_word_end_click,2022.1.1,60.03323438604527,
0,0,0,0,30,,신 기 하 다 ,13.248724339995533,0.6255144543117948,0.5596707529491849,123,001,2022-05-09_19h43.39.094,220304_word_end_click,2022.1.1,60.03323438604527,
1,0,1,0,30,,휴 식 ,8.482455040095374,0.8477365970611572,0.32921813593970406,123,001,2022-05-09_19h43.39.094,220304_word_end_click,2022.1.1,60.03323438604527,
2,0,2,0,30,,피 곤 함 ,9.816257240134291,-0.6090535057915581,0.6213991774453057,123,001,2022-05-09_19h43.39.094,220304_word_end_click,2022.1.1,60.03323438604527,
3,0,3,0,30,,쿠 팡 ,8.815715940087102,0.061728424496120926,0.3436213996675279,123,001,2022-05-09_19h43.39.094,220304_word_end_click,2022.1.1,60.03323438604527,
4,0,4,0,30,,축 제 ,11.967339540133253,0.6584362188975015,0.18518516752454972,123,001,2022-05-09_19h43.39.094,220304_word_end_click,2022.1.1,60.03323438604527,
5,0,5,0,30,,저 녁 식 사 ,14.365582039928995,0.6707819302876792,0.6049382951524522,123,001,2022-05-09_19h43.39.094,220304_word_end_click,2022.1.1,60.03323438604527,
6,0,6,0,30,,라 디 오 ,14.132541240076534,0.831275780995687,0.6419752968682183,123,001,2022-05-09_19h43.39.094,220304_word_end_click,2022.1.1,60.03323438604527,
7,0,7,0,30,,인 간 관 계 ,16.466623740037903,-0.26748975118001295,0.629629651705424,123,001,2022-05-09_19h43.39.094,220304_word_end_click,2022.1.1,60.03323438604527,
8,0,8,0,30,,조금  슬 프 다 ,18.050093940109946,-0.5967079268561469,0.596707820892334,123,001,2022-05-09_19h43.39.094,220304_word_end_click,2022.1.1,60.03323438604527,
9,0,9,0,30,,가 족 ,8.981137440074235,0.9176954958173964,0.9547325240241157,123,001,2022-05-09_19h43.39.094,220304_word_end_click,2022.1.1,60.03323438604527,
10,0,10,0,30,,콘 서 트 ,7.31410754006356,0.868312782711453,0.596707820892334,123,001,2022-05-09_19h43.39.094,220304_word_end_click,2022.1.1,60.03323438604527,
11,0,11,0,30,,케 이 크 ,9.84961394011043,0.8271605438656278,0.5246913697984483,123,001,2022-05-09_19h43.39.094,220304_word_end_click,2022.1.1,60.03323438604527,
12,0,12,0,30,,지 하 철 ,13.615738940075971,-0.46090523401896166,0.6728395091162788,123,001,2022-05-09_19h43.39.094,220304_word_end_click,2022.1.1,60.03323438604527,
13,0,13,0,30,,팀플  걱 정 ,14.381148540065624,-0.8024692535400391,0.5596707529491849,123,001,2022-05-09_19h43.39.094,220304_word_end_click,2022.1.1,60.03323438604527,
14,0,14,0,30,,노을 지는 풍경 ,15.64904694003053,0.7201646433936224,0.24485597345564103,123,001,2022-05-09_19h43.39.094,220304_word_end_click,2022.1.1,60.03323438604527,
