repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,checking_instructions.started,checking_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,stimulus_interval,word_type_practice.text,text_4.started,text_4.stopped,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,26.355369900004007,None,space,1.897069099941291,26.355369900004007,None,,,,,,,,,,,,,,,008,2022-05-09_15h09.57.043,220304_word_end_click,2022.1.1,60.19168646080793,
,,,,0,0,0,0,,,,,,,236.9592077000998,None,space,1.5044326999923214,238.57569160009734,None,30,하늘 ,272.1219789000461,None,날갯짓 ,7.894229999976233,1.0,0.8765431510077583,008,2022-05-09_15h09.57.043,220304_word_end_click,2022.1.1,60.19168646080793,
,,,,1,0,1,0,,,,,,,,,,,,,30,,,,자유 ,6.093617699923925,1.0,0.8786008358001709,008,2022-05-09_15h09.57.043,220304_word_end_click,2022.1.1,60.19168646080793,
,,,,2,0,2,0,,,,,,,,,,,,,30,,,,운동 ,7.0615838000085205,0.8847735987769232,0.9547325240241157,008,2022-05-09_15h09.57.043,220304_word_end_click,2022.1.1,60.19168646080793,
,,,,3,0,3,0,,,,,,,,,,,,,30,,,,사랑 ,5.50126379984431,0.6172839800516763,1.0,008,2022-05-09_15h09.57.043,220304_word_end_click,2022.1.1,60.19168646080793,
,,,,4,0,4,0,,,,,,,,,,,,,30,,,,강아지 ,5.861674599931575,1.0,0.7325102488199869,008,2022-05-09_15h09.57.043,220304_word_end_click,2022.1.1,60.19168646080793,
,,,,5,0,5,0,,,,,,,,,,,,,30,,,,바다 ,4.914233599905856,1.0,0.5432098706563314,008,2022-05-09_15h09.57.043,220304_word_end_click,2022.1.1,60.19168646080793,
,,,,6,0,6,0,,,,,,,,,,,,,30,,,,비행 ,4.19945249997545,1.0,1.0,008,2022-05-09_15h09.57.043,220304_word_end_click,2022.1.1,60.19168646080793,
,,,,7,0,7,0,,,,,,,,,,,,,30,,,,하늘색 ,5.74515489989426,1.0,0.4958847761154175,008,2022-05-09_15h09.57.043,220304_word_end_click,2022.1.1,60.19168646080793,
,,,,8,0,8,0,,,,,,,,,,,,,30,,,,여자친구 ,6.563046399969608,-0.1481482717725966,1.0,008,2022-05-09_15h09.57.043,220304_word_end_click,2022.1.1,60.19168646080793,
,,,,9,0,9,0,,,,,,,,,,,,,30,,,,저녁 ,4.859585899976082,0.32921804322136783,0.6378600597381592,008,2022-05-09_15h09.57.043,220304_word_end_click,2022.1.1,60.19168646080793,
,,,,10,0,10,0,,,,,,,,,,,,,30,,,,표상,6.144008400035091,0.0,1.0,008,2022-05-09_15h09.57.043,220304_word_end_click,2022.1.1,60.19168646080793,
,,,,11,0,11,0,,,,,,,,,,,,,30,,,,고양이 ,4.8116294998908415,1.0,1.0,008,2022-05-09_15h09.57.043,220304_word_end_click,2022.1.1,60.19168646080793,
,,,,12,0,12,0,,,,,,,,,,,,,30,,,,가족 ,4.761452000006102,-0.2551439073350694,0.8518518606821697,008,2022-05-09_15h09.57.043,220304_word_end_click,2022.1.1,60.19168646080793,
,,,,13,0,13,0,,,,,,,,,,,,,30,,,,결핍 ,5.751125899958424,-0.9958847363789877,1.0,008,2022-05-09_15h09.57.043,220304_word_end_click,2022.1.1,60.19168646080793,
,,,,14,0,14,0,,,,,,,,,,,,,30,,,,몰입 ,4.211888000019826,1,0.8744855986701118,008,2022-05-09_15h09.57.043,220304_word_end_click,2022.1.1,60.19168646080793,
