trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,205,001,2022-04-28_11h11.00.180,220304_word_end_click,2022.1.1,60.00693680193956,
,,,,5,어리둥절,,,,,205,001,2022-04-28_11h11.00.180,220304_word_end_click,2022.1.1,60.00693680193956,
,,,,,,,,,,205,001,2022-04-28_11h11.00.180,220304_word_end_click,2022.1.1,60.00693680193956,
,,,,,,,,,,205,001,2022-04-28_11h11.00.180,220304_word_end_click,2022.1.1,60.00693680193956,
0,0,0,0,30,,컨디션 난조 ,16.645574099999976,-0.5679011344909668,0.8559670978122287,205,001,2022-04-28_11h11.00.180,220304_word_end_click,2022.1.1,60.00693680193956,
1,0,1,0,30,,회피 ,9.146137799999906,-0.8271604114108615,0.9382715755038791,205,001,2022-04-28_11h11.00.180,220304_word_end_click,2022.1.1,60.00693680193956,
2,0,2,0,30,,엄마 ,21.74511399999983,-0.061728424496120926,0.981481499142117,205,001,2022-04-28_11h11.00.180,220304_word_end_click,2022.1.1,60.00693680193956,
3,0,3,0,30,,졸업 이후 진로 ,17.595273300000372,-0.2716048558553059,0.9979424476623535,205,001,2022-04-28_11h11.00.180,220304_word_end_click,2022.1.1,60.00693680193956,
4,0,4,0,30,,알레르기성 비염 ,6.896627100000387,-0.7407408290439181,0.8333333598242866,205,001,2022-04-28_11h11.00.180,220304_word_end_click,2022.1.1,60.00693680193956,
5,0,5,0,30,,지친다 ,7.612548899999638,-0.3086418575710721,0.7160493665271335,205,001,2022-04-28_11h11.00.180,220304_word_end_click,2022.1.1,60.00693680193956,
6,0,6,0,30,,동아리 활동 ,40.10856859999967,0.5144033167097304,0.8230453332265217,205,001,2022-04-28_11h11.00.180,220304_word_end_click,2022.1.1,60.00693680193956,
7,0,7,0,30,,피곤 ,17.428649899999982,-0.18930037816365564,0.7921811209784614,205,001,2022-04-28_11h11.00.180,220304_word_end_click,2022.1.1,60.00693680193956,
8,0,8,0,30,,코가 너무 간지러움 ,21.77790189999996,-0.5473250812954373,0.8436213864220513,205,001,2022-04-28_11h11.00.180,220304_word_end_click,2022.1.1,60.00693680193956,
9,0,9,0,30,,분리수거 ,17.64504769999894,-0.004115104675292969,0.5452674892213609,205,001,2022-04-28_11h11.00.180,220304_word_end_click,2022.1.1,60.00693680193956,
10,0,10,0,30,,수업 같이 듣는 친구 ,31.24323099999947,0.23868309126959897,0.5864197280671861,205,001,2022-04-28_11h11.00.180,220304_word_end_click,2022.1.1,60.00693680193956,
11,0,11,0,30,,동아리 친구들 ,18.86084589999882,0.7201646433936224,0.7592592239379883,205,001,2022-04-28_11h11.00.180,220304_word_end_click,2022.1.1,60.00693680193956,
12,0,12,0,30,,점심 약속 ,5.629950399998961,0.11522637473212338,0.5452674892213609,205,001,2022-04-28_11h11.00.180,220304_word_end_click,2022.1.1,60.00693680193956,
13,0,13,0,30,,임기응변 ,12.562684399999853,0.5432098441653781,0.8641975720723469,205,001,2022-04-28_11h11.00.180,220304_word_end_click,2022.1.1,60.00693680193956,
14,0,14,0,30,,허술한 성격 ,16.195096899999953,-0.4197531276279025,0.9691357877519395,205,001,2022-04-28_11h11.00.180,220304_word_end_click,2022.1.1,60.00693680193956,
