repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,checking_instructions.started,checking_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,stimulus_interval,word_type_practice.text,text_4.started,text_4.stopped,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,32.41462519997731,None,space,2.5230112000135705,32.41462519997731,None,,,,,,,,,,,,,,,028,2022-05-23_10h37.09.839,220304_word_end_click,2022.1.1,61.18247368413862,
,,,,0,0,0,0,,,,,,,243.40724910004064,None,space,1.62886289996095,244.95751940004993,None,30,다이아몬드,285.3900112999836,None,호수공원 ,6.795365669997409,-0.008230474260118248,0.5267489883634779,028,2022-05-23_10h37.09.839,220304_word_end_click,2022.1.1,61.18247368413862,
,,,,1,0,1,0,,,,,,,,,,,,,30,,,,인생 ,5.428703770041466,-0.10699590047200525,1.0,028,2022-05-23_10h37.09.839,220304_word_end_click,2022.1.1,61.18247368413862,
,,,,2,0,2,0,,,,,,,,,,,,,30,,,,초옥 ,4.878964869887568,-0.08641984727647567,0.5329217778311836,028,2022-05-23_10h37.09.839,220304_word_end_click,2022.1.1,61.18247368413862,
,,,,3,0,3,0,,,,,,,,,,,,,30,,,,치와와 ,5.711823069839738,0.9999999735090468,0.6028806765874227,028,2022-05-23_10h37.09.839,220304_word_end_click,2022.1.1,61.18247368413862,
,,,,4,0,4,0,,,,,,,,,,,,,30,,,,고층 ,4.766053369967267,0.7160494062635634,0.5452674892213609,028,2022-05-23_10h37.09.839,220304_word_end_click,2022.1.1,61.18247368413862,
,,,,5,0,5,0,,,,,,,,,,,,,30,,,,고양이 ,6.013655769871548,1,0.9506172868940566,028,2022-05-23_10h37.09.839,220304_word_end_click,2022.1.1,61.18247368413862,
,,,,6,0,6,0,,,,,,,,,,,,,30,,,,브로치 ,5.545384370023385,0.5185185538397894,0.845679071214464,028,2022-05-23_10h37.09.839,220304_word_end_click,2022.1.1,61.18247368413862,
,,,,7,0,7,0,,,,,,,,,,,,,30,,,,강아지 노래 ,5.582560469978489,1,0.6131687031851875,028,2022-05-23_10h37.09.839,220304_word_end_click,2022.1.1,61.18247368413862,
,,,,8,0,8,0,,,,,,,,,,,,,30,,,,갈비찜 ,5.828712270013057,0.637860033247206,0.5884773466322157,028,2022-05-23_10h37.09.839,220304_word_end_click,2022.1.1,61.18247368413862,
,,,,9,0,9,0,,,,,,,,,,,,,30,,,,야생동물 ,5.315575269982219,0.5102880795796714,0.40534982416364884,028,2022-05-23_10h37.09.839,220304_word_end_click,2022.1.1,61.18247368413862,
,,,,10,0,10,0,,,,,,,,,,,,,30,,,,초콜릿 ,4.349122369894758,0.024691422780354744,0.46707818243238663,028,2022-05-23_10h37.09.839,220304_word_end_click,2022.1.1,61.18247368413862,
,,,,11,0,11,0,,,,,,,,,,,,,30,,,,유대 ,4.912056570057757,0.8765432569715712,0.6975308656692505,028,2022-05-23_10h37.09.839,220304_word_end_click,2022.1.1,61.18247368413862,
,,,,12,0,12,0,,,,,,,,,,,,,30,,,,선물 ,5.795399170019664,-0.16460895538330078,0.8703703615400527,028,2022-05-23_10h37.09.839,220304_word_end_click,2022.1.1,61.18247368413862,
,,,,13,0,13,0,,,,,,,,,,,,,30,,,,여행 계획 ,5.832954269950278,-0.28395069970024955,1.0,028,2022-05-23_10h37.09.839,220304_word_end_click,2022.1.1,61.18247368413862,
,,,,14,0,14,0,,,,,,,,,,,,,30,,,,우체통 편지 ,5.027788769919425,-1.0,0.952674839231703,028,2022-05-23_10h37.09.839,220304_word_end_click,2022.1.1,61.18247368413862,
