trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,218,001,2022-05-17_15h05.48.846,220304_word_end_click,2022.1.1,60.01781328681301,
,,,,5,연습,,,,,218,001,2022-05-17_15h05.48.846,220304_word_end_click,2022.1.1,60.01781328681301,
,,,,,,,,,,218,001,2022-05-17_15h05.48.846,220304_word_end_click,2022.1.1,60.01781328681301,
,,,,,,,,,,218,001,2022-05-17_15h05.48.846,220304_word_end_click,2022.1.1,60.01781328681301,
0,0,0,0,30,,연습,6.513339230000383,0.0,0.5390946335262723,218,001,2022-05-17_15h05.48.846,220304_word_end_click,2022.1.1,60.01781328681301,
1,0,1,0,30,,과제,5.996539830000074,0.0,0.7078189584943984,218,001,2022-05-17_15h05.48.846,220304_word_end_click,2022.1.1,60.01781328681301,
2,0,2,0,30,,플라스틱 박스,7.580108830000427,0.004115237130059235,0.3333333068423801,218,001,2022-05-17_15h05.48.846,220304_word_end_click,2022.1.1,60.01781328681301,
3,0,3,0,30,,역사,5.613230729999486,0.05761318736606169,0.3024691608217027,218,001,2022-05-17_15h05.48.846,220304_word_end_click,2022.1.1,60.01781328681301,
4,0,4,0,30,,판타지,7.712769930000832,0.4197531276279025,0.24485597345564103,218,001,2022-05-17_15h05.48.846,220304_word_end_click,2022.1.1,60.01781328681301,
5,0,5,0,30,,늑대인간,19.5947005299995,0.004115237130059235,0.11316871643066406,218,001,2022-05-17_15h05.48.846,220304_word_end_click,2022.1.1,60.01781328681301,
6,0,6,0,30,,꿈,4.5463651299996855,0.11934161186218262,0.6337448888354831,218,001,2022-05-17_15h05.48.846,220304_word_end_click,2022.1.1,60.01781328681301,
7,0,7,0,30,,포만감,4.446977129999141,0.5967077944013808,0.8148148589664035,218,001,2022-05-17_15h05.48.846,220304_word_end_click,2022.1.1,60.01781328681301,
8,0,8,0,30,,챔피언,6.229715729999043,0.7942386468251548,0.226337472597758,218,001,2022-05-17_15h05.48.846,220304_word_end_click,2022.1.1,60.01781328681301,
9,0,9,0,30,,인형,12.162546929999735,0.004115237130059235,0.21604937977261013,218,001,2022-05-17_15h05.48.846,220304_word_end_click,2022.1.1,60.01781328681301,
10,0,10,0,30,,라면,4.230230930000289,0.48148141966925717,0.5596707529491849,218,001,2022-05-17_15h05.48.846,220304_word_end_click,2022.1.1,60.01781328681301,
11,0,11,0,30,,행성 충돌,10.46261602999948,-0.04526747597588432,0.16049381097157794,218,001,2022-05-17_15h05.48.846,220304_word_end_click,2022.1.1,60.01781328681301,
12,0,12,0,30,,물 대포,9.079556629999388,-0.12345684899224174,0.5308642254935371,218,001,2022-05-17_15h05.48.846,220304_word_end_click,2022.1.1,60.01781328681301,
13,0,13,0,30,,반전 거울,8.396216829999503,0.0,0.3518518739276462,218,001,2022-05-17_15h05.48.846,220304_word_end_click,2022.1.1,60.01781328681301,
14,0,14,0,30,,석수역,6.446103829999629,-0.004115104675292969,0.03909464677174884,218,001,2022-05-17_15h05.48.846,220304_word_end_click,2022.1.1,60.01781328681301,
