trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,117,001,2022-05-05_13h42.12.893,220304_word_end_click,2022.1.1,60.0452020227642,
,,,,5,실팔찌 ,,,,,117,001,2022-05-05_13h42.12.893,220304_word_end_click,2022.1.1,60.0452020227642,
,,,,,,,,,,117,001,2022-05-05_13h42.12.893,220304_word_end_click,2022.1.1,60.0452020227642,
,,,,,,,,,,117,001,2022-05-05_13h42.12.893,220304_word_end_click,2022.1.1,60.0452020227642,
0,0,0,0,30,,불편한 헤드셋 ,8.916597889969125,-0.9711933135986328,0.9835390514797635,117,001,2022-05-05_13h42.12.893,220304_word_end_click,2022.1.1,60.0452020227642,
1,0,1,0,30,,큐티클 ,5.016189190006116,-0.20164622200859916,1.0,117,001,2022-05-05_13h42.12.893,220304_word_end_click,2022.1.1,60.0452020227642,
2,0,2,0,30,,하늘색 ,3.8663487899757456,0.8806584941016302,0.985596736272176,117,001,2022-05-05_13h42.12.893,220304_word_end_click,2022.1.1,60.0452020227642,
3,0,3,0,30,,바퀴벌레 ,4.698248889995739,-1,0.3744856119155884,117,001,2022-05-05_13h42.12.893,220304_word_end_click,2022.1.1,60.0452020227642,
4,0,4,0,30,,honeymoon avenue,12.833588490000693,0.004115237130059235,0.10493827528423733,117,001,2022-05-05_13h42.12.893,220304_word_end_click,2022.1.1,60.0452020227642,
5,0,5,0,30,,스파클링,8.51597718996345,0.4855966567993164,0.04320988390180802,117,001,2022-05-05_13h42.12.893,220304_word_end_click,2022.1.1,60.0452020227642,
6,0,6,0,30,,광고 ,4.233239489985863,-0.08641984727647567,0.5679012272093031,117,001,2022-05-05_13h42.12.893,220304_word_end_click,2022.1.1,60.0452020227642,
7,0,7,0,30,,두개골 ,4.333102389995474,-0.004115104675292969,0.713991747962104,117,001,2022-05-05_13h42.12.893,220304_word_end_click,2022.1.1,60.0452020227642,
8,0,8,0,30,,뭐지?,5.765972189983586,0.004115237130059235,0.8971193366580539,117,001,2022-05-05_13h42.12.893,220304_word_end_click,2022.1.1,60.0452020227642,
9,0,9,0,30,,아토피 ,4.79898948999471,-0.7325103547837999,0.76543214586046,117,001,2022-05-05_13h42.12.893,220304_word_end_click,2022.1.1,60.0452020227642,
10,0,10,0,30,,멍청곰 ,4.748643189959694,0.43209870656331373,0.0905349784427219,117,001,2022-05-05_13h42.12.893,220304_word_end_click,2022.1.1,60.0452020227642,
11,0,11,0,30,,실험실 생쥐 ,6.0321451899944805,-0.46090523401896166,0.1625514295366075,117,001,2022-05-05_13h42.12.893,220304_word_end_click,2022.1.1,60.0452020227642,
12,0,12,0,30,,아마존 ,7.465235490002669,0.09053495195176864,0.0,117,001,2022-05-05_13h42.12.893,220304_word_end_click,2022.1.1,60.0452020227642,
13,0,13,0,30,,소독약 ,4.18251718999818,0.843621359931098,0.76543214586046,117,001,2022-05-05_13h42.12.893,220304_word_end_click,2022.1.1,60.0452020227642,
14,0,14,0,30,,eggs,5.098050589993363,0.6790124045477972,0.1975308789147271,117,001,2022-05-05_13h42.12.893,220304_word_end_click,2022.1.1,60.0452020227642,
