trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,112,001,2022-05-04_09h16.11.754,220304_word_end_click,2022.1.1,59.98868613843175,
,,,,5,없음  ,,,,,112,001,2022-05-04_09h16.11.754,220304_word_end_click,2022.1.1,59.98868613843175,
,,,,,,,,,,112,001,2022-05-04_09h16.11.754,220304_word_end_click,2022.1.1,59.98868613843175,
,,,,,,,,,,112,001,2022-05-04_09h16.11.754,220304_word_end_click,2022.1.1,59.98868613843175,
0,0,0,0,30,,공허 ,21.164655789994868,-0.25102880265977645,0.7037037213643392,112,001,2022-05-04_09h16.11.754,220304_word_end_click,2022.1.1,59.98868613843175,
1,0,1,0,30,,일정 ,12.307624989945907,-0.09053495195176864,0.9711934725443523,112,001,2022-05-04_09h16.11.754,220304_word_end_click,2022.1.1,59.98868613843175,
2,0,2,0,30,,시간 ,9.756059589999495,-0.004115104675292969,0.9876542886098225,112,001,2022-05-04_09h16.11.754,220304_word_end_click,2022.1.1,59.98868613843175,
3,0,3,0,30,,휴식 ,9.440997090016026,0.641975270377265,0.9012345737881131,112,001,2022-05-04_09h16.11.754,220304_word_end_click,2022.1.1,59.98868613843175,
4,0,4,0,30,,어린이날 ,6.834276089997729,0.19341561529371476,0.10699589384926689,112,001,2022-05-04_09h16.11.754,220304_word_end_click,2022.1.1,59.98868613843175,
5,0,5,0,30,,할일들 ,5.92780708995997,-0.674897034962972,0.9403292602962918,112,001,2022-05-04_09h16.11.754,220304_word_end_click,2022.1.1,59.98868613843175,
6,0,6,0,30,,집안일 ,11.099473790003685,-0.11934147940741646,0.6954732471042209,112,001,2022-05-04_09h16.11.754,220304_word_end_click,2022.1.1,59.98868613843175,
7,0,7,0,30,,스터디 일정 ,13.623645589977968,-0.5637860298156738,0.7716049353281658,112,001,2022-05-04_09h16.11.754,220304_word_end_click,2022.1.1,59.98868613843175,
8,0,8,0,30,,동아리 일정 ,27.024660789989866,0.024691422780354744,0.7345679336123996,112,001,2022-05-04_09h16.11.754,220304_word_end_click,2022.1.1,59.98868613843175,
9,0,9,0,30,,교류제 행사 ,5.737103789986577,-0.6954733530680338,0.6111110846201578,112,001,2022-05-04_09h16.11.754,220304_word_end_click,2022.1.1,59.98868613843175,
10,0,10,0,30,,상대 동아리 회장 ,22.288257289998,-0.806584358215332,0.6502057711283366,112,001,2022-05-04_09h16.11.754,220304_word_end_click,2022.1.1,59.98868613843175,
11,0,11,0,30,,내일 약속 ,5.296372589975363,-0.024691422780354855,0.5823045571645101,112,001,2022-05-04_09h16.11.754,220304_word_end_click,2022.1.1,59.98868613843175,
12,0,12,0,30,,여행계획 세우기 ,12.47854818997439,0.11111113760206437,0.9115226003858778,112,001,2022-05-04_09h16.11.754,220304_word_end_click,2022.1.1,59.98868613843175,
13,0,13,0,30,,이탈리아 ,4.72926808995544,0.4979423681894939,0.8374485969543457,112,001,2022-05-04_09h16.11.754,220304_word_end_click,2022.1.1,59.98868613843175,
14,0,14,0,30,,종강 ,5.071442889980972,0.9876542621188693,0.9115226003858778,112,001,2022-05-04_09h16.11.754,220304_word_end_click,2022.1.1,59.98868613843175,
