trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,201,001,2022-04-26_13h12.23.451,220304_word_end_click,2022.1.1,60.02869371553722,
,,,,5,마우스 ,,,,,201,001,2022-04-26_13h12.23.451,220304_word_end_click,2022.1.1,60.02869371553722,
,,,,,,,,,,201,001,2022-04-26_13h12.23.451,220304_word_end_click,2022.1.1,60.02869371553722,
,,,,,,,,,,201,001,2022-04-26_13h12.23.451,220304_word_end_click,2022.1.1,60.02869371553722,
0,0,0,0,30,,진로 ,9.5459066599999,-0.4362140761481391,0.9958847628699409,201,001,2022-04-26_13h12.23.451,220304_word_end_click,2022.1.1,60.02869371553722,
1,0,1,0,30,,가족 ,8.979410160000043,0.46913584073384595,0.9938272105322944,201,001,2022-04-26_13h12.23.451,220304_word_end_click,2022.1.1,60.02869371553722,
2,0,2,0,30,,미래 ,5.680174459999989,-0.4526750246683757,1.0,201,001,2022-04-26_13h12.23.451,220304_word_end_click,2022.1.1,60.02869371553722,
3,0,3,0,30,,취업 ,6.0125185599999895,-0.901234679751926,1,201,001,2022-04-26_13h12.23.451,220304_word_end_click,2022.1.1,60.02869371553722,
4,0,4,0,30,,현재에 대한 고민 ,14.362706959999969,-0.534979502360026,0.9938272105322944,201,001,2022-04-26_13h12.23.451,220304_word_end_click,2022.1.1,60.02869371553722,
5,0,5,0,30,,강아지 ,5.679999960000259,1.0,0.3395061625374688,201,001,2022-04-26_13h12.23.451,220304_word_end_click,2022.1.1,60.02869371553722,
6,0,6,0,30,,실험에 대한 호기심 ,8.596190760000127,0.9465020232730441,0.6748971276813083,201,001,2022-04-26_13h12.23.451,220304_word_end_click,2022.1.1,60.02869371553722,
7,0,7,0,30,,오래된 노트북 ,8.795927360000178,0.004115237130059235,0.006172849072350384,201,001,2022-04-26_13h12.23.451,220304_word_end_click,2022.1.1,60.02869371553722,
8,0,8,0,30,,내가 지금 해야 할 일 ,16.960951559999785,0.5802469783359103,0.9958847628699409,201,001,2022-04-26_13h12.23.451,220304_word_end_click,2022.1.1,60.02869371553722,
9,0,9,0,30,,미래에 대한 불안 ,9.82996176000006,-0.938271681467692,0.9917695257398818,201,001,2022-04-26_13h12.23.451,220304_word_end_click,2022.1.1,60.02869371553722,
10,0,10,0,30,,대학원에 대한 회의감 ,7.346585860000005,-0.9711933135986328,1.0,201,001,2022-04-26_13h12.23.451,220304_word_end_click,2022.1.1,60.02869371553722,
11,0,11,0,30,,오후에 있을 약속,15.428427860000056,0.8518518341912165,1.0,201,001,2022-04-26_13h12.23.451,220304_word_end_click,2022.1.1,60.02869371553722,
12,0,12,0,30,,결혼 ,4.26370836000001,0.6460905075073242,0.8703703615400527,201,001,2022-04-26_13h12.23.451,220304_word_end_click,2022.1.1,60.02869371553722,
13,0,13,0,30,,연구실 ,4.279481160000159,-0.7489713033040365,0.9876542886098225,201,001,2022-04-26_13h12.23.451,220304_word_end_click,2022.1.1,60.02869371553722,
14,0,14,0,30,,피곤 ,4.279716559999997,-0.8353908856709799,0.9979424476623535,201,001,2022-04-26_13h12.23.451,220304_word_end_click,2022.1.1,60.02869371553722,
