trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,130,001,2022-05-11_13h31.04.171,220304_word_end_click,2022.1.1,59.82882969642217,
,,,,5,대학원 ,,,,,130,001,2022-05-11_13h31.04.171,220304_word_end_click,2022.1.1,59.82882969642217,
,,,,,,,,,,130,001,2022-05-11_13h31.04.171,220304_word_end_click,2022.1.1,59.82882969642217,
,,,,,,,,,,130,001,2022-05-11_13h31.04.171,220304_word_end_click,2022.1.1,59.82882969642217,
0,0,0,0,30,,햄버거 ,4.78348632005509,0.8888888359069824,0.9567900763617622,130,001,2022-05-11_13h31.04.171,220304_word_end_click,2022.1.1,59.82882969642217,
1,0,1,0,30,,"루나코인 
",5.682207420002669,-0.7777778307596842,0.9423868126339383,130,001,2022-05-11_13h31.04.171,220304_word_end_click,2022.1.1,59.82882969642217,
2,0,2,0,30,,면접 ,5.233018320053816,-0.09876542621188689,0.9917695257398818,130,001,2022-05-11_13h31.04.171,220304_word_end_click,2022.1.1,59.82882969642217,
3,0,3,0,30,,전기차 ,5.233436920098029,0.604938268661499,0.783950646718343,130,001,2022-05-11_13h31.04.171,220304_word_end_click,2022.1.1,59.82882969642217,
4,0,4,0,30,,커피 ,3.7639097201172262,0.7448559337192111,1,130,001,2022-05-11_13h31.04.171,220304_word_end_click,2022.1.1,59.82882969642217,
5,0,5,0,30,,취직 ,4.730316519970074,0.25102880265977645,0.9074073632558186,130,001,2022-05-11_13h31.04.171,220304_word_end_click,2022.1.1,59.82882969642217,
6,0,6,0,30,,실기 ,4.364671919960529,-0.5226336585150825,0.8086419370439317,130,001,2022-05-11_13h31.04.171,220304_word_end_click,2022.1.1,59.82882969642217,
7,0,7,0,30,,고등학교동창 ,6.149674220010638,0.4979423681894939,0.7716049353281658,130,001,2022-05-11_13h31.04.171,220304_word_end_click,2022.1.1,59.82882969642217,
8,0,8,0,30,,전 직장선임이 물린 코인 ,8.314677719958127,-0.9300412072075738,0.38065846761067706,130,001,2022-05-11_13h31.04.171,220304_word_end_click,2022.1.1,59.82882969642217,
9,0,9,0,30,,요들레이 송 ,6.265760520007461,0.9958847363789878,0.010288053088717997,130,001,2022-05-11_13h31.04.171,220304_word_end_click,2022.1.1,59.82882969642217,
10,0,10,0,30,,산에 뛰어노는 노루 ,6.032176819979213,0.5802469783359103,0.012345671653747559,130,001,2022-05-11_13h31.04.171,220304_word_end_click,2022.1.1,59.82882969642217,
11,0,11,0,30,,삼성전자 ,6.531367619987577,-0.9094648891025119,0.9197530746459961,130,001,2022-05-11_13h31.04.171,220304_word_end_click,2022.1.1,59.82882969642217,
12,0,12,0,30,,집청소 ,7.050157619989477,-0.769547356499566,1,130,001,2022-05-11_13h31.04.171,220304_word_end_click,2022.1.1,59.82882969642217,
13,0,13,0,30,,노트북 ,5.298331120051444,-0.26748975118001295,0.8292181226942275,130,001,2022-05-11_13h31.04.171,220304_word_end_click,2022.1.1,59.82882969642217,
14,0,14,0,30,,게임 ,3.8497230201028287,0.9465020232730441,0.6440329154332479,130,001,2022-05-11_13h31.04.171,220304_word_end_click,2022.1.1,59.82882969642217,
