repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,checking_instructions.started,checking_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,stimulus_interval,word_type_practice.text,text_4.started,text_4.stopped,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,34.68467960000271,None,space,4.043203099980019,34.68467960000271,None,,,,,,,,,,,,,,,019,2022-05-13_15h11.18.189,220304_word_end_click,2022.1.1,58.999486706567055,
,,,,0,0,0,0,,,,,,,257.6149316000228,None,space,11.428335799981141,260.34829080000054,None,30,안녕하세요 생공연 ,343.2769133000111,None,낮잠 레드필 생공연 셀실험 소개팅 눈썹 ,25.49281202000566,0.4732510778639052,0.7283950116899278,019,2022-05-13_15h11.18.189,220304_word_end_click,2022.1.1,58.999486706567055,
,,,,1,0,1,0,,,,,,,,,,,,,30,,,,책 반납 마스크 벚꽃 테니스 ,13.92767792000086,0.5514403184254966,0.4732510381274753,019,2022-05-13_15h11.18.189,220304_word_end_click,2022.1.1,58.999486706567055,
,,,,2,0,2,0,,,,,,,,,,,,,30,,,,강남역 대학원 등기 산책 ,11.337484519986901,0.7037036948733859,0.8909465471903484,019,2022-05-13_15h11.18.189,220304_word_end_click,2022.1.1,58.999486706567055,
,,,,3,0,3,0,,,,,,,,,,,,,30,,,,멜론 음악 드럼 퇴근 ,14.667040219996125,0.831275780995687,0.8621398872799344,019,2022-05-13_15h11.18.189,220304_word_end_click,2022.1.1,58.999486706567055,
,,,,4,0,4,0,,,,,,,,,,,,,30,,,,여행 스웨덴 미팅 전전전여자친구 결혼 ,18.02982251998037,0.20987656381395126,0.211934142642551,019,2022-05-13_15h11.18.189,220304_word_end_click,2022.1.1,58.999486706567055,
,,,,5,0,5,0,,,,,,,,,,,,,30,,,,건강 계획 러닝 풋살 배드민턴 슬리퍼 사물함 ,14.932803720032098,0.07818924056159116,0.5432098706563314,019,2022-05-13_15h11.18.189,220304_word_end_click,2022.1.1,58.999486706567055,
,,,,6,0,6,0,,,,,,,,,,,,,30,,,,유튜브 ,6.247684619971551,0.11522637473212338,0.4691358009974162,019,2022-05-13_15h11.18.189,220304_word_end_click,2022.1.1,58.999486706567055,
,,,,7,0,7,0,,,,,,,,,,,,,30,,,,생각없음 ,8.812897920026444,0.004115237130059235,0.5205761326683892,019,2022-05-13_15h11.18.189,220304_word_end_click,2022.1.1,58.999486706567055,
,,,,8,0,8,0,,,,,,,,,,,,,30,,,,연세대중앙도서관 언더우드 연고전 ,12.365657919988735,0.008230474260118248,0.1419753101136949,019,2022-05-13_15h11.18.189,220304_word_end_click,2022.1.1,58.999486706567055,
,,,,9,0,9,0,,,,,,,,,,,,,30,,,,세브란스 정장 여름 에어컨 ,7.711475719988812,0.05761318736606169,0.17489714092678493,019,2022-05-13_15h11.18.189,220304_word_end_click,2022.1.1,58.999486706567055,
,,,,10,0,10,0,,,,,,,,,,,,,30,,,,생각없음에 대한 생각 ,7.9777739199926145,0.012345711390177483,0.022633731365203857,019,2022-05-13_15h11.18.189,220304_word_end_click,2022.1.1,58.999486706567055,
,,,,11,0,11,0,,,,,,,,,,,,,30,,,,템플스테이 어죽 댐 한강 둑 ,10.36319091997575,0.008230474260118248,0.018518527348836245,019,2022-05-13_15h11.18.189,220304_word_end_click,2022.1.1,58.999486706567055,
,,,,12,0,12,0,,,,,,,,,,,,,30,,,,운전 용인세브란스 미국 환율 ,7.96396251997794,0.6255144543117948,0.07613168160120648,019,2022-05-13_15h11.18.189,220304_word_end_click,2022.1.1,58.999486706567055,
,,,,13,0,13,0,,,,,,,,,,,,,30,,,,에이브릴라빈 토크콘서트  TV,21.432541719987057,-0.004115104675292969,0.03909464677174884,019,2022-05-13_15h11.18.189,220304_word_end_click,2022.1.1,58.999486706567055,
,,,,14,0,14,0,,,,,,,,,,,,,30,,,,부모님 피라미드 유전 공포영화 ,8.84612931997981,0.09465018908182787,0.02674896849526298,019,2022-05-13_15h11.18.189,220304_word_end_click,2022.1.1,58.999486706567055,
