repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,checking_instructions.started,checking_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,stimulus_interval,word_type_practice.text,text_4.started,text_4.stopped,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,55.24210679996759,None,space,1.6034651000518352,55.24210679996759,None,,,,,,,,,,,,,,,013,2022-05-11_17h18.13.721,220304_word_end_click,2022.1.1,59.995632312647594,
,,,,0,0,0,0,,,,,,,267.16357699991204,None,space,1.2531446998473257,274.1446752999909,None,30,모니터 ,302.90846620011143,None,벚꽃 ,5.928333819843829,0.839506122801039,0.681069983376397,013,2022-05-11_17h18.13.721,220304_word_end_click,2022.1.1,59.995632312647594,
,,,,1,0,1,0,,,,,,,,,,,,,30,,,,연남동 ,7.1806106199510396,0.7695473564995661,0.8765431510077583,013,2022-05-11_17h18.13.721,220304_word_end_click,2022.1.1,59.995632312647594,
,,,,2,0,2,0,,,,,,,,,,,,,30,,,,조명 ,3.310171219985932,0.11934161186218262,0.5699588457743326,013,2022-05-11_17h18.13.721,220304_word_end_click,2022.1.1,59.995632312647594,
,,,,3,0,3,0,,,,,,,,,,,,,30,,,,학식 ,3.0448327199555933,0.0,0.8065843847062852,013,2022-05-11_17h18.13.721,220304_word_end_click,2022.1.1,59.995632312647594,
,,,,4,0,4,0,,,,,,,,,,,,,30,,,,목화 ,4.128393120132387,-0.05349795023600257,0.6275720331403944,013,2022-05-11_17h18.13.721,220304_word_end_click,2022.1.1,59.995632312647594,
,,,,5,0,5,0,,,,,,,,,,,,,30,,,,물티슈 ,4.678710419917479,0.7078189320034451,0.47736627525753444,013,2022-05-11_17h18.13.721,220304_word_end_click,2022.1.1,59.995632312647594,
,,,,6,0,6,0,,,,,,,,,,,,,30,,,,스터디 ,4.211671420140192,0.008230474260118248,0.6707818905512491,013,2022-05-11_17h18.13.721,220304_word_end_click,2022.1.1,59.995632312647594,
,,,,7,0,7,0,,,,,,,,,,,,,30,,,,민법 ,6.633721620077267,-0.004115104675292969,1,013,2022-05-11_17h18.13.721,220304_word_end_click,2022.1.1,59.995632312647594,
,,,,8,0,8,0,,,,,,,,,,,,,30,,,,마법의성 ,4.180164219811559,0.6831275092230902,0.30452677938673234,013,2022-05-11_17h18.13.721,220304_word_end_click,2022.1.1,59.995632312647594,
,,,,9,0,9,0,,,,,,,,,,,,,30,,,,하루살이 ,3.129794120322913,0.004115237130059235,0.5288066069285074,013,2022-05-11_17h18.13.721,220304_word_end_click,2022.1.1,59.995632312647594,
,,,,10,0,10,0,,,,,,,,,,,,,30,,,,동동이 ,5.980993920005858,0.5432098441653781,0.7119341293970743,013,2022-05-11_17h18.13.721,220304_word_end_click,2022.1.1,59.995632312647594,
,,,,11,0,11,0,,,,,,,,,,,,,30,,,,코지 ,3.899133519968018,0.9465020232730441,0.8765431510077583,013,2022-05-11_17h18.13.721,220304_word_end_click,2022.1.1,59.995632312647594,
,,,,12,0,12,0,,,,,,,,,,,,,30,,,,포켓몬 ,3.4158064199145883,0.637860033247206,0.5576132006115384,013,2022-05-11_17h18.13.721,220304_word_end_click,2022.1.1,59.995632312647594,
,,,,13,0,13,0,,,,,,,,,,,,,30,,,,그늘막 ,3.546714919852093,0.7489711708492703,0.5534979634814792,013,2022-05-11_17h18.13.721,220304_word_end_click,2022.1.1,59.995632312647594,
,,,,14,0,14,0,,,,,,,,,,,,,30,,,,부모님 ,6.796322820009664,0.5185185538397894,1.0,013,2022-05-11_17h18.13.721,220304_word_end_click,2022.1.1,59.995632312647594,
