repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,checking_instructions.started,checking_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,stimulus_interval,word_type_practice.text,text_4.started,text_4.stopped,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,34.50847010000143,None,space,1.5049467999924673,34.50847010000143,None,,,,,,,,,,,,,,,015,2022-05-12_10h16.39.457,220304_word_end_click,2022.1.1,60.34038008293464,
,,,,0,0,0,0,,,,,,,245.2190552999964,None,space,0.14958579999802168,248.35138590000133,None,30,실험 ,303.1805716000017,None,mbti ,12.563124040003459,0.14814813931783033,0.4197530878914727,015,2022-05-12_10h16.39.457,220304_word_end_click,2022.1.1,60.34038008293464,
,,,,1,0,1,0,,,,,,,,,,,,,30,,,,석사 논문 ,7.294582139998965,-0.17283942964341903,1.0,015,2022-05-12_10h16.39.457,220304_word_end_click,2022.1.1,60.34038008293464,
,,,,2,0,2,0,,,,,,,,,,,,,30,,,,오늘 일정 ,7.466910640003334,0.05349795023600268,1.0,015,2022-05-12_10h16.39.457,220304_word_end_click,2022.1.1,60.34038008293464,
,,,,3,0,3,0,,,,,,,,,,,,,30,,,,이세희 ,5.782370339999034,0.3744856516520183,0.6337448888354831,015,2022-05-12_10h16.39.457,220304_word_end_click,2022.1.1,60.34038008293464,
,,,,4,0,4,0,,,,,,,,,,,,,30,,,,버스타고 가면서 할 일 ,12.278391139996529,0.3168724642859564,0.8703703615400527,015,2022-05-12_10h16.39.457,220304_word_end_click,2022.1.1,60.34038008293464,
,,,,5,0,5,0,,,,,,,,,,,,,30,,,,사진 ,7.463427340000635,0.5349793699052598,0.7613169087304009,015,2022-05-12_10h16.39.457,220304_word_end_click,2022.1.1,60.34038008293464,
,,,,6,0,6,0,,,,,,,,,,,,,30,,,,돈 ,5.711809639993589,-0.2716048558553059,0.7407407230801053,015,2022-05-12_10h16.39.457,220304_word_end_click,2022.1.1,60.34038008293464,
,,,,7,0,7,0,,,,,,,,,,,,,30,,,,남자 친구 ,5.445135940004548,0.7407406965891519,0.8580246501498752,015,2022-05-12_10h16.39.457,220304_word_end_click,2022.1.1,60.34038008293464,
,,,,8,0,8,0,,,,,,,,,,,,,30,,,,의식 ,5.329744440001377,0.629629691441854,0.48353906472524005,015,2022-05-12_10h16.39.457,220304_word_end_click,2022.1.1,60.34038008293464,
,,,,9,0,9,0,,,,,,,,,,,,,30,,,,PolMeth ,7.345507940000971,0.7942386468251548,0.9279835489061143,015,2022-05-12_10h16.39.457,220304_word_end_click,2022.1.1,60.34038008293464,
,,,,10,0,10,0,,,,,,,,,,,,,30,,,,운동 ,6.015620140002284,0.2716049883100722,0.75102874967787,015,2022-05-12_10h16.39.457,220304_word_end_click,2022.1.1,60.34038008293464,
,,,,11,0,11,0,,,,,,,,,,,,,30,,,,미국 ,6.347583239999949,0.3580247031317816,0.7921811209784614,015,2022-05-12_10h16.39.457,220304_word_end_click,2022.1.1,60.34038008293464,
,,,,12,0,12,0,,,,,,,,,,,,,30,,,,비자 ,5.34655123999255,0.008230474260118248,0.7736624876658122,015,2022-05-12_10h16.39.457,220304_word_end_click,2022.1.1,60.34038008293464,
,,,,13,0,13,0,,,,,,,,,,,,,30,,,,대장동 ,5.611425540002529,0.11111113760206437,0.7962963581085205,015,2022-05-12_10h16.39.457,220304_word_end_click,2022.1.1,60.34038008293464,
,,,,14,0,14,0,,,,,,,,,,,,,30,,,,유튜브 검색 ,10.326739939999243,0.2427983283996582,0.7901234361860487,015,2022-05-12_10h16.39.457,220304_word_end_click,2022.1.1,60.34038008293464,
