trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,232,001,2022-06-10_13h43.13.845,220304_word_end_click,2022.1.1,59.84691160011879,
,,,,5,분홍코끼리 ,,,,,232,001,2022-06-10_13h43.13.845,220304_word_end_click,2022.1.1,59.84691160011879,
,,,,,,,,,,232,001,2022-06-10_13h43.13.845,220304_word_end_click,2022.1.1,59.84691160011879,
,,,,,,,,,,232,001,2022-06-10_13h43.13.845,220304_word_end_click,2022.1.1,59.84691160011879,
0,0,0,0,30,,stranger things ,22.26139536000005,0.8106995953453913,0.23662549919552273,232,001,2022-06-10_13h43.13.845,220304_word_end_click,2022.1.1,59.84691160011879,
1,0,1,0,30,,월급 ,6.430097759999853,-0.016460948520236496,0.8148148589664035,232,001,2022-06-10_13h43.13.845,220304_word_end_click,2022.1.1,59.84691160011879,
2,0,2,0,30,,오빠의 휴가 ,8.262891460000219,0.7860081725650363,0.9382715755038791,232,001,2022-06-10_13h43.13.845,220304_word_end_click,2022.1.1,59.84691160011879,
3,0,3,0,30,,집 ,7.696657760000107,0.9711934460533991,0.9588477611541748,232,001,2022-06-10_13h43.13.845,220304_word_end_click,2022.1.1,59.84691160011879,
4,0,4,0,30,,날씨가 덥다 ,13.778869459999669,-0.1604938507080078,0.5082304212782118,232,001,2022-06-10_13h43.13.845,220304_word_end_click,2022.1.1,59.84691160011879,
5,0,5,0,30,,실험 ,4.263267959999894,0.016460948520236496,0.5576132006115384,232,001,2022-06-10_13h43.13.845,220304_word_end_click,2022.1.1,59.84691160011879,
6,0,6,0,30,,백숙 ,16.04525235999995,0.3004115157657199,0.028806587060292543,232,001,2022-06-10_13h43.13.845,220304_word_end_click,2022.1.1,59.84691160011879,
7,0,7,0,30,,7월 ,4.580428360000269,0.03703700171576596,0.6399176783031888,232,001,2022-06-10_13h43.13.845,220304_word_end_click,2022.1.1,59.84691160011879,
8,0,8,0,30,,얼음이 녹아 밍밍해진 음료 ,14.16222775999995,-0.2798353301154243,0.2510288291507297,232,001,2022-06-10_13h43.13.845,220304_word_end_click,2022.1.1,59.84691160011879,
9,0,9,0,30,,척추 기립근 ,5.446631259999776,-0.11111100514729821,0.7860081990559895,232,001,2022-06-10_13h43.13.845,220304_word_end_click,2022.1.1,59.84691160011879,
10,0,10,0,30,,날아가는 새 ,6.9796348599998055,0.5267490280999079,0.018518527348836245,232,001,2022-06-10_13h43.13.845,220304_word_end_click,2022.1.1,59.84691160011879,
11,0,11,0,30,,초코 스모어 ,12.012122959999942,0.7860081725650363,0.2325102620654636,232,001,2022-06-10_13h43.13.845,220304_word_end_click,2022.1.1,59.84691160011879,
12,0,12,0,30,,교회 ,5.079498359999889,0.02057618565029573,0.022633731365203857,232,001,2022-06-10_13h43.13.845,220304_word_end_click,2022.1.1,59.84691160011879,
13,0,13,0,30,,허니자몽블랙티 ,29.143401859999585,0.7654321193695068,0.4855966832902696,232,001,2022-06-10_13h43.13.845,220304_word_end_click,2022.1.1,59.84691160011879,
14,0,14,0,30,,자유로운 생각 ,5.9300653600000715,0.008230474260118248,0.5061728689405653,232,001,2022-06-10_13h43.13.845,220304_word_end_click,2022.1.1,59.84691160011879,
