repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,checking_instructions.started,checking_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,stimulus_interval,word_type_practice.text,text_4.started,text_4.stopped,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,31.210492800106294,None,space,1.525200300035067,31.210492800106294,None,,,,,,,,,,,,,,,030,2022-05-26_10h11.37.411,220304_word_end_click,2022.1.1,60.96453206054867,
,,,,0,0,0,0,,,,,,,240.48074320005253,None,space,0.42887120007071644,241.08313880010974,None,30,논문 ,269.7660325000761,None,학위논문 종심 ,7.212172779953107,-0.810699462890625,1.0,030,2022-05-26_10h11.37.411,220304_word_end_click,2022.1.1,60.96453206054867,
,,,,1,0,1,0,,,,,,,,,,,,,30,,,,여자친구와의 관계 ,4.611473580007441,-0.2962962786356609,1,030,2022-05-26_10h11.37.411,220304_word_end_click,2022.1.1,60.96453206054867,
,,,,2,0,2,0,,,,,,,,,,,,,30,,,,졸업 후 진로 ,4.961604879936203,0.1728395620981853,0.8724280463324653,030,2022-05-26_10h11.37.411,220304_word_end_click,2022.1.1,60.96453206054867,
,,,,3,0,3,0,,,,,,,,,,,,,30,,,,여자친구의 마음 상태 ,4.861776479985565,-0.7942387792799208,1,030,2022-05-26_10h11.37.411,220304_word_end_click,2022.1.1,60.96453206054867,
,,,,4,0,4,0,,,,,,,,,,,,,30,,,,아버지 공연 준비 ,4.799069880042225,0.5514403184254966,0.32921813593970406,030,2022-05-26_10h11.37.411,220304_word_end_click,2022.1.1,60.96453206054867,
,,,,5,0,5,0,,,,,,,,,,,,,30,,,,친구에게 소개팅 해주기 ,9.881857579923235,0.39506170484754777,0.5699588457743326,030,2022-05-26_10h11.37.411,220304_word_end_click,2022.1.1,60.96453206054867,
,,,,6,0,6,0,,,,,,,,,,,,,30,,,,건강관리와 다이어트 ,4.828516879933886,0.23456785413953996,0.7119341293970743,030,2022-05-26_10h11.37.411,220304_word_end_click,2022.1.1,60.96453206054867,
,,,,7,0,7,0,,,,,,,,,,,,,30,,,,헬스장 등록 ,3.928456679917872,0.6707819302876792,0.5987654394573636,030,2022-05-26_10h11.37.411,220304_word_end_click,2022.1.1,60.96453206054867,
,,,,8,0,8,0,,,,,,,,,,,,,30,,,,조교실 근무 ,4.049019980011508,0.20576132668389224,0.8251028855641682,030,2022-05-26_10h11.37.411,220304_word_end_click,2022.1.1,60.96453206054867,
,,,,9,0,9,0,,,,,,,,,,,,,30,,,,발표자료 보내드리기 ,6.431872579967603,-0.5925925572713217,0.9218107594384087,030,2022-05-26_10h11.37.411,220304_word_end_click,2022.1.1,60.96453206054867,
,,,,10,0,10,0,,,,,,,,,,,,,30,,,,발달장애인 삶의 질 ,5.245491479989141,0.9053497844272189,0.9691357877519395,030,2022-05-26_10h11.37.411,220304_word_end_click,2022.1.1,60.96453206054867,
,,,,11,0,11,0,,,,,,,,,,,,,30,,,,자기결정 ,3.031176579883322,0.8930040730370417,0.9465020497639973,030,2022-05-26_10h11.37.411,220304_word_end_click,2022.1.1,60.96453206054867,
,,,,12,0,12,0,,,,,,,,,,,,,30,,,,지도교수님 ,3.063058380037546,0.20987656381395126,0.8353909121619331,030,2022-05-26_10h11.37.411,220304_word_end_click,2022.1.1,60.96453206054867,
,,,,13,0,13,0,,,,,,,,,,,,,30,,,,학과 내 관계의 문제 ,4.715656679938547,-0.9176953633626302,0.263374474313524,030,2022-05-26_10h11.37.411,220304_word_end_click,2022.1.1,60.96453206054867,
,,,,14,0,14,0,,,,,,,,,,,,,30,,,,이학건의 정신 건강 ,4.445625679916702,-0.7572017775641547,0.6502057711283366,030,2022-05-26_10h11.37.411,220304_word_end_click,2022.1.1,60.96453206054867,
