trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,114,001,2022-05-04_13h42.27.809,220304_word_end_click,2022.1.1,59.99541634322674,
,,,,5,없음 ,,,,,114,001,2022-05-04_13h42.27.809,220304_word_end_click,2022.1.1,59.99541634322674,
,,,,,,,,,,114,001,2022-05-04_13h42.27.809,220304_word_end_click,2022.1.1,59.99541634322674,
,,,,,,,,,,114,001,2022-05-04_13h42.27.809,220304_word_end_click,2022.1.1,59.99541634322674,
0,0,0,0,30,,뒷풀이 ,13.41538938001031,0.49382713105943465,0.4753086566925049,114,001,2022-05-04_13h42.27.809,220304_word_end_click,2022.1.1,59.99541634322674,
1,0,1,0,30,,코끼리 ,10.416086680023,0.09876542621188689,0.10288065671920776,114,001,2022-05-04_13h42.27.809,220304_word_end_click,2022.1.1,59.99541634322674,
2,0,2,0,30,,중앙지하 열람실 ,17.51452667999547,0.4855966567993164,0.7716049353281658,114,001,2022-05-04_13h42.27.809,220304_word_end_click,2022.1.1,59.99541634322674,
3,0,3,0,30,,엠티 ,9.116103880020091,0.7366254594590929,0.8148148589664035,114,001,2022-05-04_13h42.27.809,220304_word_end_click,2022.1.1,59.99541634322674,
4,0,4,0,30,,피자 ,9.714692880021175,0.25102880265977645,0.32921813593970406,114,001,2022-05-04_13h42.27.809,220304_word_end_click,2022.1.1,59.99541634322674,
5,0,5,0,30,,25 21 ,9.847541380004259,0.6707819302876792,0.32921813593970406,114,001,2022-05-04_13h42.27.809,220304_word_end_click,2022.1.1,59.99541634322674,
6,0,6,0,30,,일기 ,7.114555779990042,0.4773663149939642,0.8312756750318739,114,001,2022-05-04_13h42.27.809,220304_word_end_click,2022.1.1,59.99541634322674,
7,0,7,0,30,,없음 ,13.165377180004725,0.03292176458570695,0.1769547594918145,114,001,2022-05-04_13h42.27.809,220304_word_end_click,2022.1.1,59.99541634322674,
8,0,8,0,30,,과외 ,5.6663838799868245,0.23045261700948072,0.5164608955383301,114,001,2022-05-04_13h42.27.809,220304_word_end_click,2022.1.1,59.99541634322674,
9,0,9,0,30,,동기들 ,6.014276779984357,0.4855966567993164,0.5925925837622749,114,001,2022-05-04_13h42.27.809,220304_word_end_click,2022.1.1,59.99541634322674,
10,0,10,0,30,,실험 ,8.581867680011783,0.13580242792765307,0.6563786268234253,114,001,2022-05-04_13h42.27.809,220304_word_end_click,2022.1.1,59.99541634322674,
11,0,11,0,30,,동생 ,7.047622579993913,0.8230453067355685,0.9547325240241157,114,001,2022-05-04_13h42.27.809,220304_word_end_click,2022.1.1,59.99541634322674,
12,0,12,0,30,,귤 ,4.715709479991347,0.5925925572713218,0.648148152563307,114,001,2022-05-04_13h42.27.809,220304_word_end_click,2022.1.1,59.99541634322674,
13,0,13,0,30,,미니원피스 ,6.0646970799716655,0.604938268661499,0.7901234361860487,114,001,2022-05-04_13h42.27.809,220304_word_end_click,2022.1.1,59.99541634322674,
14,0,14,0,30,,춤 ,7.897988479991909,0.6707819302876792,0.2983539236916436,114,001,2022-05-04_13h42.27.809,220304_word_end_click,2022.1.1,59.99541634322674,
