repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,checking_instructions.started,checking_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,stimulus_interval,word_type_practice.text,text_4.started,text_4.stopped,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,44.104867100017145,None,space,2.8525555999949574,44.104867100017145,None,,,,,,,,,,,,,,,011,2022-05-11_13h27.26.287,220304_word_end_click,2022.1.1,59.13800443776617,
,,,,0,0,0,0,,,,,,,258.2399989000987,None,space,1.7220100997947156,259.8369134000968,None,30,의문,324.90440459991805,None,동경 ,15.166013129986823,-0.3292181756761339,1,011,2022-05-11_13h27.26.287,220304_word_end_click,2022.1.1,59.13800443776617,
,,,,1,0,1,0,,,,,,,,,,,,,30,,,,재시작 ,16.5980926300399,-0.1604938507080078,1,011,2022-05-11_13h27.26.287,220304_word_end_click,2022.1.1,59.13800443776617,
,,,,2,0,2,0,,,,,,,,,,,,,30,,,,생각의 휴식 ,11.364348729839548,0.48971189392937564,1.0,011,2022-05-11_13h27.26.287,220304_word_end_click,2022.1.1,59.13800443776617,
,,,,3,0,3,0,,,,,,,,,,,,,30,,,,바람 부는 곳 ,9.215873430017382,0.7407406965891519,0.578189320034451,011,2022-05-11_13h27.26.287,220304_word_end_click,2022.1.1,59.13800443776617,
,,,,4,0,4,0,,,,,,,,,,,,,30,,,,뇌의 과부화,13.779877729946747,0.004115237130059235,1,011,2022-05-11_13h27.26.287,220304_word_end_click,2022.1.1,59.13800443776617,
,,,,5,0,5,0,,,,,,,,,,,,,30,,,,자의식 ,10.578855330124497,0.008230474260118248,1.0,011,2022-05-11_13h27.26.287,220304_word_end_click,2022.1.1,59.13800443776617,
,,,,6,0,6,0,,,,,,,,,,,,,30,,,,문학 책읽기 ,8.693753629922867,0.8641975455813937,0.7386831707424588,011,2022-05-11_13h27.26.287,220304_word_end_click,2022.1.1,59.13800443776617,
,,,,7,0,7,0,,,,,,,,,,,,,30,,,,평온한 침묵과 잠 ,8.180392830166966,0.5020576053195529,0.7345679336123996,011,2022-05-11_13h27.26.287,220304_word_end_click,2022.1.1,59.13800443776617,
,,,,8,0,8,0,,,,,,,,,,,,,30,,,,대학원 ,4.746739930007607,0.2716049883100722,0.6584362453884549,011,2022-05-11_13h27.26.287,220304_word_end_click,2022.1.1,59.13800443776617,
,,,,9,0,9,0,,,,,,,,,,,,,30,,,,학문의 기초 ,7.715011430205777,1,1,011,2022-05-11_13h27.26.287,220304_word_end_click,2022.1.1,59.13800443776617,
,,,,10,0,10,0,,,,,,,,,,,,,30,,,,미라클 모닝 ,7.097415329888463,0.5102880795796714,0.6522633896933662,011,2022-05-11_13h27.26.287,220304_word_end_click,2022.1.1,59.13800443776617,
,,,,11,0,11,0,,,,,,,,,,,,,30,,,,전문 의료용품 ,5.780045029707253,0.004115237130059235,0.018518527348836245,011,2022-05-11_13h27.26.287,220304_word_end_click,2022.1.1,59.13800443776617,
,,,,12,0,12,0,,,,,,,,,,,,,30,,,,사랑의 의미와 실천 ,14.197684129932895,0.9053497844272189,1,011,2022-05-11_13h27.26.287,220304_word_end_click,2022.1.1,59.13800443776617,
,,,,13,0,13,0,,,,,,,,,,,,,30,,,,후배 ,8.096333029912785,-0.5102880795796713,0.9279835489061143,011,2022-05-11_13h27.26.287,220304_word_end_click,2022.1.1,59.13800443776617,
,,,,14,0,14,0,,,,,,,,,,,,,30,,,,재능의 유무 ,6.832519629970193,-0.21399180094401038,1.0,011,2022-05-11_13h27.26.287,220304_word_end_click,2022.1.1,59.13800443776617,
