repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,checking_instructions.started,checking_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,stimulus_interval,word_type_practice.text,text_4.started,text_4.stopped,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,31.70831909996923,None,space,13.761933599947952,31.70831909996923,None,,,,,,,,,,,,,,,005,2022-05-06_17h07.21.858,220304_word_end_click,2022.1.1,61.17281747710021,
,,,,0,0,0,0,,,,,,,254.97710879996885,None,space,1.454008899978362,256.8256347000133,None,30,아이스크림 ,280.8726029000245,None,파스타 ,5.947063530096784,0.9506172604031033,0.9218107594384087,005,2022-05-06_17h07.21.858,220304_word_end_click,2022.1.1,61.17281747710021,
,,,,1,0,1,0,,,,,,,,,,,,,30,,,,마법의 성 ,6.328806729870848,0.5720165040757921,0.10699589384926689,005,2022-05-06_17h07.21.858,220304_word_end_click,2022.1.1,61.17281747710021,
,,,,2,0,2,0,,,,,,,,,,,,,30,,,,대웅전 ,7.497968229930848,0.22222227520412874,0.2798354228337606,005,2022-05-06_17h07.21.858,220304_word_end_click,2022.1.1,61.17281747710021,
,,,,3,0,3,0,,,,,,,,,,,,,30,,,,불,5.447016729973257,-0.6872428788079156,0.08847735987769234,005,2022-05-06_17h07.21.858,220304_word_end_click,2022.1.1,61.17281747710021,
,,,,4,0,4,0,,,,,,,,,,,,,30,,,,아파트 ,4.999043029965833,-0.10288053088717986,0.7818929619259305,005,2022-05-06_17h07.21.858,220304_word_end_click,2022.1.1,61.17281747710021,
,,,,5,0,5,0,,,,,,,,,,,,,30,,,,등산,6.049212430021726,0.5596707926856146,1,005,2022-05-06_17h07.21.858,220304_word_end_click,2022.1.1,61.17281747710021,
,,,,6,0,6,0,,,,,,,,,,,,,30,,,,칼,5.695377330062911,-0.7736624611748589,0.5946502023273044,005,2022-05-06_17h07.21.858,220304_word_end_click,2022.1.1,61.17281747710021,
,,,,7,0,7,0,,,,,,,,,,,,,30,,,,징소리,5.632780030020513,0.3621399402618408,0.40534982416364884,005,2022-05-06_17h07.21.858,220304_word_end_click,2022.1.1,61.17281747710021,
,,,,8,0,8,0,,,,,,,,,,,,,30,,,,병원,5.566193830105476,-0.6213990847269694,0.8271604379018147,005,2022-05-06_17h07.21.858,220304_word_end_click,2022.1.1,61.17281747710021,
,,,,9,0,9,0,,,,,,,,,,,,,30,,,,우주,6.982625029981136,-0.09465032153659392,0.03703702820671928,005,2022-05-06_17h07.21.858,220304_word_end_click,2022.1.1,61.17281747710021,
,,,,10,0,10,0,,,,,,,,,,,,,30,,,,눈 ,5.614763929974288,-0.11111100514729821,0.020576145913865806,005,2022-05-06_17h07.21.858,220304_word_end_click,2022.1.1,61.17281747710021,
,,,,11,0,11,0,,,,,,,,,,,,,30,,,,망고 ,6.5992906300816685,0.831275780995687,0.22222223546769881,005,2022-05-06_17h07.21.858,220304_word_end_click,2022.1.1,61.17281747710021,
,,,,12,0,12,0,,,,,,,,,,,,,30,,,,로봇 ,7.511865429929458,-0.6131686104668511,0.0020576119422912598,005,2022-05-06_17h07.21.858,220304_word_end_click,2022.1.1,61.17281747710021,
,,,,13,0,13,0,,,,,,,,,,,,,30,,,,외국여행 ,9.479790429933928,0.5473250812954373,0.8477366235521104,005,2022-05-06_17h07.21.858,220304_word_end_click,2022.1.1,61.17281747710021,
,,,,14,0,14,0,,,,,,,,,,,,,30,,,,여행 경비,7.1456679300172254,-0.7078189320034451,0.915637837515937,005,2022-05-06_17h07.21.858,220304_word_end_click,2022.1.1,61.17281747710021,
