trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,125,001,2022-05-10_12h13.38.563,220304_word_end_click,2022.1.1,59.99638821786539,
,,,,5,물 ,,,,,125,001,2022-05-10_12h13.38.563,220304_word_end_click,2022.1.1,59.99638821786539,
,,,,,,,,,,125,001,2022-05-10_12h13.38.563,220304_word_end_click,2022.1.1,59.99638821786539,
,,,,,,,,,,125,001,2022-05-10_12h13.38.563,220304_word_end_click,2022.1.1,59.99638821786539,
0,0,0,0,30,,운동 ,8.5313208400039,0.9794239203135171,0.5576132006115384,125,001,2022-05-10_12h13.38.563,220304_word_end_click,2022.1.1,59.99638821786539,
1,0,1,0,30,,아는척 ,8.365921140066348,-0.9629628393385146,0.29012344943152535,125,001,2022-05-10_12h13.38.563,220304_word_end_click,2022.1.1,59.99638821786539,
2,0,2,0,30,,중계 ,3.9313895400846377,-0.008230474260118248,0.8477366235521104,125,001,2022-05-10_12h13.38.563,220304_word_end_click,2022.1.1,59.99638821786539,
3,0,3,0,30,,비대면 ,5.6143131400458515,0.012345711390177483,0.9012345737881131,125,001,2022-05-10_12h13.38.563,220304_word_end_click,2022.1.1,59.99638821786539,
4,0,4,0,30,,해설 ,4.414376939996146,-0.012345578935411217,0.7716049353281658,125,001,2022-05-10_12h13.38.563,220304_word_end_click,2022.1.1,59.99638821786539,
5,0,5,0,30,,과제 ,8.350353840040043,-0.2263373798794217,0.9897119734022353,125,001,2022-05-10_12h13.38.563,220304_word_end_click,2022.1.1,59.99638821786539,
6,0,6,0,30,,시간관리 ,5.44867134001106,0.3415637546115451,1,125,001,2022-05-10_12h13.38.563,220304_word_end_click,2022.1.1,59.99638821786539,
7,0,7,0,30,,중국어 ,3.9487366400426254,0.0,1,125,001,2022-05-10_12h13.38.563,220304_word_end_click,2022.1.1,59.99638821786539,
8,0,8,0,30,,해음현상 ,5.581450939993374,-0.004115104675292969,0.798353910446167,125,001,2022-05-10_12h13.38.563,220304_word_end_click,2022.1.1,59.99638821786539,
9,0,9,0,30,,발표 ,7.033286540070549,0.22222227520412874,0.9362140231662326,125,001,2022-05-10_12h13.38.563,220304_word_end_click,2022.1.1,59.99638821786539,
10,0,10,0,30,,호흡 ,3.265452840132639,0.7407406965891519,0.7160493665271335,125,001,2022-05-10_12h13.38.563,220304_word_end_click,2022.1.1,59.99638821786539,
11,0,11,0,30,,집 ,4.615619639982469,0.9053497844272189,0.6131687031851875,125,001,2022-05-10_12h13.38.563,220304_word_end_click,2022.1.1,59.99638821786539,
12,0,12,0,30,,롤 ,4.532415440073237,0.2592592769198947,0.9465020497639973,125,001,2022-05-10_12h13.38.563,220304_word_end_click,2022.1.1,59.99638821786539,
13,0,13,0,30,,재미 ,3.4827023399993777,0.9835391574435763,0.5370370149612427,125,001,2022-05-10_12h13.38.563,220304_word_end_click,2022.1.1,59.99638821786539,
14,0,14,0,30,,흥분 ,7.449141139979474,0.23045261700948072,0.226337472597758,125,001,2022-05-10_12h13.38.563,220304_word_end_click,2022.1.1,59.99638821786539,
