repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,checking_instructions.started,checking_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,stimulus_interval,word_type_practice.text,text_4.started,text_4.stopped,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,22.539071400184184,None,space,1.7548298998735845,22.539071400184184,None,,,,,,,,,,,,,,,034,2022-06-01_17h28.16.463,220304_word_end_click,2022.1.1,60.98442281982347,
,,,,0,0,0,0,,,,,,,231.1583367001731,None,space,0.9092820999212563,232.25694600003771,None,30,면봉  ,269.72040370013565,None,강남  ,4.432369070360437,0.201646089553833,0.6193415588802762,034,2022-06-01_17h28.16.463,220304_word_end_click,2022.1.1,60.98442281982347,
,,,,1,0,1,0,,,,,,,,,,,,,30,,,,허기짐  ,3.062227070098743,-0.46090523401896166,0.8888888623979356,034,2022-06-01_17h28.16.463,220304_word_end_click,2022.1.1,60.98442281982347,
,,,,2,0,2,0,,,,,,,,,,,,,30,,,,디자인  ,6.295687769772485,0.5102880795796714,0.648148152563307,034,2022-06-01_17h28.16.463,220304_word_end_click,2022.1.1,60.98442281982347,
,,,,3,0,3,0,,,,,,,,,,,,,30,,,,지리  ,3.029332570033148,0.0,0.8065843847062852,034,2022-06-01_17h28.16.463,220304_word_end_click,2022.1.1,60.98442281982347,
,,,,4,0,4,0,,,,,,,,,,,,,30,,,,청소  ,3.211892070248723,0.6913579834832086,0.9320987860361736,034,2022-06-01_17h28.16.463,220304_word_end_click,2022.1.1,60.98442281982347,
,,,,5,0,5,0,,,,,,,,,,,,,30,,,,지역  ,4.062399270012975,0.028806527455647712,0.9732510248819988,034,2022-06-01_17h28.16.463,220304_word_end_click,2022.1.1,60.98442281982347,
,,,,6,0,6,0,,,,,,,,,,,,,30,,,,체육  ,2.882428070064634,0.7695473564995661,0.9012345737881131,034,2022-06-01_17h28.16.463,220304_word_end_click,2022.1.1,60.98442281982347,
,,,,7,0,7,0,,,,,,,,,,,,,30,,,,커피  ,3.262357270112261,1,1,034,2022-06-01_17h28.16.463,220304_word_end_click,2022.1.1,60.98442281982347,
,,,,8,0,8,0,,,,,,,,,,,,,30,,,,우주  ,2.648734270129353,1,0.30452677938673234,034,2022-06-01_17h28.16.463,220304_word_end_click,2022.1.1,60.98442281982347,
,,,,9,0,9,0,,,,,,,,,,,,,30,,,,연락  ,3.0301075698807836,1,1,034,2022-06-01_17h28.16.463,220304_word_end_click,2022.1.1,60.98442281982347,
,,,,10,0,10,0,,,,,,,,,,,,,30,,,,대학  ,1.9478880697861314,0.9588477346632216,1.0,034,2022-06-01_17h28.16.463,220304_word_end_click,2022.1.1,60.98442281982347,
,,,,11,0,11,0,,,,,,,,,,,,,30,,,,언어  ,2.5465197700541466,1,1,034,2022-06-01_17h28.16.463,220304_word_end_click,2022.1.1,60.98442281982347,
,,,,12,0,12,0,,,,,,,,,,,,,30,,,,미술  ,2.264661970315501,0.9958847363789878,0.5452674892213609,034,2022-06-01_17h28.16.463,220304_word_end_click,2022.1.1,60.98442281982347,
,,,,13,0,13,0,,,,,,,,,,,,,30,,,,음악  ,3.3154744701460004,1,0.6255144145753648,034,2022-06-01_17h28.16.463,220304_word_end_click,2022.1.1,60.98442281982347,
,,,,14,0,14,0,,,,,,,,,,,,,30,,,,악기  ,2.3629426702391356,1,0.6584362453884549,034,2022-06-01_17h28.16.463,220304_word_end_click,2022.1.1,60.98442281982347,
