repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,checking_instructions.started,checking_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,stimulus_interval,word_type_practice.text,text_4.started,text_4.stopped,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,29.940095699988888,None,space,2.5030070999928284,29.940095699988888,None,,,,,,,,,,,,,,,018,2022-05-12_19h16.34.074,220304_word_end_click,2022.1.1,59.847341400908526,
,,,,0,0,0,0,,,,,,,243.10713179998857,None,space,0.48060959999565966,244.09014499999466,None,30,가랜드 ,284.0083594000025,None,더위 ,6.310990780009888,-0.2757202254401313,0.5164608955383301,018,2022-05-12_19h16.34.074,220304_word_end_click,2022.1.1,59.847341400908526,
,,,,1,0,1,0,,,,,,,,,,,,,30,,,,노래 가사 외우기 ,8.801920979996794,0.5596707926856146,0.578189320034451,018,2022-05-12_19h16.34.074,220304_word_end_click,2022.1.1,59.847341400908526,
,,,,2,0,2,0,,,,,,,,,,,,,30,,,,남 평가 의식 ,6.628474079989246,-0.7037038273281522,0.6913580099741617,018,2022-05-12_19h16.34.074,220304_word_end_click,2022.1.1,59.847341400908526,
,,,,3,0,3,0,,,,,,,,,,,,,30,,,,혼자 ,4.915685980013222,0.11934161186218262,0.713991747962104,018,2022-05-12_19h16.34.074,220304_word_end_click,2022.1.1,59.847341400908526,
,,,,4,0,4,0,,,,,,,,,,,,,30,,,,티켓팅 ,4.995028980003553,0.13580242792765307,0.6131687031851875,018,2022-05-12_19h16.34.074,220304_word_end_click,2022.1.1,59.847341400908526,
,,,,5,0,5,0,,,,,,,,,,,,,30,,,,노잼 ,8.796122180006932,-0.49382713105943465,0.6995884842342801,018,2022-05-12_19h16.34.074,220304_word_end_click,2022.1.1,59.847341400908526,
,,,,6,0,6,0,,,,,,,,,,,,,30,,,,자기 평가 ,7.145465480018174,-0.23868322372436523,0.7757201724582248,018,2022-05-12_19h16.34.074,220304_word_end_click,2022.1.1,59.847341400908526,
,,,,7,0,7,0,,,,,,,,,,,,,30,,,,프레임 ,6.578263179995702,0.0,0.2798354228337606,018,2022-05-12_19h16.34.074,220304_word_end_click,2022.1.1,59.847341400908526,
,,,,8,0,8,0,,,,,,,,,,,,,30,,,,나와 관련되지 않은 긍정적인 것,16.94496428000275,0.0,0.2592592371834649,018,2022-05-12_19h16.34.074,220304_word_end_click,2022.1.1,59.847341400908526,
,,,,9,0,9,0,,,,,,,,,,,,,30,,,,평화로움 ,8.947826780000469,0.9012345472971597,0.5288066069285074,018,2022-05-12_19h16.34.074,220304_word_end_click,2022.1.1,59.847341400908526,
,,,,10,0,10,0,,,,,,,,,,,,,30,,,,블로그 ,4.612123180006165,0.14403290218777132,0.5370370149612427,018,2022-05-12_19h16.34.074,220304_word_end_click,2022.1.1,59.847341400908526,
,,,,11,0,11,0,,,,,,,,,,,,,30,,,,보살핌 ,5.629457180009922,0.7572016451093886,0.1707819037967258,018,2022-05-12_19h16.34.074,220304_word_end_click,2022.1.1,59.847341400908526,
,,,,12,0,12,0,,,,,,,,,,,,,30,,,,어벤져스 영화 ,6.977658480012906,0.48148141966925717,0.6213991774453057,018,2022-05-12_19h16.34.074,220304_word_end_click,2022.1.1,59.847341400908526,
,,,,13,0,13,0,,,,,,,,,,,,,30,,,,인간관계 ,6.298901479996857,0.0,0.5452674892213609,018,2022-05-12_19h16.34.074,220304_word_end_click,2022.1.1,59.847341400908526,
,,,,14,0,14,0,,,,,,,,,,,,,30,,,,일정 ,4.328894880018197,0.0,0.7942386733161079,018,2022-05-12_19h16.34.074,220304_word_end_click,2022.1.1,59.847341400908526,
