trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,229,001,2022-06-03_13h40.47.377,220304_word_end_click,2022.1.1,60.070270202127666,
,,,,5,바다 ,,,,,229,001,2022-06-03_13h40.47.377,220304_word_end_click,2022.1.1,60.070270202127666,
,,,,,,,,,,229,001,2022-06-03_13h40.47.377,220304_word_end_click,2022.1.1,60.070270202127666,
,,,,,,,,,,229,001,2022-06-03_13h40.47.377,220304_word_end_click,2022.1.1,60.070270202127666,
0,0,0,0,30,,사탕 먹고싶다 ,17.4242416699999,0.0,0.23045264350043404,229,001,2022-06-03_13h40.47.377,220304_word_end_click,2022.1.1,60.070270202127666,
1,0,1,0,30,,토요일 ,7.128439970000045,0.9958847363789878,1,229,001,2022-06-03_13h40.47.377,220304_word_end_click,2022.1.1,60.070270202127666,
2,0,2,0,30,,육회 ,10.677237869999999,1,0.9979424476623535,229,001,2022-06-03_13h40.47.377,220304_word_end_click,2022.1.1,60.070270202127666,
3,0,3,0,30,,육회독존 소고기무국  ,20.539828969999917,1.0,1,229,001,2022-06-03_13h40.47.377,220304_word_end_click,2022.1.1,60.070270202127666,
4,0,4,0,30,,학점 ,5.92851867000013,-0.8806583616468642,0.9958847628699409,229,001,2022-06-03_13h40.47.377,220304_word_end_click,2022.1.1,60.070270202127666,
5,0,5,0,30,,부모님 ,6.961267169999928,1,1,229,001,2022-06-03_13h40.47.377,220304_word_end_click,2022.1.1,60.070270202127666,
6,0,6,0,30,,동생 ,9.509644369999933,1,1,229,001,2022-06-03_13h40.47.377,220304_word_end_click,2022.1.1,60.070270202127666,
7,0,7,0,30,,입대 당일 ,5.929747570000018,-1,1.0,229,001,2022-06-03_13h40.47.377,220304_word_end_click,2022.1.1,60.070270202127666,
8,0,8,0,30,,노현영 ,11.792024669999819,0.004115237130059235,1.0,229,001,2022-06-03_13h40.47.377,220304_word_end_click,2022.1.1,60.070270202127666,
9,0,9,0,30,,에펠탑 ,3.746790669999882,0.46502060360378694,0.5205761326683892,229,001,2022-06-03_13h40.47.377,220304_word_end_click,2022.1.1,60.070270202127666,
10,0,10,0,30,,chainsmokers,16.306378770000038,0.5267490280999079,0.8353909121619331,229,001,2022-06-03_13h40.47.377,220304_word_end_click,2022.1.1,60.070270202127666,
11,0,11,0,30,,매화수 ,5.430176670000037,1,0.8641975720723469,229,001,2022-06-03_13h40.47.377,220304_word_end_click,2022.1.1,60.070270202127666,
12,0,12,0,30,,영화 범죄도시2 ,7.59502107000003,1,0.5411522520913018,229,001,2022-06-03_13h40.47.377,220304_word_end_click,2022.1.1,60.070270202127666,
13,0,13,0,30,,미용실 ,5.09637017,1,0.9917695257398818,229,001,2022-06-03_13h40.47.377,220304_word_end_click,2022.1.1,60.070270202127666,
14,0,14,0,30,,없음 ,10.224729669999988,0.008230474260118248,0.5185185141033597,229,001,2022-06-03_13h40.47.377,220304_word_end_click,2022.1.1,60.070270202127666,
