repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,checking_instructions.started,checking_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,stimulus_interval,word_type_practice.text,text_4.started,text_4.stopped,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,34.437667899997905,None,space,56.71519600000465,34.437667899997905,None,,,,,,,,,,,,,,,001,2022-05-02_10h36.49.148,220304_word_end_click,2022.1.1,61.10064253604861,
,,,,0,0,0,0,,,,,,,302.9146432999987,None,space,1.7740918000345118,408.19539569999324,None,30,ㅓㅓㅓ,423.7950575000141,None,아이슬란드 북극 마라톤 ,14.829723389993887,0.5390946070353189,0.9032921261257596,001,2022-05-02_10h36.49.148,220304_word_end_click,2022.1.1,61.10064253604861,
,,,,1,0,1,0,,,,,,,,,,,,,30,,,,백곱창 소주 ,11.200311989989132,0.7736625936296251,0.7427984078725179,001,2022-05-02_10h36.49.148,220304_word_end_click,2022.1.1,61.10064253604861,
,,,,2,0,2,0,,,,,,,,,,,,,30,,,,이불 ,10.250862989982124,0.8847735987769232,0.7386831707424588,001,2022-05-02_10h36.49.148,220304_word_end_click,2022.1.1,61.10064253604861,
,,,,3,0,3,0,,,,,,,,,,,,,30,,,,개미 ,13.276769089978188,-0.19341574774848092,0.1111110978656345,001,2022-05-02_10h36.49.148,220304_word_end_click,2022.1.1,61.10064253604861,
,,,,4,0,4,0,,,,,,,,,,,,,30,,,,굴디안 핀치 ,8.44979499001056,0.28806580437554263,0.2839505937364366,001,2022-05-02_10h36.49.148,220304_word_end_click,2022.1.1,61.10064253604861,
,,,,5,0,5,0,,,,,,,,,,,,,30,,,,앵두(강아지) ,15.115063289937098,0.5020576053195529,0.36831275622049964,001,2022-05-02_10h36.49.148,220304_word_end_click,2022.1.1,61.10064253604861,
,,,,6,0,6,0,,,,,,,,,,,,,30,,,,헤다 가블러 ,13.829563289997168,0.06995889875623917,0.5720164643393623,001,2022-05-02_10h36.49.148,220304_word_end_click,2022.1.1,61.10064253604861,
,,,,7,0,7,0,,,,,,,,,,,,,30,,,,배에서 소리남 ,11.496869190013967,-0.3909466001722548,0.8436213864220513,001,2022-05-02_10h36.49.148,220304_word_end_click,2022.1.1,61.10064253604861,
,,,,8,0,8,0,,,,,,,,,,,,,30,,,,함초롱바탕 ,11.582827990001533,-0.08230447769165039,0.1460905472437541,001,2022-05-02_10h36.49.148,220304_word_end_click,2022.1.1,61.10064253604861,
,,,,9,0,9,0,,,,,,,,,,,,,30,,,,안상수 파주 ,11.017179090005811,0.06584366162617994,0.07407406303617692,001,2022-05-02_10h36.49.148,220304_word_end_click,2022.1.1,61.10064253604861,
,,,,10,0,10,0,,,,,,,,,,,,,30,,,,평창동 스테이크 ,13.334010989987291,0.43209870656331373,0.6748971276813083,001,2022-05-02_10h36.49.148,220304_word_end_click,2022.1.1,61.10064253604861,
,,,,11,0,11,0,,,,,,,,,,,,,30,,,,직박구리 뒷목 ,24.247429890034255,0.6954732206132677,0.1563786069552104,001,2022-05-02_10h36.49.148,220304_word_end_click,2022.1.1,61.10064253604861,
,,,,12,0,12,0,,,,,,,,,,,,,30,,,,라연언니 물고기 책 ,13.06730258994503,0.2592592769198947,0.3744856119155884,001,2022-05-02_10h36.49.148,220304_word_end_click,2022.1.1,61.10064253604861,
,,,,13,0,13,0,,,,,,,,,,,,,30,,,,아우스터리츠 다람쥐 모형 ,12.915685889951419,0.1728395620981853,0.37654323048061794,001,2022-05-02_10h36.49.148,220304_word_end_click,2022.1.1,61.10064253604861,
,,,,14,0,14,0,,,,,,,,,,,,,30,,,,청운 문학도서관 ,11.949091790011153,0.5473250812954373,0.7366254859500461,001,2022-05-02_10h36.49.148,220304_word_end_click,2022.1.1,61.10064253604861,
