trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,226,001,2022-05-26_10h24.17.338,220304_word_end_click,2022.1.1,60.00535247803058,
,,,,5,커피 ,,,,,226,001,2022-05-26_10h24.17.338,220304_word_end_click,2022.1.1,60.00535247803058,
,,,,,,,,,,226,001,2022-05-26_10h24.17.338,220304_word_end_click,2022.1.1,60.00535247803058,
,,,,,,,,,,226,001,2022-05-26_10h24.17.338,220304_word_end_click,2022.1.1,60.00535247803058,
0,0,0,0,30,,가족,6.57943642999453,0.012345711390177483,0.9794238143497043,226,001,2022-05-26_10h24.17.338,220304_word_end_click,2022.1.1,60.00535247803058,
1,0,1,0,30,,축구,6.463662230002228,0.4979423681894939,0.952674839231703,226,001,2022-05-26_10h24.17.338,220304_word_end_click,2022.1.1,60.00535247803058,
2,0,2,0,30,,어깨,4.847253429994453,-0.6543209817674425,0.9506172868940566,226,001,2022-05-26_10h24.17.338,220304_word_end_click,2022.1.1,60.00535247803058,
3,0,3,0,30,,감정평가사,5.163079129997641,0.5555555555555556,0.9732510248819988,226,001,2022-05-26_10h24.17.338,220304_word_end_click,2022.1.1,60.00535247803058,
4,0,4,0,30,,총기난사,4.6635614299884764,-0.9835391574435763,0.02674896849526298,226,001,2022-05-26_10h24.17.338,220304_word_end_click,2022.1.1,60.00535247803058,
5,0,5,0,30,,교회,4.713571230007801,-0.04115237130059135,0.9691357877519395,226,001,2022-05-26_10h24.17.338,220304_word_end_click,2022.1.1,60.00535247803058,
6,0,6,0,30,,다이어트,6.112912429991411,-0.37860075632731127,0.9053498109181721,226,001,2022-05-26_10h24.17.338,220304_word_end_click,2022.1.1,60.00535247803058,
7,0,7,0,30,,의자,3.8135667299793568,-0.46090523401896166,0.9362140231662326,226,001,2022-05-26_10h24.17.338,220304_word_end_click,2022.1.1,60.00535247803058,
8,0,8,0,30,,돈,4.246278129983693,-0.6872428788079156,0.7242797745598687,226,001,2022-05-26_10h24.17.338,220304_word_end_click,2022.1.1,60.00535247803058,
9,0,9,0,30,,땀,3.5802464299922576,-0.7242798805236816,0.8559670978122287,226,001,2022-05-26_10h24.17.338,220304_word_end_click,2022.1.1,60.00535247803058,
10,0,10,0,30,,여드름,3.7136989300051937,-0.7160494062635634,0.9176955223083496,226,001,2022-05-26_10h24.17.338,220304_word_end_click,2022.1.1,60.00535247803058,
11,0,11,0,30,,릴키드,4.030362129997229,-0.8518518341912164,0.2530864477157593,226,001,2022-05-26_10h24.17.338,220304_word_end_click,2022.1.1,60.00535247803058,
12,0,12,0,30,,보험,4.196411929980968,-0.6831275092230903,0.8230453332265217,226,001,2022-05-26_10h24.17.338,220304_word_end_click,2022.1.1,60.00535247803058,
13,0,13,0,30,,전효승,4.979659529999481,-0.5185185538397895,0.7942386733161079,226,001,2022-05-26_10h24.17.338,220304_word_end_click,2022.1.1,60.00535247803058,
14,0,14,0,30,,목,3.696490130008897,-0.7160494062635634,0.8477366235521104,226,001,2022-05-26_10h24.17.338,220304_word_end_click,2022.1.1,60.00535247803058,
