trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,126,001,2022-05-10_17h29.17.519,220304_word_end_click,2022.1.1,59.96663454783189,
,,,,5,책 ,,,,,126,001,2022-05-10_17h29.17.519,220304_word_end_click,2022.1.1,59.96663454783189,
,,,,,,,,,,126,001,2022-05-10_17h29.17.519,220304_word_end_click,2022.1.1,59.96663454783189,
,,,,,,,,,,126,001,2022-05-10_17h29.17.519,220304_word_end_click,2022.1.1,59.96663454783189,
0,0,0,0,30,,과제 ,4.649118929868564,-0.2263373798794217,0.413580232196384,126,001,2022-05-10_17h29.17.519,220304_word_end_click,2022.1.1,59.96663454783189,
1,0,1,0,30,,더위 ,3.6480202300008386,-0.49794250064425993,0.12757201327217949,126,001,2022-05-10_17h29.17.519,220304_word_end_click,2022.1.1,59.96663454783189,
2,0,2,0,30,,친구 ,3.598453229991719,0.4773663149939642,0.20987652407752144,126,001,2022-05-10_17h29.17.519,220304_word_end_click,2022.1.1,59.96663454783189,
3,0,3,0,30,,다이어트 ,4.282239830004983,0.028806527455647712,0.13580245441860622,126,001,2022-05-10_17h29.17.519,220304_word_end_click,2022.1.1,59.96663454783189,
4,0,4,0,30,,집 ,4.398891730001196,0.17695466677347826,0.1831275489595201,126,001,2022-05-10_17h29.17.519,220304_word_end_click,2022.1.1,59.96663454783189,
5,0,5,0,30,,잠 ,4.464611429953948,0.1604938507080078,0.15020575126012164,126,001,2022-05-10_17h29.17.519,220304_word_end_click,2022.1.1,59.96663454783189,
6,0,6,0,30,,팀플 ,3.4157892300281674,-0.004115104675292969,0.08436215586132473,126,001,2022-05-10_17h29.17.519,220304_word_end_click,2022.1.1,59.96663454783189,
7,0,7,0,30,,만두 ,3.749192830058746,0.16872432496812606,0.0905349784427219,126,001,2022-05-10_17h29.17.519,220304_word_end_click,2022.1.1,59.96663454783189,
8,0,8,0,30,,창의 ,4.198428830015473,0.29218104150560165,0.08436215586132473,126,001,2022-05-10_17h29.17.519,220304_word_end_click,2022.1.1,59.96663454783189,
9,0,9,0,30,,불평 ,7.532295229961164,-0.4403291808234321,0.04320988390180802,126,001,2022-05-10_17h29.17.519,220304_word_end_click,2022.1.1,59.96663454783189,
10,0,10,0,30,,문상 ,3.9654655299382284,0.20576132668389224,0.05967076619466144,126,001,2022-05-10_17h29.17.519,220304_word_end_click,2022.1.1,59.96663454783189,
11,0,11,0,30,,교우관계 ,4.331780030042864,0.04526747597588443,0.08436215586132473,126,001,2022-05-10_17h29.17.519,220304_word_end_click,2022.1.1,59.96663454783189,
12,0,12,0,30,,옷 ,3.681295729940757,0.012345711390177483,0.05349794361326432,126,001,2022-05-10_17h29.17.519,220304_word_end_click,2022.1.1,59.96663454783189,
13,0,13,0,30,,학교 ,3.597811229992658,0.008230474260118248,0.0514403250482347,126,001,2022-05-10_17h29.17.519,220304_word_end_click,2022.1.1,59.96663454783189,
14,0,14,0,30,,고요함 ,3.7315174299292266,-0.008230474260118248,0.06584362188975018,126,001,2022-05-10_17h29.17.519,220304_word_end_click,2022.1.1,59.96663454783189,
