repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,checking_instructions.started,checking_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,stimulus_interval,word_type_practice.text,text_4.started,text_4.stopped,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,51.46467670000857,None,space,0.8048548999940977,51.46467670000857,None,,,,,,,,,,,,,,,025,2022-05-19_13h20.27.546,220304_word_end_click,2022.1.1,59.82152845799992,
,,,,0,0,0,0,,,,,,,261.6252136999974,None,space,0.6854825000045821,262.54406119999476,None,30,시험 공부,320.8595527000143,None,등산,8.746412880020216,0.12345684899224185,0.362139900525411,025,2022-05-19_13h20.27.546,220304_word_end_click,2022.1.1,59.82152845799992,
,,,,1,0,1,0,,,,,,,,,,,,,30,,,,식사,9.06436317996122,-0.31687233183119035,0.8045266999138726,025,2022-05-19_13h20.27.546,220304_word_end_click,2022.1.1,59.82152845799992,
,,,,2,0,2,0,,,,,,,,,,,,,30,,,,인공눈물,15.182154880021699,-0.25102880265977645,0.6748971276813083,025,2022-05-19_13h20.27.546,220304_word_end_click,2022.1.1,59.82152845799992,
,,,,3,0,3,0,,,,,,,,,,,,,30,,,,달달한 디저트,11.580040880013257,0.7572016451093886,0.7263374593522813,025,2022-05-19_13h20.27.546,220304_word_end_click,2022.1.1,59.82152845799992,
,,,,4,0,4,0,,,,,,,,,,,,,30,,,,다림질,5.411908780049998,-0.31687233183119035,0.8559670978122287,025,2022-05-19_13h20.27.546,220304_word_end_click,2022.1.1,59.82152845799992,
,,,,5,0,5,0,,,,,,,,,,,,,30,,,,방향을 정하다,9.434033080004156,-0.7407408290439181,0.9341563383738201,025,2022-05-19_13h20.27.546,220304_word_end_click,2022.1.1,59.82152845799992,
,,,,6,0,6,0,,,,,,,,,,,,,30,,,,내가 경험하는 작은 세상,13.263401180040091,0.14814813931783033,0.9691357877519395,025,2022-05-19_13h20.27.546,220304_word_end_click,2022.1.1,59.82152845799992,
,,,,7,0,7,0,,,,,,,,,,,,,30,,,,사람의 행동은 불편함에서 나온다.,18.497576179972384,-0.4526750246683757,0.9012345737881131,025,2022-05-19_13h20.27.546,220304_word_end_click,2022.1.1,59.82152845799992,
,,,,8,0,8,0,,,,,,,,,,,,,30,,,,실험실 백색소음,7.315764279977884,0.7613168822394476,0.21604937977261013,025,2022-05-19_13h20.27.546,220304_word_end_click,2022.1.1,59.82152845799992,
,,,,9,0,9,0,,,,,,,,,,,,,30,,,,나의 과거와 미래,12.397645379998721,0.0,0.812757174173991,025,2022-05-19_13h20.27.546,220304_word_end_click,2022.1.1,59.82152845799992,
,,,,10,0,10,0,,,,,,,,,,,,,30,,,,논문 준비,5.761866679997183,-0.13580242792765296,0.8724280463324653,025,2022-05-19_13h20.27.546,220304_word_end_click,2022.1.1,59.82152845799992,
,,,,11,0,11,0,,,,,,,,,,,,,30,,,,실험실 물품,7.430909980030265,0.008230474260118248,0.20164611604478622,025,2022-05-19_13h20.27.546,220304_word_end_click,2022.1.1,59.82152845799992,
,,,,12,0,12,0,,,,,,,,,,,,,30,,,,그아이,7.914207380032167,0.0,0.7572016716003418,025,2022-05-19_13h20.27.546,220304_word_end_click,2022.1.1,59.82152845799992,
,,,,13,0,13,0,,,,,,,,,,,,,30,,,,바이런 케이티,7.695021280029323,0.5349793699052598,0.8971193366580539,025,2022-05-19_13h20.27.546,220304_word_end_click,2022.1.1,59.82152845799992,
,,,,14,0,14,0,,,,,,,,,,,,,30,,,,노래가사,9.262718079960905,-0.41563775804307723,0.6584362453884549,025,2022-05-19_13h20.27.546,220304_word_end_click,2022.1.1,59.82152845799992,
