trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,217,001,2022-05-17_13h36.45.029,220304_word_end_click,2022.1.1,60.02249643160303,
,,,,5,태블릿 ,,,,,217,001,2022-05-17_13h36.45.029,220304_word_end_click,2022.1.1,60.02249643160303,
,,,,,,,,,,217,001,2022-05-17_13h36.45.029,220304_word_end_click,2022.1.1,60.02249643160303,
,,,,,,,,,,217,001,2022-05-17_13h36.45.029,220304_word_end_click,2022.1.1,60.02249643160303,
0,0,0,0,30,,치킨 ,10.745944790000522,1.0,1.0,217,001,2022-05-17_13h36.45.029,220304_word_end_click,2022.1.1,60.02249643160303,
1,0,1,0,30,,옷 ,5.779834490000212,0.6913579834832086,0.7777777247958713,217,001,2022-05-17_13h36.45.029,220304_word_end_click,2022.1.1,60.02249643160303,
2,0,2,0,30,,청소 ,6.246574190000501,0.13580242792765307,0.6995884842342801,217,001,2022-05-17_13h36.45.029,220304_word_end_click,2022.1.1,60.02249643160303,
3,0,3,0,30,,휴대폰 ,5.929704090000541,0.806584358215332,0.9629629982842339,217,001,2022-05-17_13h36.45.029,220304_word_end_click,2022.1.1,60.02249643160303,
4,0,4,0,30,,더위 ,5.363717290000295,-0.9341563118828667,0.8847736252678765,217,001,2022-05-17_13h36.45.029,220304_word_end_click,2022.1.1,60.02249643160303,
5,0,5,0,30,,노트북 ,5.446620189999976,0.7613168822394476,0.81687241130405,217,001,2022-05-17_13h36.45.029,220304_word_end_click,2022.1.1,60.02249643160303,
6,0,6,0,30,,우울감 ,6.330060189999585,-0.868312782711453,0.2469135920206706,217,001,2022-05-17_13h36.45.029,220304_word_end_click,2022.1.1,60.02249643160303,
7,0,7,0,30,,썸 ,5.67959959000018,0.6954732206132677,0.2181069983376397,217,001,2022-05-17_13h36.45.029,220304_word_end_click,2022.1.1,60.02249643160303,
8,0,8,0,30,,카메라 ,7.146715589999985,-0.23456785413953996,0.6337448888354831,217,001,2022-05-17_13h36.45.029,220304_word_end_click,2022.1.1,60.02249643160303,
9,0,9,0,30,,커피 ,7.446653189999779,0.6213992171817355,0.6995884842342801,217,001,2022-05-17_13h36.45.029,220304_word_end_click,2022.1.1,60.02249643160303,
10,0,10,0,30,,성향 ,7.162659390000044,-0.23456785413953996,0.8251028855641682,217,001,2022-05-17_13h36.45.029,220304_word_end_click,2022.1.1,60.02249643160303,
11,0,11,0,30,,리스크 ,7.029566289999821,-0.6090535057915581,0.6748971276813083,217,001,2022-05-17_13h36.45.029,220304_word_end_click,2022.1.1,60.02249643160303,
12,0,12,0,30,,성과 ,6.413300890000301,0.4855966567993164,0.6419752968682183,217,001,2022-05-17_13h36.45.029,220304_word_end_click,2022.1.1,60.02249643160303,
13,0,13,0,30,,돈 ,5.429758289999427,0.868312782711453,0.9300411012437608,217,001,2022-05-17_13h36.45.029,220304_word_end_click,2022.1.1,60.02249643160303,
14,0,14,0,30,,조작 ,7.212125689999539,-0.5925925572713217,0.2921810679965549,217,001,2022-05-17_13h36.45.029,220304_word_end_click,2022.1.1,60.02249643160303,
