trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,222,001,2022-05-23_13h44.26.966,220304_word_end_click,2022.1.1,59.9982960483979,
,,,,5,마우스 ,,,,,222,001,2022-05-23_13h44.26.966,220304_word_end_click,2022.1.1,59.9982960483979,
,,,,,,,,,,222,001,2022-05-23_13h44.26.966,220304_word_end_click,2022.1.1,59.9982960483979,
,,,,,,,,,,222,001,2022-05-23_13h44.26.966,220304_word_end_click,2022.1.1,59.9982960483979,
0,0,0,0,30,,신화 ,15.07770000999983,-0.13991779751247835,0.0,222,001,2022-05-23_13h44.26.966,220304_word_end_click,2022.1.1,59.9982960483979,
1,0,1,0,30,,첨단기기 ,17.57813611000006,-0.37860075632731127,0.9341563383738201,222,001,2022-05-23_13h44.26.966,220304_word_end_click,2022.1.1,59.9982960483979,
2,0,2,0,30,,차분한 마음 ,10.062067009999964,0.9835391574435763,0.018518527348836245,222,001,2022-05-23_13h44.26.966,220304_word_end_click,2022.1.1,59.9982960483979,
3,0,3,0,30,,내 뒷 산 ,15.562649009999973,0.28806580437554263,0.028806587060292543,222,001,2022-05-23_13h44.26.966,220304_word_end_click,2022.1.1,59.9982960483979,
4,0,4,0,30,,승천 ,13.012343709999982,-0.20576132668389213,0.277777804268731,222,001,2022-05-23_13h44.26.966,220304_word_end_click,2022.1.1,59.9982960483979,
5,0,5,0,30,,가수의 위로 ,13.512153010000247,0.3786008887820773,0.713991747962104,222,001,2022-05-23_13h44.26.966,220304_word_end_click,2022.1.1,59.9982960483979,
6,0,6,0,30,,뜨거운 고통 ,19.094854609999857,0.32921804322136783,0.28806583086649573,222,001,2022-05-23_13h44.26.966,220304_word_end_click,2022.1.1,59.9982960483979,
7,0,7,0,30,,차가운 문 뒤의 아이 ,15.02916340999991,0.02057618565029573,0.563785990079244,222,001,2022-05-23_13h44.26.966,220304_word_end_click,2022.1.1,59.9982960483979,
8,0,8,0,30,,황금 비 ,16.078877909999846,-0.1481482717725966,0.48765430185529923,222,001,2022-05-23_13h44.26.966,220304_word_end_click,2022.1.1,59.9982960483979,
9,0,9,0,30,,황혼의 연인 ,25.51033600999972,1.0,0.008230467637379946,222,001,2022-05-23_13h44.26.966,220304_word_end_click,2022.1.1,59.9982960483979,
10,0,10,0,30,,철가면 ,11.894663309999714,-0.2592592769198947,0.14403292867872453,222,001,2022-05-23_13h44.26.966,220304_word_end_click,2022.1.1,59.9982960483979,
11,0,11,0,30,,구원 ,6.363373009999805,0.2962962786356609,0.22839509116278756,222,001,2022-05-23_13h44.26.966,220304_word_end_click,2022.1.1,59.9982960483979,
12,0,12,0,30,,내 뼈에게 키스를 ,24.72627621000015,0.2839505672454834,0.7551439868079292,222,001,2022-05-23_13h44.26.966,220304_word_end_click,2022.1.1,59.9982960483979,
13,0,13,0,30,,익사 ,9.195417310000039,0.6502057446373835,0.4609053267372979,222,001,2022-05-23_13h44.26.966,220304_word_end_click,2022.1.1,59.9982960483979,
14,0,14,0,30,,간절한 소망 ,18.960917709999876,-0.34567912419637037,0.8765431510077583,222,001,2022-05-23_13h44.26.966,220304_word_end_click,2022.1.1,59.9982960483979,
