trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,101_PTL,001,2022-04-27_15h10.24.640,220304_word_end_click,2022.1.1,59.96616698454841,
,,,,5,학교 ,,,,,101_PTL,001,2022-04-27_15h10.24.640,220304_word_end_click,2022.1.1,59.96616698454841,
,,,,,,,,,,101_PTL,001,2022-04-27_15h10.24.640,220304_word_end_click,2022.1.1,59.96616698454841,
,,,,,,,,,,101_PTL,001,2022-04-27_15h10.24.640,220304_word_end_click,2022.1.1,59.96616698454841,
0,0,0,0,30,,바다 ,6.097648059949279,1,0.42181070645650226,101_PTL,001,2022-04-27_15h10.24.640,220304_word_end_click,2022.1.1,59.96616698454841,
1,0,1,0,30,,영화 ,5.497286760248244,0.6543209817674425,0.3930041127734714,101_PTL,001,2022-04-27_15h10.24.640,220304_word_end_click,2022.1.1,59.96616698454841,
2,0,2,0,30,,방학 ,7.499112759716809,0.7695473564995661,0.9506172868940566,101_PTL,001,2022-04-27_15h10.24.640,220304_word_end_click,2022.1.1,59.96616698454841,
3,0,3,0,30,,시험 ,5.381979960016906,-0.44444455040825737,0.845679071214464,101_PTL,001,2022-04-27_15h10.24.640,220304_word_end_click,2022.1.1,59.96616698454841,
4,0,4,0,30,,통학 ,5.932553059887141,-0.5226336585150825,0.9423868126339383,101_PTL,001,2022-04-27_15h10.24.640,220304_word_end_click,2022.1.1,59.96616698454841,
5,0,5,0,30,,취업준비 ,6.447544560302049,-0.3580247031317817,0.985596736272176,101_PTL,001,2022-04-27_15h10.24.640,220304_word_end_click,2022.1.1,59.96616698454841,
6,0,6,0,30,,여행 ,5.466991459485143,1,0.6893003914091322,101_PTL,001,2022-04-27_15h10.24.640,220304_word_end_click,2022.1.1,59.96616698454841,
7,0,7,0,30,,추억 ,5.165718560107052,0.5720165040757921,0.9917695257398818,101_PTL,001,2022-04-27_15h10.24.640,220304_word_end_click,2022.1.1,59.96616698454841,
8,0,8,0,30,,장학금 ,10.13213636027649,0.9835391574435763,0.8415638340844048,101_PTL,001,2022-04-27_15h10.24.640,220304_word_end_click,2022.1.1,59.96616698454841,
9,0,9,0,30,,동아리 ,5.66668345965445,0.6172839800516763,0.7160493665271335,101_PTL,001,2022-04-27_15h10.24.640,220304_word_end_click,2022.1.1,59.96616698454841,
10,0,10,0,30,,음악 ,5.999090760014951,0.7283951176537409,0.9218107594384087,101_PTL,001,2022-04-27_15h10.24.640,220304_word_end_click,2022.1.1,59.96616698454841,
11,0,11,0,30,,피아노 ,5.400496460031718,0.7366254594590929,0.9032921261257596,101_PTL,001,2022-04-27_15h10.24.640,220304_word_end_click,2022.1.1,59.96616698454841,
12,0,12,0,30,,설계 ,7.866310160141438,0.3580247031317816,0.7613169087304009,101_PTL,001,2022-04-27_15h10.24.640,220304_word_end_click,2022.1.1,59.96616698454841,
13,0,13,0,30,,교환학생 ,6.649571659974754,0.637860033247206,0.6419752968682183,101_PTL,001,2022-04-27_15h10.24.640,220304_word_end_click,2022.1.1,59.96616698454841,
14,0,14,0,30,,알바 ,4.9319946598261595,0.3580247031317816,0.8086419370439317,101_PTL,001,2022-04-27_15h10.24.640,220304_word_end_click,2022.1.1,59.96616698454841,
