LoopforOrange.thisRepN,LoopforOrange.thisTrialN,LoopforOrange.thisN,LoopforOrange.thisIndex,LoopForGreen.thisRepN,LoopForGreen.thisTrialN,LoopForGreen.thisN,LoopForGreen.thisIndex,GreenInstLoop.thisRepN,GreenInstLoop.thisTrialN,GreenInstLoop.thisN,GreenInstLoop.thisIndex,name,text_2.started,text_2.stopped,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,29.45016200002283,None,29.45016200002283,None,space,5.228796100011095,29.932853100122884,None,204,2023-03-28_15h15.25.250,FishGame,2022.1.1,59.03591984116267,
