target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,key_resp.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,51.46224880000227,30.7985572700185,None,82.28064300000551,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
negative,neutral,2,j,l,,,,,0,0,0,12,,,,,,,,,,,85.91168290001224,None,prac,2,2,2,neutral,negative,j,j,1,1.5322943000064697,87.93235869999626,88.94735140001285,88.93071270000655,None,87.93235869999626,None,87.93235869999626,None,87.93235869999626,None,90.46606659999816,None,90.46606659999816,None,90.46606659999816,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
neutral,neutral,2,k,k,,,,,0,1,1,10,,,,,,,,,,,,,prac,1,1,2,neutral,neutral,k,k,1,0.8186823000141885,91.47956410000916,92.48060209999676,92.46400720000383,None,91.47956410000916,None,91.47956410000916,None,91.47956410000916,None,93.2949172700086,None,93.2949172700086,None,93.2949172700086,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
neutral,negative,1,k,k,,,,,0,2,2,7,,,,,,,,,,,,,prac,1,1,1,negative,neutral,k,k,1,0.7808874000038486,93.30181350000203,94.3138634999923,94.29729660000885,None,93.30181350000203,None,93.30181350000203,None,93.30181350000203,None,95.07834066999786,None,95.07834066999786,None,95.07834066999786,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
positive,positive,2,l,j,,,,,0,3,3,11,,,,,,,,,,,,,prac,2,2,2,positive,positive,l,l,1,1.0483703999780118,95.08486500001163,96.10776970000006,96.0852678999945,None,95.08486500001163,None,95.08486500001163,None,95.08486500001163,None,97.1280017699959,None,97.1280017699959,None,97.1280017699959,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
positive,neutral,1,l,j,,,,,0,4,4,8,,,,,,,,,,,,,prac,2,2,1,neutral,positive,l,l,1,1.7358878999948502,97.1282082000107,98.12813290001941,98.12813290001941,None,97.1282082000107,None,97.1282082000107,None,97.1282082000107,None,99.86134900001343,None,99.86134900001343,None,99.86134900001343,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
positive,negative,2,l,j,,,,,0,5,5,14,,,,,,,,,,,,,prac,2,2,2,negative,positive,l,l,1,0.9182208999991417,100.8632571999915,101.86376900001778,101.84713290000218,None,100.8632571999915,None,100.8632571999915,None,100.8632571999915,None,102.77827657001617,None,102.77827657001617,None,102.77827657001617,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
negative,positive,1,j,l,,,,,0,6,6,6,,,,,,,,,,,,,prac,1,1,1,positive,negative,j,j,1,1.0148241999850143,102.7842062000127,103.79702980001457,103.78042490000371,None,102.7842062000127,None,102.7842062000127,None,102.7842062000127,None,104.79489487001266,None,104.79489487001266,None,104.79489487001266,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
neutral,negative,2,k,k,,,,,0,7,7,16,,,,,,,,,,,,,prac,1,1,2,negative,neutral,k,k,1,0.7984370999911334,104.80064070000662,105.81367120001232,105.79706280000391,None,104.80064070000662,None,104.80064070000662,None,104.80064070000662,None,106.59453007001721,None,106.59453007001721,None,106.59453007001721,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
negative,negative,2,j,l,,,,,0,8,8,9,,,,,,,,,,,,,prac,2,2,2,negative,negative,j,j,1,1.0976757000025827,106.60125730000436,107.61355720000574,107.59693850000622,None,106.60125730000436,None,106.60125730000436,None,106.60125730000436,None,108.69443297001126,None,108.69443297001126,None,108.69443297001126,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
negative,positive,2,j,l,,,,,0,9,9,15,,,,,,,,,,,,,prac,2,2,2,positive,negative,j,j,1,0.8319645999872591,108.69438570001512,109.69441820000065,109.69441820000065,None,108.69438570001512,None,108.69438570001512,None,108.69438570001512,None,110.52776247000148,None,110.52776247000148,None,110.52776247000148,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
neutral,neutral,1,k,k,,,,,0,10,10,1,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.7826759000017773,110.52849349999451,111.52777939999942,111.52777939999942,None,110.52849349999451,None,110.52849349999451,None,110.52849349999451,None,112.31107267000189,None,112.31107267000189,None,112.31107267000189,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
negative,negative,1,j,l,,,,,0,11,11,0,,,,,,,,,,,,,prac,1,1,1,negative,negative,j,j,1,0.9147723999922164,112.31495830000495,113.33079599999473,113.31359599999269,None,112.31495830000495,None,112.31495830000495,None,112.31495830000495,None,114.22769617000304,None,114.22769617000304,None,114.22769617000304,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
positive,neutral,2,l,j,,,,,0,12,12,17,,,,,,,,,,,,,prac,1,1,2,neutral,positive,l,l,1,0.815735299984226,114.23422680000658,115.24686780001502,115.23024510001414,None,114.23422680000658,None,114.23422680000658,None,114.23422680000658,None,116.04463586999046,None,116.04463586999046,None,116.04463586999046,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
negative,neutral,1,j,l,,,,,0,13,13,3,,,,,,,,,,,,,prac,2,2,1,neutral,negative,j,j,1,0.8486113000253681,116.05023160000565,117.06346289999783,117.04683400000795,None,116.05023160000565,None,116.05023160000565,None,116.05023160000565,None,117.89465446999239,None,117.89465446999239,None,117.89465446999239,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
neutral,positive,2,k,k,,,,,0,14,14,13,,,,,,,,,,,,,prac,2,2,2,positive,neutral,k,k,1,0.7344368000049144,117.90002850000747,118.91335990000516,118.88009240000974,None,117.90002850000747,None,117.90002850000747,None,117.90002850000747,None,119.62998307000672,None,119.62998307000672,None,119.62998307000672,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
neutral,positive,1,k,k,,,,,0,15,15,4,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,0.6127606999943964,119.63400260001072,120.64419220000855,120.62753110000631,None,119.63400260001072,None,119.63400260001072,None,119.63400260001072,None,121.24415346999595,None,121.24415346999595,None,121.24415346999595,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
positive,positive,1,l,j,,,,,0,16,16,2,,,,,,,,,,,,,prac,2,2,1,positive,positive,l,l,1,0.7988601000106428,121.24419900000794,122.24418989999685,122.24418989999685,None,121.24419900000794,None,121.24419900000794,None,121.24419900000794,None,123.04413677000267,None,123.04413677000267,None,123.04413677000267,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
positive,negative,1,l,j,,,,,0,17,17,5,,,,,,,,,,,,,prac,1,1,1,negative,positive,l,l,1,0.7318759000045247,123.04589100001613,124.0608307000075,124.04415550001431,None,123.04589100001613,None,123.04589100001613,None,123.04589100001613,None,124.77746807000077,None,124.77746807000077,None,124.77746807000077,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
neutral,positive,2,k,k,,,,,1,0,18,13,,,,,,,,,,,,,prac,2,2,2,positive,neutral,k,k,1,0.7155205000017304,124.78284540001187,125.79660729999887,125.76334490001318,None,124.78284540001187,None,124.78284540001187,None,124.78284540001187,None,126.49414487001778,None,126.49414487001778,None,126.49414487001778,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
neutral,neutral,1,k,k,,,,,1,1,19,1,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.6494341999932658,126.50044410000555,127.51325049999286,127.49663929999224,None,126.50044410000555,None,126.50044410000555,None,126.50044410000555,None,128.145133370001,None,128.145133370001,None,128.145133370001,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
negative,positive,2,j,l,,,,,1,2,20,15,,,,,,,,,,,,,prac,2,2,2,positive,negative,j,k,0,0.6985075999982655,128.15104280001833,129.1632012000191,129.1465889000101,None,128.15104280001833,None,128.15104280001833,None,128.15104280001833,None,129.8465274000191,None,129.8465274000191,None,129.8465274000191,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
negative,neutral,2,j,l,,,,,1,3,21,12,,,,,,,,,,,,,prac,1,1,2,neutral,negative,j,j,1,0.9343534000217915,130.84441940000397,131.8464382000093,131.82988030000706,None,130.84441940000397,None,130.84441940000397,None,130.84441940000397,None,132.77725437000336,None,132.77725437000336,None,132.77725437000336,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
positive,positive,1,l,j,,,,,1,4,22,2,,,,,,,,,,,,,prac,2,2,1,positive,positive,l,l,1,0.7321529999899212,132.7939568000147,133.79393879999407,133.7772632999986,None,132.7939568000147,None,132.7939568000147,None,132.7939568000147,None,134.51058757001593,None,134.51058757001593,None,134.51058757001593,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
positive,positive,2,l,j,,,,,1,5,23,11,,,,,,,,,,,,,prac,1,1,2,positive,positive,l,l,1,0.6486408999771811,134.51355790000525,135.5272862999991,135.51062859999365,None,134.51355790000525,None,134.51355790000525,None,134.51355790000525,None,136.16057086999936,None,136.16057086999936,None,136.16057086999936,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
positive,neutral,2,l,j,,,,,1,6,24,17,,,,,,,,,,,,,prac,1,1,2,neutral,positive,l,l,1,1.2510172000038438,136.1657785999996,137.17974849999882,137.1464709000138,None,136.1657785999996,None,136.1657785999996,None,136.1657785999996,None,138.4129577700136,None,138.4129577700136,None,138.4129577700136,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
neutral,positive,1,k,k,,,,,1,7,25,4,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,0.7643364999967162,138.41680380000616,139.4296554000175,139.41307060001418,None,138.41680380000616,None,138.41680380000616,None,138.41680380000616,None,140.17747966999596,None,140.17747966999596,None,140.17747966999596,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
neutral,negative,1,k,k,,,,,1,8,26,7,,,,,,,,,,,,,prac,1,1,1,negative,neutral,k,k,1,0.6493423999927472,140.19003339999472,141.19629069999792,141.17969350001658,None,140.19003339999472,None,140.19003339999472,None,140.19003339999472,None,141.82952106999292,None,141.82952106999292,None,141.82952106999292,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
neutral,negative,2,k,k,,,,,1,9,27,16,,,,,,,,,,,,,prac,1,1,2,negative,neutral,k,k,1,0.6820024999906309,141.83354049999616,142.84621059999336,142.829645299993,None,141.83354049999616,None,141.83354049999616,None,141.83354049999616,None,143.5128659700189,None,143.5128659700189,None,143.5128659700189,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
negative,negative,1,j,l,,,,,1,10,28,0,,,,,,,,,,,,,prac,1,1,1,negative,negative,j,k,0,0.5292816000001039,143.5168995000131,144.5260319999943,144.50986250001006,None,143.5168995000131,None,143.5168995000131,None,143.5168995000131,None,145.043662400014,None,145.043662400014,None,145.043662400014,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
negative,positive,1,j,l,,,,,1,11,29,6,,,,,,,,,,,,,prac,2,2,1,positive,negative,j,j,1,0.7199401000107173,146.0437012000184,147.04371910000918,147.02705070000957,None,146.0437012000184,None,146.0437012000184,None,146.0437012000184,None,147.76031736999576,None,147.76031736999576,None,147.76031736999576,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
positive,neutral,1,l,j,,,,,1,12,30,8,,,,,,,,,,,,,prac,2,2,1,neutral,positive,l,l,1,0.8144115000031888,147.76282460000948,148.77703190001193,148.76038150000386,None,147.76282460000948,None,147.76282460000948,None,147.76282460000948,None,149.576968269996,None,149.576968269996,None,149.576968269996,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
negative,negative,2,j,l,,,,,1,13,31,9,,,,,,,,,,,,,prac,1,1,2,negative,negative,j,j,1,0.884435999993002,149.58245570000145,150.59615339999436,150.56281830000808,None,149.58245570000145,None,149.58245570000145,None,149.58245570000145,None,151.46275466999796,None,151.46275466999796,None,151.46275466999796,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
positive,negative,2,l,j,,,,,1,14,32,14,,,,,,,,,,,,,prac,1,1,2,negative,positive,l,l,1,0.7358731999993324,151.4666908000072,152.47937499999534,152.46277720000944,None,151.4666908000072,None,151.4666908000072,None,151.4666908000072,None,153.19608566999378,None,153.19608566999378,None,153.19608566999378,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
positive,negative,1,l,j,,,,,1,15,33,5,,,,,,,,,,,,,prac,2,2,1,negative,positive,l,l,1,0.777113600022858,153.2039112999919,154.21267830001307,154.1960367000138,None,153.2039112999919,None,153.2039112999919,None,153.2039112999919,None,154.9772018699936,None,154.9772018699936,None,154.9772018699936,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
neutral,neutral,2,k,k,,,,,1,16,34,10,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.7971514000091702,154.98358010000084,155.99594049999723,155.9793084000121,None,154.98358010000084,None,154.98358010000084,None,154.98358010000084,None,156.77669327000913,None,156.77669327000913,None,156.77669327000913,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
negative,neutral,1,j,l,,,,,1,17,35,3,,,,,,,,,,,,,prac,1,1,1,neutral,negative,j,j,1,0.780971900006989,156.77674010000192,157.77676850001444,157.77676850001444,None,156.77674010000192,None,156.77674010000192,None,156.77674010000192,None,158.55892097000324,None,158.55892097000324,None,158.55892097000324,None,,,,,,,,,,,,,,208,2023-03-31_13h26.32.898,Main,2022.1.1,60.02970269943861,
