target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,key_resp.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,52.78830900002504,29.918406239984325,None,82.73151289997622,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,2023-04-04_14h44.18.180,Main,2022.1.1,60.02523459812596,
positive,neutral,1,l,j,,,,,0,0,0,8,,,,,,,,,,,86.76728690002346,None,prac,2,2,1,neutral,positive,l,l,1,2.023104500025511,88.7795613000053,89.783974400023,89.76725849998184,None,88.7795613000053,None,88.7795613000053,None,88.7795613000053,None,91.80378880002536,None,91.80378880002536,None,91.80378880002536,None,,,,,,,,,,,,,,110,2023-04-04_14h44.18.180,Main,2022.1.1,60.02523459812596,
neutral,negative,2,k,k,,,,,0,1,1,16,,,,,,,,,,,,,prac,2,2,2,negative,neutral,k,k,1,1.2856094999588095,92.81617589999223,93.83041140000569,93.81414879998192,None,92.81617589999223,None,92.81617589999223,None,92.81617589999223,None,95.09809513999498,None,95.09809513999498,None,95.09809513999498,None,,,,,,,,,,,,,,110,2023-04-04_14h44.18.180,Main,2022.1.1,60.02523459812596,
neutral,positive,1,k,k,,,,,0,2,2,4,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,1.2140159999835305,95.10008020000532,96.11460600001737,96.09800930001074,None,95.10008020000532,None,95.10008020000532,None,95.10008020000532,None,97.31456064000376,None,97.31456064000376,None,97.31456064000376,None,,,,,,,,,,,,,,110,2023-04-04_14h44.18.180,Main,2022.1.1,60.02523459812596,
positive,neutral,2,l,j,,,,,0,3,3,17,,,,,,,,,,,,,prac,1,1,2,neutral,positive,l,l,1,1.0995836000074632,97.31743270001607,98.33126519998768,98.31457699998282,None,97.31743270001607,None,97.31743270001607,None,97.31743270001607,None,99.41491853996995,None,99.41491853996995,None,99.41491853996995,None,,,,,,,,,,,,,,110,2023-04-04_14h44.18.180,Main,2022.1.1,60.02523459812596,
negative,positive,1,j,l,,,,,0,4,4,6,,,,,,,,,,,,,prac,1,1,1,positive,negative,j,j,1,1.1666455999948084,99.42182539997157,100.43155909999041,100.41712370002642,None,99.42182539997157,None,99.42182539997157,None,99.42182539997157,None,101.58370314001222,None,101.58370314001222,None,101.58370314001222,None,,,,,,,,,,,,,,110,2023-04-04_14h44.18.180,Main,2022.1.1,60.02523459812596,
positive,negative,2,l,j,,,,,0,5,5,14,,,,,,,,,,,,,prac,1,1,2,negative,positive,l,l,1,0.9316469000186771,101.58698780002305,102.60031680000247,102.58371039998019,None,101.58698780002305,None,101.58698780002305,None,101.58698780002305,None,103.51683864001534,None,103.51683864001534,None,103.51683864001534,None,,,,,,,,,,,,,,110,2023-04-04_14h44.18.180,Main,2022.1.1,60.02523459812596,
neutral,neutral,2,k,k,,,,,0,6,6,10,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.9132565000327304,103.5200614000205,104.53355539997574,104.51694699999643,None,103.5200614000205,None,103.5200614000205,None,103.5200614000205,None,105.43144733998342,None,105.43144733998342,None,105.43144733998342,None,,,,,,,,,,,,,,110,2023-04-04_14h44.18.180,Main,2022.1.1,60.02523459812596,
positive,negative,1,l,j,,,,,0,7,7,5,,,,,,,,,,,,,prac,1,1,1,negative,positive,l,l,1,0.9485356999794021,105.4373074999894,106.45010949997231,106.43359540001256,None,105.4373074999894,None,105.4373074999894,None,105.4373074999894,None,107.380961640022,None,107.380961640022,None,107.380961640022,None,,,,,,,,,,,,,,110,2023-04-04_14h44.18.180,Main,2022.1.1,60.02523459812596,
neutral,neutral,1,k,k,,,,,0,8,8,1,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,1.1319251999957487,107.381063000008,108.3810014000046,108.3810014000046,None,107.381063000008,None,107.381063000008,None,107.381063000008,None,109.51434093997231,None,109.51434093997231,None,109.51434093997231,None,,,,,,,,,,,,,,110,2023-04-04_14h44.18.180,Main,2022.1.1,60.02523459812596,
