target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,key_resp.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,50.92134490003809,23.82783228990156,None,74.77423999994062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,2023-03-27_12h58.36.203,Main,2022.1.1,59.87245962146879,
negative,negative,1,j,l,,,,,0,0,0,0,,,,,,,,,,,78.79345779982395,None,prac,2,2,1,negative,negative,l,k,0,3.5603132999967784,80.79940899997018,81.80732689984143,81.7906729998067,None,80.79940899997018,None,80.79940899997018,None,80.79940899997018,None,85.3626061999239,None,85.3626061999239,None,85.3626061999239,None,,,,,,,,,,,,,,201,2023-03-27_12h58.36.203,Main,2022.1.1,59.87245962146879,
positive,positive,2,l,j,,,,,0,1,1,11,,,,,,,,,,,,,prac,2,2,2,positive,positive,j,j,1,1.2507962000090629,86.37527449987829,87.39054829999804,87.35728709981777,None,86.37527449987829,None,86.37527449987829,None,86.37527449987829,None,88.6238101899391,None,88.6238101899391,None,88.6238101899391,None,,,,,,,,,,,,,,201,2023-03-27_12h58.36.203,Main,2022.1.1,59.87245962146879,
negative,neutral,2,j,l,,,,,0,2,2,12,,,,,,,,,,,,,prac,2,2,2,neutral,negative,l,l,1,1.0984055998269469,88.62765569984913,89.64051109994762,89.6238496999722,None,88.62765569984913,None,88.62765569984913,None,88.62765569984913,None,90.7238042898709,None,90.7238042898709,None,90.7238042898709,None,,,,,,,,,,,,,,201,2023-03-27_12h58.36.203,Main,2022.1.1,59.87245962146879,
negative,positive,2,j,l,,,,,0,3,3,15,,,,,,,,,,,,,prac,2,2,2,positive,negative,l,l,1,0.9026711999904364,90.7271044999361,91.72674389998429,91.72674389998429,None,90.7271044999361,None,90.7271044999361,None,90.7271044999361,None,92.62380258988124,None,92.62380258988124,None,92.62380258988124,None,,,,,,,,,,,,,,201,2023-03-27_12h58.36.203,Main,2022.1.1,59.87245962146879,
negative,negative,2,j,l,,,,,0,4,4,9,,,,,,,,,,,,,prac,1,1,2,negative,negative,l,l,1,0.9611492999829352,92.63171729980968,93.64313609991223,93.62377659999765,None,92.63171729980968,None,92.63171729980968,None,92.63171729980968,None,94.59040308992844,None,94.59040308992844,None,94.59040308992844,None,,,,,,,,,,,,,,201,2023-03-27_12h58.36.203,Main,2022.1.1,59.87245962146879,
neutral,negative,1,k,k,,,,,0,5,5,7,,,,,,,,,,,,,prac,1,1,1,negative,neutral,k,k,1,0.8820198997855186,94.59673379990272,95.60705629992299,95.59319859999232,None,94.59673379990272,None,94.59673379990272,None,94.59673379990272,None,96.47374798979145,None,96.47374798979145,None,96.47374798979145,None,,,,,,,,,,,,,,201,2023-03-27_12h58.36.203,Main,2022.1.1,59.87245962146879,
neutral,positive,2,k,k,,,,,0,6,6,13,,,,,,,,,,,,,prac,1,1,2,positive,neutral,k,k,1,0.8150623999536037,96.476994499797,97.49032899993472,97.47366259992123,None,96.476994499797,None,96.476994499797,None,96.476994499797,None,98.2902938899817,None,98.2902938899817,None,98.2902938899817,None,,,,,,,,,,,,,,201,2023-03-27_12h58.36.203,Main,2022.1.1,59.87245962146879,
positive,positive,1,l,j,,,,,0,7,7,2,,,,,,,,,,,,,prac,2,2,1,positive,positive,j,j,1,1.2824320001527667,98.29312019981444,99.30697989999317,99.29028919991106,None,98.29312019981444,None,98.29312019981444,None,98.29312019981444,None,100.57369828985539,None,100.57369828985539,None,100.57369828985539,None,,,,,,,,,,,,,,201,2023-03-27_12h58.36.203,Main,2022.1.1,59.87245962146879,
negative,positive,1,j,l,,,,,0,8,8,6,,,,,,,,,,,,,prac,2,2,1,positive,negative,l,l,1,1.331017900025472,100.57784699997865,101.59029249986634,101.57646349980496,None,100.57784699997865,None,100.57784699997865,None,100.57784699997865,None,102.90695998996962,None,102.90695998996962,None,102.90695998996962,None,,,,,,,,,,,,,,201,2023-03-27_12h58.36.203,Main,2022.1.1,59.87245962146879,
