target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
positive,positive,1,l,j,,,,,0,9,9,2,,,,,,,,,,,,,prac,1,1,1,positive,positive,j,j,1,1.0701823998242617,117.19043399998918,118.1904275000561,118.17642999999225,None,117.19043399998918,None,117.19043399998918,None,117.19043399998918,None,119.25701746016276,None,119.25701746016276,None,119.25701746016276,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
negative,neutral,1,j,l,,,,,0,10,10,3,,,,,,,,,,,,,prac,2,2,1,neutral,negative,l,l,1,0.7817353999707848,119.26009880006313,120.27638790011406,120.25976929999888,None,119.26009880006313,None,119.26009880006313,None,119.26009880006313,None,121.04028916007374,None,121.04028916007374,None,121.04028916007374,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
neutral,positive,2,k,k,,,,,0,11,11,13,,,,,,,,,,,,,prac,1,1,2,positive,neutral,k,k,1,0.7693349001929164,121.04440230014734,122.0596124001313,122.02363330009393,None,121.04440230014734,None,121.04440230014734,None,121.04440230014734,None,122.80964016004,None,122.80964016004,None,122.80964016004,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
neutral,neutral,2,k,k,,,,,0,12,12,10,,,,,,,,,,,,,prac,1,1,2,neutral,neutral,k,k,1,0.7112714000977576,122.81348440004513,123.82627610000782,123.806943600066,None,122.81348440004513,None,122.81348440004513,None,122.81348440004513,None,124.5235641600797,None,124.5235641600797,None,124.5235641600797,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
positive,neutral,2,l,j,,,,,0,13,13,17,,,,,,,,,,,,,prac,2,2,2,neutral,positive,j,j,1,0.8316212999634445,124.52737570018508,125.54022770002484,125.5263839000836,None,124.52737570018508,None,124.52737570018508,None,124.52737570018508,None,126.35689256011975,None,126.35689256011975,None,126.35689256011975,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
negative,negative,2,j,l,,,,,0,14,14,9,,,,,,,,,,,,,prac,2,2,2,negative,negative,l,l,1,0.7984695001505315,126.36199690005742,127.37355800019577,127.34293909999542,None,126.36199690005742,None,126.36199690005742,None,126.36199690005742,None,128.15691516010557,None,128.15691516010557,None,128.15691516010557,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
neutral,negative,2,k,k,,,,,0,15,15,16,,,,,,,,,,,,,prac,2,2,2,negative,neutral,k,k,1,0.718028899980709,128.159720600117,129.15687520010397,129.15687520010397,None,128.159720600117,None,128.159720600117,None,128.159720600117,None,129.87611566015985,None,129.87611566015985,None,129.87611566015985,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
negative,positive,1,j,l,,,,,0,16,16,6,,,,,,,,,,,,,prac,2,2,1,positive,negative,l,l,1,1.2960262999404222,129.87923500011675,130.89284350001253,130.87623360008,None,129.87923500011675,None,129.87923500011675,None,129.87923500011675,None,132.17342736010906,None,132.17342736010906,None,132.17342736010906,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
positive,positive,2,l,j,,,,,0,17,17,11,,,,,,,,,,,,,prac,1,1,2,positive,positive,j,j,1,1.4983716998249292,132.17836010013707,133.19276030012406,133.15676210005768,None,132.17836010013707,None,132.17836010013707,None,132.17836010013707,None,134.6733793599764,None,134.6733793599764,None,134.6733793599764,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
neutral,neutral,1,k,k,,,,,1,0,18,1,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.71519839996472,134.67888500005938,135.69282960006967,135.65674350014888,None,134.67888500005938,None,134.67888500005938,None,134.67888500005938,None,136.38999836004805,None,136.38999836004805,None,136.38999836004805,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
neutral,neutral,2,k,k,,,,,1,1,19,10,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.6991141999606043,136.39235810004175,137.3900165001396,137.37607750017196,None,136.39235810004175,None,136.39235810004175,None,136.39235810004175,None,138.08998406000902,None,138.08998406000902,None,138.08998406000902,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
neutral,positive,1,k,k,,,,,1,2,20,4,,,,,,,,,,,,,prac,1,1,1,positive,neutral,k,k,1,0.8485543001443148,138.09482510015368,139.10927560017444,139.0899820001796,None,138.09482510015368,None,138.09482510015368,None,138.09482510015368,None,139.93991206001957,None,139.93991206001957,None,139.93991206001957,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
positive,negative,1,l,j,,,,,1,3,21,5,,,,,,,,,,,,,prac,2,2,1,negative,positive,j,j,1,0.9819452001247555,139.94324000016786,140.95660370006226,140.9399779001251,None,139.94324000016786,None,139.94324000016786,None,139.94324000016786,None,141.9230453599943,None,141.9230453599943,None,141.9230453599943,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
neutral,negative,2,k,k,,,,,1,4,22,16,,,,,,,,,,,,,prac,2,2,2,negative,neutral,k,k,1,0.699837899999693,141.92913110018708,142.94257890013978,142.90937270014547,None,141.92913110018708,None,141.92913110018708,None,141.92913110018708,None,143.6232371600112,None,143.6232371600112,None,143.6232371600112,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
positive,positive,1,l,j,,,,,1,5,23,2,,,,,,,,,,,,,prac,2,2,1,positive,positive,j,j,1,0.9304371001198888,143.62738510011695,144.63964359997772,144.62297260016203,None,143.62738510011695,None,143.62738510011695,None,143.62738510011695,None,145.55627576003317,None,145.55627576003317,None,145.55627576003317,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
positive,positive,2,l,j,,,,,1,6,24,11,,,,,,,,,,,,,prac,1,1,2,positive,positive,j,j,1,0.7528107999823987,145.55627060006373,146.5594155001454,146.5594155001454,None,145.55627060006373,None,145.55627060006373,None,145.55627060006373,None,147.30627616003622,None,147.30627616003622,None,147.30627616003622,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
negative,neutral,1,j,l,,,,,1,7,25,3,,,,,,,,,,,,,prac,2,2,1,neutral,negative,l,l,1,0.8443481998983771,147.31415450014174,148.3232017001137,148.30652410001494,None,147.31415450014174,None,147.31415450014174,None,147.31415450014174,None,149.1565111600561,None,149.1565111600561,None,149.1565111600561,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
positive,negative,2,l,j,,,,,1,8,26,14,,,,,,,,,,,,,prac,2,2,2,negative,positive,j,j,1,0.9822110999375582,149.15944770001806,150.15923630003817,150.14258420001715,None,149.15944770001806,None,149.15944770001806,None,149.15944770001806,None,151.13976165999193,None,151.13976165999193,None,151.13976165999193,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
neutral,negative,1,k,k,,,,,1,9,27,7,,,,,,,,,,,,,prac,1,1,1,negative,neutral,k,k,1,0.7819560999050736,151.1447489000857,152.159180900082,152.13976550009102,None,151.1447489000857,None,151.1447489000857,None,151.1447489000857,None,152.9230655601481,None,152.9230655601481,None,152.9230655601481,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
negative,negative,1,j,l,,,,,1,10,28,0,,,,,,,,,,,,,prac,2,2,1,negative,negative,l,l,1,1.1318801001179963,152.92600110010244,153.94234189996496,153.92307110014372,None,152.92600110010244,None,152.92600110010244,None,152.92600110010244,None,155.05610696014483,None,155.05610696014483,None,155.05610696014483,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
neutral,positive,2,k,k,,,,,1,11,29,13,,,,,,,,,,,,,prac,2,2,2,positive,neutral,k,k,1,0.8514651998411864,155.05923190014437,156.05633629998192,156.05633629998192,None,155.05923190014437,None,155.05923190014437,None,155.05923190014437,None,156.9089657601202,None,156.9089657601202,None,156.9089657601202,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
negative,positive,2,j,l,,,,,1,12,30,15,,,,,,,,,,,,,prac,1,1,2,positive,negative,l,l,1,0.8130104998126626,156.91230359999463,157.92561370017938,157.9063218999654,None,156.91230359999463,None,156.91230359999463,None,156.91230359999463,None,158.72299496012275,None,158.72299496012275,None,158.72299496012275,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
negative,neutral,2,j,l,,,,,1,13,31,12,,,,,,,,,,,,,prac,1,1,2,neutral,negative,l,l,1,0.6806760998442769,158.7271104999818,159.7396309999749,159.72571150003932,None,158.7271104999818,None,158.7271104999818,None,158.7271104999818,None,160.40622635998298,None,160.40622635998298,None,160.40622635998298,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
negative,negative,2,j,l,,,,,1,14,32,9,,,,,,,,,,,,,prac,1,1,2,negative,negative,l,l,1,0.7319936000276357,160.4087712999899,161.40624990011565,161.40624990011565,None,160.4087712999899,None,160.4087712999899,None,160.4087712999899,None,162.13955706006382,None,162.13955706006382,None,162.13955706006382,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
positive,neutral,1,l,j,,,,,1,15,33,8,,,,,,,,,,,,,prac,1,1,1,neutral,positive,j,j,1,0.8656375999562442,162.14456110005267,163.15622480004095,163.14227690012194,None,162.14456110005267,None,162.14456110005267,None,162.14456110005267,None,164.00624626011123,None,164.00624626011123,None,164.00624626011123,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
negative,positive,1,j,l,,,,,1,16,34,6,,,,,,,,,,,,,prac,1,1,1,positive,negative,l,l,1,0.7516554999165237,164.01088270009495,165.02555220015347,165.00619360012934,None,164.01088270009495,None,164.01088270009495,None,164.01088270009495,None,165.75879266017583,None,165.75879266017583,None,165.75879266017583,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
positive,neutral,2,l,j,,,,,1,17,35,17,,,,,,,,,,,,,prac,1,1,2,neutral,positive,j,j,1,0.7791762000415474,165.76218670001253,166.77549100015312,166.75615440006368,None,165.76218670001253,None,165.76218670001253,None,165.76218670001253,None,167.5394923600601,None,167.5394923600601,None,167.5394923600601,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.5422529000789,None,None,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1675926,-0.21851853,1,0,0,0.011201259912922978,None,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
negative,negative,1,j,l,,,,,,,,,0,0,0,0,,,,,,,172.092107700184,None,main,2,2,1,negative,negative,l,l,1,0.9497849999461323,174.0964703001082,175.10600210004486,175.09214129997417,None,174.0964703001082,None,174.0964703001082,None,174.0964703001082,None,176.0419947600225,None,176.0419947600225,None,176.0419947600225,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
neutral,positive,2,k,k,,,,,,,,,0,1,1,13,,,,,,,,,main,2,2,2,positive,neutral,k,k,1,0.7586600000504404,176.04876440018415,177.05595299997367,177.04198170010932,None,176.04876440018415,None,176.04876440018415,None,176.04876440018415,None,177.8060705601005,None,177.8060705601005,None,177.8060705601005,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
negative,neutral,2,j,l,,,,,,,,,0,2,2,12,,,,,,,,,main,2,2,2,neutral,negative,l,l,1,0.7511025001294911,177.81186600006185,178.8225897999946,178.80866380012594,None,177.81186600006185,None,177.81186600006185,None,177.81186600006185,None,179.55856766013895,None,179.55856766013895,None,179.55856766013895,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
neutral,negative,1,k,k,,,,,,,,,0,3,3,7,,,,,,,,,main,1,1,1,negative,neutral,k,k,1,0.7615608000196517,179.5625281999819,180.57520080008544,180.55870980001055,None,179.5625281999819,None,179.5625281999819,None,179.5625281999819,None,181.32251376004425,None,181.32251376004425,None,181.32251376004425,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
negative,positive,2,j,l,,,,,,,,,0,4,4,15,,,,,,,,,main,1,1,2,positive,negative,l,l,1,0.8486124998889863,181.32756860018708,182.34192000003532,182.30587010015734,None,181.32756860018708,None,181.32756860018708,None,181.32756860018708,None,183.1724668601295,None,183.1724668601295,None,183.1724668601295,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
positive,neutral,2,l,j,,,,,,,,,0,5,5,17,,,,,,,,,main,1,1,2,neutral,positive,j,j,1,0.6816158001311123,183.1779789000284,184.19176760013215,184.17525980016217,None,183.1779789000284,None,183.1779789000284,None,183.1779789000284,None,184.8557870599674,None,184.8557870599674,None,184.8557870599674,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
positive,negative,2,l,j,,,,,,,,,0,6,6,14,,,,,,,,,main,2,2,2,negative,positive,j,j,1,0.8994817000348121,184.85891410009935,185.85576639999636,185.84185990015976,None,184.85891410009935,None,184.85891410009935,None,184.85891410009935,None,186.75572846012656,None,186.75572846012656,None,186.75572846012656,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
positive,positive,2,l,j,,,,,,,,,0,7,7,11,,,,,,,,,main,2,2,2,positive,positive,j,j,1,0.6001913000363857,186.76175930001773,187.7753845001571,187.758567500161,None,186.76175930001773,None,186.76175930001773,None,186.76175930001773,None,188.3584134601755,None,188.3584134601755,None,188.3584134601755,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
neutral,neutral,1,k,k,,,,,,,,,0,8,8,1,,,,,,,,,main,1,1,1,neutral,neutral,k,k,1,0.7620639998931438,188.3614446001593,189.37238810001872,189.35571280005388,None,188.3614446001593,None,188.3614446001593,None,188.3614446001593,None,190.12233756014612,None,190.12233756014612,None,190.12233756014612,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
positive,positive,1,l,j,,,,,,,,,0,9,9,2,,,,,,,,,main,2,2,1,positive,positive,j,j,1,0.7650927000213414,190.12749500013888,191.14166660001501,191.12233060016297,None,190.12749500013888,None,190.12749500013888,None,190.12749500013888,None,191.88897056013812,None,191.88897056013812,None,191.88897056013812,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
neutral,negative,2,k,k,,,,,,,,,0,10,10,16,,,,,,,,,main,1,1,2,negative,neutral,k,k,1,0.8316883000079542,191.89208120014518,192.90828860015608,192.87230519996956,None,191.89208120014518,None,191.89208120014518,None,191.89208120014518,None,193.72229016011116,None,193.72229016011116,None,193.72229016011116,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
negative,negative,2,j,l,,,,,,,,,0,11,11,9,,,,,,,,,main,1,1,2,negative,negative,l,l,1,1.2147441999986768,193.72736060013995,194.73893720004708,194.7250676001422,None,193.72736060013995,None,193.72736060013995,None,193.72736060013995,None,195.93889765997884,None,195.93889765997884,None,195.93889765997884,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
neutral,positive,1,k,k,,,,,,,,,0,12,12,4,,,,,,,,,main,1,1,1,positive,neutral,k,k,1,0.7822110999841243,195.94410079997033,196.95829219999723,196.9416464001406,None,195.94410079997033,None,195.94410079997033,None,195.94410079997033,None,197.7222183600301,None,197.7222183600301,None,197.7222183600301,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
positive,negative,1,l,j,,,,,,,,,0,13,13,5,,,,,,,,,main,2,2,1,negative,positive,j,j,1,0.7146904999390244,197.72783420002088,198.73886100016534,198.72227809997275,None,197.72783420002088,None,197.72783420002088,None,197.72783420002088,None,199.43882366011385,None,199.43882366011385,None,199.43882366011385,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
neutral,neutral,2,k,k,,,,,,,,,0,14,14,10,,,,,,,,,main,2,2,2,neutral,neutral,k,k,1,0.7316745000425726,199.44223070004955,200.4555216000881,200.43886100011878,None,199.44223070004955,None,199.44223070004955,None,199.44223070004955,None,201.172164360038,None,201.172164360038,None,201.172164360038,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
positive,neutral,1,l,j,,,,,,,,,0,15,15,8,,,,,,,,,main,2,2,1,neutral,positive,j,j,1,0.7485221000388265,201.17709080013447,202.18880420015194,202.17213870002888,None,201.17709080013447,None,201.17709080013447,None,201.17709080013447,None,202.92209906012286,None,202.92209906012286,None,202.92209906012286,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
negative,neutral,1,j,l,,,,,,,,,0,16,16,3,,,,,,,,,main,2,2,1,neutral,negative,l,l,1,0.8649980998598039,202.92529530008323,203.92211939999834,203.92211939999834,None,202.92529530008323,None,202.92529530008323,None,202.92529530008323,None,204.78877276016865,None,204.78877276016865,None,204.78877276016865,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
negative,positive,1,j,l,,,,,,,,,0,17,17,6,,,,,,,,,main,1,1,1,positive,negative,l,l,1,0.7819178001955152,204.80545460013673,205.80543239996769,205.788752600085,None,204.80545460013673,None,204.80545460013673,None,204.80545460013673,None,206.5720962600084,None,206.5720962600084,None,206.5720962600084,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
positive,positive,2,l,j,,,,,,,,,1,0,18,11,,,,,,,,,main,2,2,2,positive,positive,j,j,1,0.6814859001897275,206.57745660003275,207.58874620008282,207.57207059999928,None,206.57745660003275,None,206.57745660003275,None,206.57745660003275,None,208.25532715998125,None,208.25532715998125,None,208.25532715998125,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
negative,positive,2,j,l,,,,,,,,,1,1,19,15,,,,,,,,,main,2,2,2,positive,negative,l,l,1,0.7652986999601126,208.25938070006669,209.27209020010196,209.2581176001113,None,208.25938070006669,None,208.25938070006669,None,208.25938070006669,None,210.02197416007985,None,210.02197416007985,None,210.02197416007985,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
positive,positive,1,l,j,,,,,,,,,1,2,20,2,,,,,,,,,main,2,2,1,positive,positive,j,j,1,1.015251699835062,210.04139140015468,211.0553162000142,211.0053409000393,None,210.04139140015468,None,210.04139140015468,None,210.04139140015468,None,212.03861706003082,None,212.03861706003082,None,212.03861706003082,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
positive,negative,2,l,j,,,,,,,,,1,3,21,14,,,,,,,,,main,2,2,2,negative,positive,j,j,1,0.748351400019601,212.04377770004794,213.05533910007216,213.03863389999606,None,212.04377770004794,None,212.04377770004794,None,212.04377770004794,None,213.78858326000628,None,213.78858326000628,None,213.78858326000628,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
neutral,neutral,1,k,k,,,,,,,,,1,4,22,1,,,,,,,,,main,1,1,1,neutral,neutral,k,k,1,0.7483188998885453,213.79178560012951,214.80527650006115,214.7913226999808,None,213.79178560012951,None,213.79178560012951,None,213.79178560012951,None,215.53856106007007,None,215.53856106007007,None,215.53856106007007,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
negative,positive,1,j,l,,,,,,,,,1,5,23,6,,,,,,,,,main,2,2,1,positive,negative,l,l,1,0.7321679999586195,215.5437357001938,216.55789760011248,216.53862570016645,None,215.5437357001938,None,215.5437357001938,None,215.5437357001938,None,217.27199806014542,None,217.27199806014542,None,217.27199806014542,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
positive,neutral,1,l,j,,,,,,,,,1,6,24,8,,,,,,,,,main,1,1,1,neutral,positive,j,j,1,0.7340428999159485,217.2805908001028,218.28853180003352,218.27185400016606,None,217.2805908001028,None,217.2805908001028,None,217.2805908001028,None,219.00778306017165,None,219.00778306017165,None,219.00778306017165,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
negative,neutral,2,j,l,,,,,,,,,1,7,25,12,,,,,,,,,main,2,2,2,neutral,negative,l,l,1,0.7520322999916971,219.0108412001282,220.02454090001993,220.00519270007499,None,219.0108412001282,None,219.0108412001282,None,219.0108412001282,None,220.7601331600221,None,220.7601331600221,None,220.7601331600221,None,,,,,,,,,,,,,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405,
