target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,key_resp.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,10.094648399972357,31.052169930015225,None,41.16632750001736,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,2023-04-25_19h00.23.173,Main,2022.1.1,60.04058743861693,
,,,,,1,0,1,0,,,,,,,,,space,0.29010990005917847,45.505076629982796,None,45.81818059994839,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,2023-04-25_19h00.23.173,Main,2022.1.1,60.04058743861693,
positive,negative,2,l,j,,,,,0,0,0,14,,,,,,,,,,,48.51855069992598,None,prac,1,1,2,negative,positive,l,l,1,1.539019800024107,50.531966599985026,51.5329338000156,51.518513199989684,None,50.531966599985026,None,50.531966599985026,None,50.531966599985026,None,53.08517380000558,None,53.08517380000558,None,53.08517380000558,None,,,,,,,,,,,,,,210,2023-04-25_19h00.23.173,Main,2022.1.1,60.04058743861693,
negative,positive,1,j,l,,,,,0,1,1,6,,,,,,,,,,,,,prac,1,1,1,positive,negative,j,j,1,0.7677782999817282,54.0840765000321,55.1045680999523,55.06603520002682,None,54.0840765000321,None,54.0840765000321,None,54.0840765000321,None,55.849199730029795,None,55.849199730029795,None,55.849199730029795,None,,,,,,,,,,,,,,210,2023-04-25_19h00.23.173,Main,2022.1.1,60.04058743861693,
negative,neutral,1,j,l,,,,,0,2,2,3,,,,,,,,,,,,,prac,2,2,1,neutral,negative,j,j,1,0.7472268000710756,55.85086629993748,56.86586899997201,56.849457899923436,None,55.85086629993748,None,55.85086629993748,None,55.85086629993748,None,57.5992121300078,None,57.5992121300078,None,57.5992121300078,None,,,,,,,,,,,,,,210,2023-04-25_19h00.23.173,Main,2022.1.1,60.04058743861693,
positive,neutral,1,l,j,,,,,0,3,3,8,,,,,,,,,,,,,prac,1,1,1,neutral,positive,l,l,1,0.6826565000228584,57.60521529999096,58.61832719994709,58.58506810001563,None,57.60521529999096,None,57.60521529999096,None,57.60521529999096,None,59.283000830037054,None,59.283000830037054,None,59.283000830037054,None,,,,,,,,,,,,,,210,2023-04-25_19h00.23.173,Main,2022.1.1,60.04058743861693,
neutral,negative,2,k,k,,,,,0,4,4,16,,,,,,,,,,,,,prac,2,2,2,negative,neutral,k,k,1,0.6817280000541359,59.28873879997991,60.301617500022985,60.28503319993615,None,59.28873879997991,None,59.28873879997991,None,59.28873879997991,None,60.96581512998091,None,60.96581512998091,None,60.96581512998091,None,,,,,,,,,,,,,,210,2023-04-25_19h00.23.173,Main,2022.1.1,60.04058743861693,
negative,negative,2,j,l,,,,,0,5,5,9,,,,,,,,,,,,,prac,1,1,2,negative,negative,j,j,1,0.6323708000127226,60.97448079998139,61.98492239997722,61.96832210000139,None,60.97448079998139,None,60.97448079998139,None,60.97448079998139,None,62.60043583001243,None,62.60043583001243,None,62.60043583001243,None,,,,,,,,,,,,,,210,2023-04-25_19h00.23.173,Main,2022.1.1,60.04058743861693,
positive,positive,1,l,j,,,,,0,6,6,2,,,,,,,,,,,,,prac,1,1,1,positive,positive,l,l,1,0.6644114999799058,62.60620009992272,63.618195499992,63.60164419992361,None,62.60620009992272,None,62.60620009992272,None,62.60620009992272,None,64.26608532998944,None,64.26608532998944,None,64.26608532998944,None,,,,,,,,,,,,,,210,2023-04-25_19h00.23.173,Main,2022.1.1,60.04058743861693,
neutral,negative,1,k,k,,,,,0,7,7,7,,,,,,,,,,,,,prac,1,1,1,negative,neutral,k,k,1,0.680628800066188,64.27084350003861,65.28231429995503,65.2656576000154,None,64.27084350003861,None,64.27084350003861,None,64.27084350003861,None,65.94899732997874,None,65.94899732997874,None,65.94899732997874,None,,,,,,,,,,,,,,210,2023-04-25_19h00.23.173,Main,2022.1.1,60.04058743861693,
