target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,key_resp.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,54.23742140000104,29.50785246000014,None,83.77360860000044,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,2023-04-17_10h20.15.597,Main,2022.1.1,59.15535616310078,
neutral,negative,2,k,k,,,,,0,0,0,16,,,,,,,,,,,87.2401677999951,None,prac,2,2,2,negative,neutral,k,k,1,1.1534824000045774,89.26830129999871,90.27090209999733,90.25423320000118,None,89.26830129999871,None,89.26830129999871,None,89.26830129999871,None,91.42085325999942,None,91.42085325999942,None,91.42085325999942,None,,,,,,,,,,,,,,110,2023-04-17_10h20.15.597,Main,2022.1.1,59.15535616310078,
negative,negative,2,j,l,,,,,0,1,1,9,,,,,,,,,,,,,prac,1,1,2,negative,negative,j,j,1,1.2838249000051292,91.43457150000177,92.44002769999497,92.4234346000012,None,91.43457150000177,None,91.43457150000177,None,91.43457150000177,None,93.70656725999724,None,93.70656725999724,None,93.70656725999724,None,,,,,,,,,,,,,,110,2023-04-17_10h20.15.597,Main,2022.1.1,59.15535616310078,
neutral,negative,1,k,k,,,,,0,2,2,7,,,,,,,,,,,,,prac,2,2,1,negative,neutral,k,k,1,0.7803531000026851,93.71055250000063,94.72332279999682,94.70674779999536,None,93.71055250000063,None,93.71055250000063,None,93.71055250000063,None,95.48775505999656,None,95.48775505999656,None,95.48775505999656,None,,,,,,,,,,,,,,110,2023-04-17_10h20.15.597,Main,2022.1.1,59.15535616310078,
neutral,neutral,2,k,k,,,,,0,3,3,10,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,1.048392500000773,95.49398369999835,96.50663730000088,96.49003490000177,None,95.49398369999835,None,95.49398369999835,None,95.49398369999835,None,97.53751295999682,None,97.53751295999682,None,97.53751295999682,None,,,,,,,,,,,,,,110,2023-04-17_10h20.15.597,Main,2022.1.1,59.15535616310078,
positive,neutral,2,l,j,,,,,0,4,4,17,,,,,,,,,,,,,prac,2,2,2,neutral,positive,l,l,1,0.9485158000024967,97.5511176,98.55664379999507,98.53994529999909,None,97.5511176,None,97.5511176,None,97.5511176,None,99.48721225999616,None,99.48721225999616,None,99.48721225999616,None,,,,,,,,,,,,,,110,2023-04-17_10h20.15.597,Main,2022.1.1,59.15535616310078,
positive,negative,2,l,j,,,,,0,5,5,14,,,,,,,,,,,,,prac,1,1,2,negative,positive,l,l,1,0.8318268000002718,99.4947198000009,100.50399559999641,100.48734680000052,None,99.4947198000009,None,99.4947198000009,None,99.4947198000009,None,101.32063185999577,None,101.32063185999577,None,101.32063185999577,None,,,,,,,,,,,,,,110,2023-04-17_10h20.15.597,Main,2022.1.1,59.15535616310078,
positive,neutral,1,l,j,,,,,0,6,6,8,,,,,,,,,,,,,prac,2,2,1,neutral,positive,l,l,1,0.88250970000081,101.33398769999621,102.33987949999573,102.32321660000162,None,101.33398769999621,None,101.33398769999621,None,101.33398769999621,None,103.20423155999451,None,103.20423155999451,None,103.20423155999451,None,,,,,,,,,,,,,,110,2023-04-17_10h20.15.597,Main,2022.1.1,59.15535616310078,
neutral,positive,2,k,k,,,,,0,7,7,13,,,,,,,,,,,,,prac,1,1,2,positive,neutral,k,k,1,0.8988296999959857,103.21625759999733,104.22314750000078,104.20656079999753,None,103.21625759999733,None,103.21625759999733,None,103.21625759999733,None,105.10423245999554,None,105.10423245999554,None,105.10423245999554,None,,,,,,,,,,,,,,110,2023-04-17_10h20.15.597,Main,2022.1.1,59.15535616310078,
negative,negative,1,j,l,,,,,0,8,8,0,,,,,,,,,,,,,prac,2,2,1,negative,negative,j,j,1,0.9508922000022721,105.11049929999717,106.12308330000087,106.10650809999788,None,105.11049929999717,None,105.11049929999717,None,105.11049929999717,None,107.05630755999736,None,107.05630755999736,None,107.05630755999736,None,,,,,,,,,,,,,,110,2023-04-17_10h20.15.597,Main,2022.1.1,59.15535616310078,
positive,negative,1,l,j,,,,,0,9,9,5,,,,,,,,,,,,,prac,1,1,1,negative,positive,l,l,1,0.8988752000004752,107.07036859999789,108.07306450000033,108.05645640000148,None,107.07036859999789,None,107.07036859999789,None,107.07036859999789,None,108.95633936000085,None,108.95633936000085,None,108.95633936000085,None,,,,,,,,,,,,,,110,2023-04-17_10h20.15.597,Main,2022.1.1,59.15535616310078,
