target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,key_resp.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,18.71298690000549,29.236927630053835,None,47.96985740005039,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
positive,neutral,2,l,j,,,,,0,0,0,17,,,,,,,,,,,53.23451930005103,None,prac,1,1,2,neutral,positive,l,l,1,1.0688961000414565,55.25509540003259,56.269775000051595,56.23649529996328,None,55.25509540003259,None,55.25509540003259,None,55.25509540003259,None,57.319738429994324,None,57.319738429994324,None,57.319738429994324,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
neutral,negative,2,k,k,,,,,0,1,1,16,,,,,,,,,,,,,prac,2,2,2,negative,neutral,k,k,1,0.628205900080502,57.325145500013605,58.33638580003753,58.31978070002515,None,57.325145500013605,None,57.325145500013605,None,57.325145500013605,None,58.9508493299596,None,58.9508493299596,None,58.9508493299596,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
neutral,neutral,2,k,k,,,,,0,2,2,10,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.6677000999916345,58.956761999987066,59.96971420000773,59.953084900043905,None,58.956761999987066,None,58.956761999987066,None,58.956761999987066,None,60.61965803001076,None,60.61965803001076,None,60.61965803001076,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
neutral,positive,2,k,k,,,,,0,3,3,13,,,,,,,,,,,,,prac,1,1,2,positive,neutral,k,k,1,0.5966237999964505,60.62253849999979,61.63633420004044,61.619732000050135,None,60.62253849999979,None,60.62253849999979,None,60.62253849999979,None,62.21747733002994,None,62.21747733002994,None,62.21747733002994,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
negative,negative,1,j,l,,,,,0,4,4,0,,,,,,,,,,,,,prac,2,2,1,negative,negative,j,j,1,0.5813678000122309,62.22117299993988,63.233813200029545,63.2171282999916,None,62.22117299993988,None,62.22117299993988,None,62.22117299993988,None,63.800422629946844,None,63.800422629946844,None,63.800422629946844,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
negative,neutral,2,j,l,,,,,0,5,5,12,,,,,,,,,,,,,prac,1,1,2,neutral,negative,j,j,1,0.9820649999892339,63.80106660001911,64.80045660003088,64.80045660003088,None,63.80106660001911,None,63.80106660001911,None,63.80106660001911,None,65.7837411300512,None,65.7837411300512,None,65.7837411300512,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
positive,positive,1,l,j,,,,,0,6,6,2,,,,,,,,,,,,,prac,1,1,1,positive,positive,l,l,1,0.6489618000341579,65.78521670005284,66.80044320004527,66.78375639999285,None,65.78521670005284,None,65.78521670005284,None,65.78521670005284,None,67.43374172996263,None,67.43374172996263,None,67.43374172996263,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
positive,negative,1,l,j,,,,,0,7,7,5,,,,,,,,,,,,,prac,2,2,1,negative,positive,l,l,1,0.5845486000180244,67.43749189993832,68.45288410002831,68.43625699996483,None,67.43749189993832,None,67.43749189993832,None,67.43749189993832,None,69.0195846299408,None,69.0195846299408,None,69.0195846299408,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
negative,neutral,1,j,l,,,,,0,8,8,3,,,,,,,,,,,,,prac,2,2,1,neutral,negative,j,j,1,0.7143776000011712,69.02372119994834,70.03620610001963,70.019592299941,None,69.02372119994834,None,69.02372119994834,None,69.02372119994834,None,70.73626423000823,None,70.73626423000823,None,70.73626423000823,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
neutral,neutral,1,k,k,,,,,0,9,9,1,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.5823177000274882,70.73979809996672,71.752763699973,71.73403539997526,None,70.73979809996672,None,70.73979809996672,None,70.73979809996672,None,72.31952212997712,None,72.31952212997712,None,72.31952212997712,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
negative,negative,2,j,l,,,,,0,10,10,9,,,,,,,,,,,,,prac,2,2,2,negative,negative,j,j,1,0.6494915999937803,72.32262019999325,73.33606180001516,73.31950820004568,None,72.32262019999325,None,72.32262019999325,None,72.32262019999325,None,73.96939762998372,None,73.96939762998372,None,73.96939762998372,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
positive,neutral,1,l,j,,,,,0,11,11,8,,,,,,,,,,,,,prac,1,1,1,neutral,positive,l,l,1,0.6287310000043362,73.97324359999038,74.98352080001496,74.96685169998091,None,73.97324359999038,None,73.97324359999038,None,73.97324359999038,None,75.60014512997586,None,75.60014512997586,None,75.60014512997586,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
neutral,positive,1,k,k,,,,,0,12,12,4,,,,,,,,,,,,,prac,1,1,1,positive,neutral,k,k,1,0.5824639999773353,75.60017560003325,76.60024599998724,76.60024599998724,None,75.60017560003325,None,75.60017560003325,None,75.60017560003325,None,77.18370723004918,None,77.18370723004918,None,77.18370723004918,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
positive,negative,2,l,j,,,,,0,13,13,14,,,,,,,,,,,,,prac,2,2,2,negative,positive,l,l,1,0.5676762000657618,77.18766229995526,78.20266209996771,78.1860514000291,None,77.18766229995526,None,77.18766229995526,None,77.18766229995526,None,78.75267842996399,None,78.75267842996399,None,78.75267842996399,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
positive,positive,2,l,j,,,,,0,14,14,11,,,,,,,,,,,,,prac,1,1,2,positive,positive,l,l,1,0.6487681999569759,78.75614549999591,79.76931050000712,79.75271280005109,None,78.75614549999591,None,78.75614549999591,None,78.75614549999591,None,80.40296462995465,None,80.40296462995465,None,80.40296462995465,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
negative,positive,2,j,l,,,,,0,15,15,15,,,,,,,,,,,,,prac,1,1,2,positive,negative,j,j,1,0.6482169999508187,80.40740360005293,81.41926939995028,81.40268960001413,None,80.40740360005293,None,80.40740360005293,None,80.40740360005293,None,82.05254742994438,None,82.05254742994438,None,82.05254742994438,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
negative,positive,1,j,l,,,,,0,16,16,6,,,,,,,,,,,,,prac,2,2,1,positive,negative,j,k,0,0.4990100000286475,82.05626370001119,83.06924790004268,83.05265440000221,None,82.05626370001119,None,82.05626370001119,None,82.05626370001119,None,83.55141349998303,None,83.55141349998303,None,83.55141349998303,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
neutral,negative,1,k,k,,,,,0,17,17,7,,,,,,,,,,,,,prac,1,1,1,negative,neutral,k,k,1,0.536998700001277,84.56671809998807,85.56667840003502,85.55001560004894,None,84.56671809998807,None,84.56671809998807,None,84.56671809998807,None,86.09997952999547,None,86.09997952999547,None,86.09997952999547,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
positive,neutral,2,l,j,,,,,1,0,18,17,,,,,,,,,,,,,prac,2,2,2,neutral,positive,l,l,1,0.6355048000114039,86.09997820004355,87.10005200002342,87.10005200002342,None,86.09997820004355,None,86.09997820004355,None,86.09997820004355,None,87.73581952999811,None,87.73581952999811,None,87.73581952999811,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
negative,negative,2,j,l,,,,,1,1,19,9,,,,,,,,,,,,,prac,2,2,2,negative,negative,j,j,1,0.7141464999876916,87.73982060002163,88.75251949997619,88.73585729999468,None,87.73982060002163,None,87.73982060002163,None,87.73982060002163,None,89.45247222997713,None,89.45247222997713,None,89.45247222997713,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
positive,neutral,1,l,j,,,,,1,2,20,8,,,,,,,,,,,,,prac,2,2,1,neutral,positive,l,l,1,0.4990053001092747,89.45620889996644,90.4691205000272,90.45252910000272,None,89.45620889996644,None,89.45620889996644,None,89.45620889996644,None,90.95233342996798,None,90.95233342996798,None,90.95233342996798,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
neutral,negative,1,k,k,,,,,1,3,21,7,,,,,,,,,,,,,prac,1,1,1,negative,neutral,k,k,1,0.5289264000020921,90.95607880002353,91.96905860002153,91.9524941999698,None,90.95607880002353,None,90.95607880002353,None,90.95607880002353,None,92.48359113002661,None,92.48359113002661,None,92.48359113002661,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
positive,negative,2,l,j,,,,,1,4,22,14,,,,,,,,,,,,,prac,1,1,2,negative,positive,l,l,1,0.7817623000591993,92.4869694999652,93.50245429994538,93.46911439998075,None,92.4869694999652,None,92.4869694999652,None,92.4869694999652,None,94.26644222999457,None,94.26644222999457,None,94.26644222999457,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
neutral,positive,1,k,k,,,,,1,5,23,4,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,0.5997042999370024,94.26648099999875,95.2664735999424,95.2664735999424,None,94.26648099999875,None,94.26648099999875,None,94.26648099999875,None,95.86642842998262,None,95.86642842998262,None,95.86642842998262,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
positive,negative,1,l,j,,,,,1,6,24,5,,,,,,,,,,,,,prac,2,2,1,negative,positive,l,l,1,0.5649468000046909,95.86727309995331,96.8690484999679,96.8690484999679,None,95.86727309995331,None,95.86727309995331,None,95.86727309995331,None,97.43349363005254,None,97.43349363005254,None,97.43349363005254,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
neutral,neutral,1,k,k,,,,,1,7,25,1,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.6347026000730693,97.4367651999928,98.45228139997926,98.43569690000731,None,97.4367651999928,None,97.4367651999928,None,97.4367651999928,None,99.06966633002739,None,99.06966633002739,None,99.06966633002739,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
neutral,neutral,2,k,k,,,,,1,8,26,10,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.5807991999899969,99.07324920000974,100.08557779993862,100.06899449997582,None,99.07324920000974,None,99.07324920000974,None,99.07324920000974,None,100.65220773001201,None,100.65220773001201,None,100.65220773001201,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
negative,neutral,2,j,l,,,,,1,9,27,12,,,,,,,,,,,,,prac,2,2,2,neutral,negative,j,j,1,0.52955400000792,100.65508549998049,101.6689081999939,101.65228479995858,None,100.65508549998049,None,100.65508549998049,None,100.65508549998049,None,102.18307362999766,None,102.18307362999766,None,102.18307362999766,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
negative,positive,1,j,l,,,,,1,10,28,6,,,,,,,,,,,,,prac,1,1,1,positive,negative,j,j,1,0.7180948999011889,102.18623430002481,103.18547639995813,103.16884389996994,None,102.18623430002481,None,102.18623430002481,None,102.18623430002481,None,103.90227083002682,None,103.90227083002682,None,103.90227083002682,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
negative,positive,2,j,l,,,,,1,11,29,15,,,,,,,,,,,,,prac,2,2,2,positive,negative,j,j,1,0.712717300048098,103.90545750001911,104.9162424999522,104.89956719998736,None,103.90545750001911,None,103.90545750001911,None,103.90545750001911,None,105.61622592995408,None,105.61622592995408,None,105.61622592995408,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
neutral,negative,2,k,k,,,,,1,12,30,16,,,,,,,,,,,,,prac,2,2,2,negative,neutral,k,k,1,0.5346592999994755,105.6162482999498,106.61631549999584,106.61631549999584,None,105.6162482999498,None,105.6162482999498,None,105.6162482999498,None,107.15209202994592,None,107.15209202994592,None,107.15209202994592,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
negative,negative,1,j,l,,,,,1,13,31,0,,,,,,,,,,,,,prac,1,1,1,negative,negative,j,j,1,0.6987370999995619,107.15461179998238,108.16873579996172,108.152169900015,None,107.15461179998238,None,107.15461179998238,None,107.15461179998238,None,108.85212982995435,None,108.85212982995435,None,108.85212982995435,None,,,,,,,,,,,,,,106,2023-04-26_09h48.06.726,Main,2022.1.1,60.10699044597639,
