target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,key_resp.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,19.82349089998752,29.57765007991111,None,49.427167799905874,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,2023-04-24_17h16.09.516,Main,2022.1.1,59.824606248906825,
,,,,,1,0,1,0,,,,,,,,,space,0.538891600095667,53.4137570799212,None,53.97470679995604,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,2023-04-24_17h16.09.516,Main,2022.1.1,59.824606248906825,
negative,negative,1,j,l,,,,,0,0,0,0,,,,,,,,,,,56.87716119992547,None,prac,1,1,1,negative,negative,l,l,1,1.129491199972108,58.89927919988986,59.910566599923186,59.8939045999432,None,58.89927919988986,None,58.89927919988986,None,58.89927919988986,None,61.02545347990235,None,61.02545347990235,None,61.02545347990235,None,,,,,,,,,,,,,,111,2023-04-24_17h16.09.516,Main,2022.1.1,59.824606248906825,
negative,negative,2,j,l,,,,,0,1,1,9,,,,,,,,,,,,,prac,1,1,2,negative,negative,l,l,1,0.7824126000050455,61.03172819991596,62.04369549988769,62.02491219993681,None,61.03172819991596,None,61.03172819991596,None,61.03172819991596,None,62.81034797994653,None,62.81034797994653,None,62.81034797994653,None,,,,,,,,,,,,,,111,2023-04-24_17h16.09.516,Main,2022.1.1,59.824606248906825,
negative,neutral,2,j,l,,,,,0,2,2,12,,,,,,,,,,,,,prac,1,1,2,neutral,negative,l,l,1,0.6786523000337183,62.81452069990337,63.827007599989884,63.81036389991641,None,62.81452069990337,None,62.81452069990337,None,62.81452069990337,None,64.4911480799201,None,64.4911480799201,None,64.4911480799201,None,,,,,,,,,,,,,,111,2023-04-24_17h16.09.516,Main,2022.1.1,59.824606248906825,
neutral,negative,1,k,k,,,,,0,3,3,7,,,,,,,,,,,,,prac,2,2,1,negative,neutral,k,k,1,0.7990051000379026,64.49139449989889,65.49118419992737,65.49118419992737,None,64.49139449989889,None,64.49139449989889,None,64.49139449989889,None,66.29113277996657,None,66.29113277996657,None,66.29113277996657,None,,,,,,,,,,,,,,111,2023-04-24_17h16.09.516,Main,2022.1.1,59.824606248906825,
positive,negative,2,l,j,,,,,0,4,4,14,,,,,,,,,,,,,prac,1,1,2,negative,positive,j,j,1,0.7146069000009447,66.29760799999349,67.30797159997746,67.29379339993466,None,66.29760799999349,None,66.29760799999349,None,66.29760799999349,None,68.00811917992542,None,68.00811917992542,None,68.00811917992542,None,,,,,,,,,,,,,,111,2023-04-24_17h16.09.516,Main,2022.1.1,59.824606248906825,
positive,neutral,2,l,j,,,,,0,5,5,17,,,,,,,,,,,,,prac,2,2,2,neutral,positive,j,j,1,0.6318032999988645,68.01286069990601,69.02689499990083,69.0081350998953,None,68.01286069990601,None,68.01286069990601,None,68.01286069990601,None,69.64120587991783,None,69.64120587991783,None,69.64120587991783,None,,,,,,,,,,,,,,111,2023-04-24_17h16.09.516,Main,2022.1.1,59.824606248906825,
negative,neutral,1,j,l,,,,,0,6,6,3,,,,,,,,,,,,,prac,1,1,1,neutral,negative,l,l,1,0.831679999944754,69.64804020000156,70.66022909991443,70.64357169996947,None,69.64804020000156,None,69.64804020000156,None,69.64804020000156,None,71.47435727989068,None,71.47435727989068,None,71.47435727989068,None,,,,,,,,,,,,,,111,2023-04-24_17h16.09.516,Main,2022.1.1,59.824606248906825,
neutral,neutral,2,k,k,,,,,0,7,7,10,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.7012294000014663,71.48093839990906,72.49344150000252,72.47471909993328,None,71.48093839990906,None,71.48093839990906,None,71.48093839990906,None,73.17704427993158,None,73.17704427993158,None,73.17704427993158,None,,,,,,,,,,,,,,111,2023-04-24_17h16.09.516,Main,2022.1.1,59.824606248906825,
positive,positive,1,l,j,,,,,0,8,8,2,,,,,,,,,,,,,prac,2,2,1,positive,positive,j,j,1,0.8795581000158563,73.18088809994515,74.19132230000105,74.17689519992564,None,73.18088809994515,None,73.18088809994515,None,73.18088809994515,None,75.05783767992398,None,75.05783767992398,None,75.05783767992398,None,,,,,,,,,,,,,,111,2023-04-24_17h16.09.516,Main,2022.1.1,59.824606248906825,
neutral,negative,2,k,k,,,,,0,9,9,16,,,,,,,,,,,,,prac,1,1,2,negative,neutral,k,k,1,0.7487030000193045,75.06281729997136,76.07452369993553,76.06001029990148,None,75.06281729997136,None,75.06281729997136,None,75.06281729997136,None,76.80779947998235,None,76.80779947998235,None,76.80779947998235,None,,,,,,,,,,,,,,111,2023-04-24_17h16.09.516,Main,2022.1.1,59.824606248906825,
positive,neutral,1,l,j,,,,,0,10,10,8,,,,,,,,,,,,,prac,2,2,1,neutral,positive,j,j,1,0.7321777000324801,76.813095599995,77.82450479990803,77.81003179994877,None,76.813095599995,None,76.813095599995,None,76.813095599995,None,78.54110947990557,None,78.54110947990557,None,78.54110947990557,None,,,,,,,,,,,,,,111,2023-04-24_17h16.09.516,Main,2022.1.1,59.824606248906825,
positive,negative,1,l,j,,,,,0,11,11,5,,,,,,,,,,,,,prac,2,2,1,negative,positive,j,j,1,0.6654614000581205,78.54663519992027,79.5598345999606,79.54324809997343,None,78.54663519992027,None,78.54663519992027,None,78.54663519992027,None,80.20789287990192,None,80.20789287990192,None,80.20789287990192,None,,,,,,,,,,,,,,111,2023-04-24_17h16.09.516,Main,2022.1.1,59.824606248906825,
positive,positive,2,l,j,,,,,0,12,12,11,,,,,,,,,,,,,prac,2,2,2,positive,positive,j,j,1,0.7984625000972301,80.2137112999335,81.2265311999945,81.20992909988854,None,80.2137112999335,None,80.2137112999335,None,80.2137112999335,None,82.00772457994753,None,82.00772457994753,None,82.00772457994753,None,,,,,,,,,,,,,,111,2023-04-24_17h16.09.516,Main,2022.1.1,59.824606248906825,
neutral,neutral,1,k,k,,,,,0,13,13,1,,,,,,,,,,,,,prac,1,1,1,neutral,neutral,k,k,1,0.6984791000140831,82.01355689996853,83.0265646999469,83.00988809997216,None,82.01355689996853,None,82.01355689996853,None,82.01355689996853,None,83.7077128799283,None,83.7077128799283,None,83.7077128799283,None,,,,,,,,,,,,,,111,2023-04-24_17h16.09.516,Main,2022.1.1,59.824606248906825,
