target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,key_resp.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,10.781815900001675,19.252709440000764,None,30.052350999998453,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,2023-04-17_13h31.22.334,Main,2022.1.1,60.025739038101115,
positive,positive,2,l,j,,,,,0,0,0,11,,,,,,,,,,,36.56645019999996,None,prac,2,2,2,positive,positive,j,j,1,2.00298450000264,38.5722042999987,39.58552729999792,39.56891939999332,None,38.5722042999987,None,38.5722042999987,None,38.5722042999987,None,41.57278129999759,None,41.57278129999759,None,41.57278129999759,None,,,,,,,,,,,,,,107,2023-04-17_13h31.22.334,Main,2022.1.1,60.025739038101115,
positive,neutral,2,l,j,,,,,0,1,1,17,,,,,,,,,,,,,prac,2,2,2,neutral,positive,j,j,1,0.8680377999990014,42.58425219999481,43.58551169999555,43.5689321999962,None,42.58425219999481,None,42.58425219999481,None,42.58425219999481,None,44.450061539997115,None,44.450061539997115,None,44.450061539997115,None,,,,,,,,,,,,,,107,2023-04-17_13h31.22.334,Main,2022.1.1,60.025739038101115,
neutral,negative,1,k,k,,,,,0,2,2,7,,,,,,,,,,,,,prac,1,1,1,negative,neutral,k,k,1,0.8647931000014069,44.4560738999935,45.468756700000085,45.452165899994725,None,44.4560738999935,None,44.4560738999935,None,44.4560738999935,None,46.316471740001,None,46.316471740001,None,46.316471740001,None,,,,,,,,,,,,,,107,2023-04-17_13h31.22.334,Main,2022.1.1,60.025739038101115,
negative,negative,2,j,l,,,,,0,3,3,9,,,,,,,,,,,,,prac,1,1,2,negative,negative,l,l,1,0.815354300000763,46.32229029999871,47.332857800000056,47.316210999997566,None,46.32229029999871,None,46.32229029999871,None,46.32229029999871,None,48.132870240000194,None,48.132870240000194,None,48.132870240000194,None,,,,,,,,,,,,,,107,2023-04-17_13h31.22.334,Main,2022.1.1,60.025739038101115,
neutral,negative,2,k,k,,,,,0,4,4,16,,,,,,,,,,,,,prac,1,1,2,negative,neutral,k,k,1,0.8159403999961796,48.132860699995945,49.13293829999748,49.13293829999748,None,48.132860699995945,None,48.132860699995945,None,48.132860699995945,None,49.94997343999567,None,49.94997343999567,None,49.94997343999567,None,,,,,,,,,,,,,,107,2023-04-17_13h31.22.334,Main,2022.1.1,60.025739038101115,
neutral,positive,1,k,k,,,,,0,5,5,4,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,0.7654765999977826,49.9556020999953,50.96860999999626,50.952013199996145,None,49.9556020999953,None,49.9556020999953,None,49.9556020999953,None,51.71657713999739,None,51.71657713999739,None,51.71657713999739,None,,,,,,,,,,,,,,107,2023-04-17_13h31.22.334,Main,2022.1.1,60.025739038101115,
neutral,neutral,1,k,k,,,,,0,6,6,1,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.6663081000006059,51.72215989999677,52.73532989999512,52.71875039999577,None,51.72215989999677,None,51.72215989999677,None,51.72215989999677,None,53.3832088399955,None,53.3832088399955,None,53.3832088399955,None,,,,,,,,,,,,,,107,2023-04-17_13h31.22.334,Main,2022.1.1,60.025739038101115,
positive,neutral,1,l,j,,,,,0,7,7,8,,,,,,,,,,,,,prac,2,2,1,neutral,positive,j,j,1,0.6642551000040839,53.38921289999416,54.401970099999744,54.38534989999607,None,53.38921289999416,None,53.38921289999416,None,53.38921289999416,None,55.04992863999505,None,55.04992863999505,None,55.04992863999505,None,,,,,,,,,,,,,,107,2023-04-17_13h31.22.334,Main,2022.1.1,60.025739038101115,
neutral,neutral,2,k,k,,,,,0,8,8,10,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.7826531000027899,55.05522399999609,56.065198500000406,56.04909119999502,None,55.05522399999609,None,55.05522399999609,None,55.05522399999609,None,56.832689839998785,None,56.832689839998785,None,56.832689839998785,None,,,,,,,,,,,,,,107,2023-04-17_13h31.22.334,Main,2022.1.1,60.025739038101115,
