target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,key_resp.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,48.7909742999982,28.27522114000458,None,77.09106850000535,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,2023-04-17_15h15.42.275,Main,2022.1.1,60.955539029549094,
positive,positive,2,l,j,,,,,0,0,0,11,,,,,,,,,,,85.0241937000028,None,prac,2,2,2,positive,positive,j,j,1,1.0142627000022912,87.02932030000375,88.038584300004,88.02215799999976,None,87.02932030000375,None,87.02932030000375,None,87.02932030000375,None,89.04067134000506,None,89.04067134000506,None,89.04067134000506,None,,,,,,,,,,,,,,101,2023-04-17_15h15.42.275,Main,2022.1.1,60.955539029549094,
neutral,positive,1,k,k,,,,,0,1,1,4,,,,,,,,,,,,,prac,1,1,1,positive,neutral,k,k,1,0.7795134999978472,89.04441940000106,90.05743920000532,90.04072770000494,None,89.04441940000106,None,89.04441940000106,None,89.04441940000106,None,90.82187373999913,None,90.82187373999913,None,90.82187373999913,None,,,,,,,,,,,,,,101,2023-04-17_15h15.42.275,Main,2022.1.1,60.955539029549094,
neutral,negative,2,k,k,,,,,0,2,2,16,,,,,,,,,,,,,prac,1,1,2,negative,neutral,k,k,1,0.6815244999961578,90.82541300000594,91.8406843000048,91.82412409999961,None,90.82541300000594,None,90.82541300000594,None,90.82541300000594,None,92.50480784000392,None,92.50480784000392,None,92.50480784000392,None,,,,,,,,,,,,,,101,2023-04-17_15h15.42.275,Main,2022.1.1,60.955539029549094,
negative,positive,1,j,l,,,,,0,3,3,6,,,,,,,,,,,,,prac,1,1,1,positive,negative,l,l,1,0.6488110999998753,92.50476410000556,93.50478860000294,93.50478860000294,None,92.50476410000556,None,92.50476410000556,None,92.50476410000556,None,94.15480444000131,None,94.15480444000131,None,94.15480444000131,None,,,,,,,,,,,,,,101,2023-04-17_15h15.42.275,Main,2022.1.1,60.955539029549094,
positive,negative,1,l,j,,,,,0,4,4,5,,,,,,,,,,,,,prac,1,1,1,negative,positive,j,j,1,0.5822489000056521,94.15672530000302,95.17144470000494,95.15477700000338,None,94.15672530000302,None,94.15672530000302,None,94.15672530000302,None,95.73813374000456,None,95.73813374000456,None,95.73813374000456,None,,,,,,,,,,,,,,101,2023-04-17_15h15.42.275,Main,2022.1.1,60.955539029549094,
negative,positive,2,j,l,,,,,0,5,5,15,,,,,,,,,,,,,prac,2,2,2,positive,negative,l,j,0,0.6347305999952368,95.74192970000149,96.75738850000198,96.74066190000303,None,95.74192970000149,None,95.74192970000149,None,95.74192970000149,None,97.37262770000234,None,97.37262770000234,None,97.37262770000234,None,,,,,,,,,,,,,,101,2023-04-17_15h15.42.275,Main,2022.1.1,60.955539029549094,
neutral,positive,2,k,k,,,,,0,6,6,13,,,,,,,,,,,,,prac,2,2,2,positive,neutral,k,k,1,0.9871249999996508,98.37264790000336,99.37388869999995,99.35735890000069,None,98.37264790000336,None,98.37264790000336,None,98.37264790000336,None,100.3571596400041,None,100.3571596400041,None,100.3571596400041,None,,,,,,,,,,,,,,101,2023-04-17_15h15.42.275,Main,2022.1.1,60.955539029549094,
negative,negative,1,j,l,,,,,0,7,7,0,,,,,,,,,,,,,prac,1,1,1,negative,negative,l,l,1,0.6486100000038277,100.3608075000011,101.37392380000529,101.35723130000406,None,100.3608075000011,None,100.3608075000011,None,100.3608075000011,None,102.00720404000167,None,102.00720404000167,None,102.00720404000167,None,,,,,,,,,,,,,,101,2023-04-17_15h15.42.275,Main,2022.1.1,60.955539029549094,
positive,positive,1,l,j,,,,,0,8,8,2,,,,,,,,,,,,,prac,2,2,1,positive,positive,j,j,1,1.8956942999939201,102.0110857000036,103.02392030000192,103.00717540000187,None,102.0110857000036,None,102.0110857000036,None,102.0110857000036,None,104.90130130000034,None,104.90130130000034,None,104.90130130000034,None,,,,,,,,,,,,,,101,2023-04-17_15h15.42.275,Main,2022.1.1,60.955539029549094,
