target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,7.567671899974812,28.214406320039416,None,35.81410900002811,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.90459595325542,
positive,neutral,1,l,j,,,,,0,0,0,8,,,,,,,,,,,40.54753169999458,None,prac,2,2,1,neutral,positive,l,l,1,1.3563801000127569,42.56143040000461,43.564070700027514,43.54755540000042,None,42.56143040000461,None,42.56143040000461,None,42.56143040000461,None,44.91406652002479,None,44.91406652002479,None,44.91406652002479,None,,,,,,,,,,,,,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.90459595325542,
neutral,neutral,1,k,k,,,,,0,1,1,1,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.6955515000154264,44.918413000006694,45.930706900020596,45.91417589999037,None,44.918413000006694,None,44.918413000006694,None,44.918413000006694,None,46.61205462002545,None,46.61205462002545,None,46.61205462002545,None,,,,,,,,,,,,,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.90459595325542,
neutral,positive,2,k,k,,,,,0,2,2,13,,,,,,,,,,,,,prac,2,2,2,positive,neutral,k,l,0,0.61479949997738,46.615838000027,47.627862100023776,47.611702600028366,None,46.615838000027,None,46.615838000027,None,46.615838000027,None,48.22811389999697,None,48.22811389999697,None,48.22811389999697,None,,,,,,,,,,,,,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.90459595325542,
negative,neutral,2,j,l,,,,,0,3,3,12,,,,,,,,,,,,,prac,1,1,2,neutral,negative,j,j,1,0.6703209000406787,49.22817090002354,50.22817200003192,50.21150740003213,None,49.22817090002354,None,49.22817090002354,None,49.22817090002354,None,50.89482231999864,None,50.89482231999864,None,50.89482231999864,None,,,,,,,,,,,,,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.90459595325542,
neutral,negative,1,k,k,,,,,0,4,4,7,,,,,,,,,,,,,prac,1,1,1,negative,neutral,k,k,1,0.48294600000372157,50.89564599998994,51.894812699989416,51.894812699989416,None,50.89564599998994,None,50.89564599998994,None,50.89564599998994,None,52.379199820017675,None,52.379199820017675,None,52.379199820017675,None,,,,,,,,,,,,,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.90459595325542,
negative,positive,1,j,l,,,,,0,5,5,6,,,,,,,,,,,,,prac,2,2,1,positive,negative,j,j,1,0.6667756999959238,52.385433199990075,53.39725290000206,53.38066790002631,None,52.385433199990075,None,52.385433199990075,None,52.385433199990075,None,54.04735362002975,None,54.04735362002975,None,54.04735362002975,None,,,,,,,,,,,,,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.90459595325542,
negative,neutral,1,j,l,,,,,0,6,6,3,,,,,,,,,,,,,prac,2,2,1,neutral,negative,j,j,1,0.6297337000141852,54.05109470000025,55.06177520001074,55.04734029999236,None,54.05109470000025,None,54.05109470000025,None,54.05109470000025,None,55.678400620032335,None,55.678400620032335,None,55.678400620032335,None,,,,,,,,,,,,,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.90459595325542,
negative,negative,1,j,l,,,,,0,7,7,0,,,,,,,,,,,,,prac,2,2,1,negative,negative,j,j,1,0.5320862000226043,55.681929800019134,56.69720160000725,56.68049900000915,None,55.681929800019134,None,55.681929800019134,None,55.681929800019134,None,57.21167082004831,None,57.21167082004831,None,57.21167082004831,None,,,,,,,,,,,,,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.90459595325542,
neutral,positive,1,k,k,,,,,0,8,8,4,,,,,,,,,,,,,prac,1,1,1,positive,neutral,k,k,1,0.5519070000154898,57.214965099992696,58.23044230003143,58.213938000029884,None,57.214965099992696,None,57.214965099992696,None,57.214965099992696,None,58.76396932001808,None,58.76396932001808,None,58.76396932001808,None,,,,,,,,,,,,,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.90459595325542,
