distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,29.656003099982627,None,48.76184556999942,None,space,0.7742108999518678,49.55630109994672,None,50.3061673999764,None,50.3061673999764,None,52.30878690001555,None,52.30878690001555,None,prac,None,None,1,1.5033426999580115,54.3111122000264,None,None,1,,,,,,,,,,,,,,111,2023-04-24_17h27.41.276,Main,2022.1.1,60.107893679001776,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,k,0,0.7853026000084355,56.82271779992152,None,None,1,,,,,,,,,,,,,,111,2023-04-24_17h27.41.276,Main,2022.1.1,60.107893679001776,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8657637999858707,59.60859800002072,None,None,0,,,,,,,,,,,,,,111,2023-04-24_17h27.41.276,Main,2022.1.1,60.107893679001776,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7674915000097826,61.47514009999577,None,None,0,,,,,,,,,,,,,,111,2023-04-24_17h27.41.276,Main,2022.1.1,60.107893679001776,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.1466392000438645,63.24185879994184,None,None,0,,,,,,,,,,,,,,111,2023-04-24_17h27.41.276,Main,2022.1.1,60.107893679001776,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8851897999411449,65.38921589998063,None,None,0,,,,,,,,,,,,,,111,2023-04-24_17h27.41.276,Main,2022.1.1,60.107893679001776,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.499049499980174,67.27525940001942,None,None,1,,,,,,,,,,,,,,111,2023-04-24_17h27.41.276,Main,2022.1.1,60.107893679001776,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4963868000777438,69.7751318999799,None,None,1,,,,,,,,,,,,,,111,2023-04-24_17h27.41.276,Main,2022.1.1,60.107893679001776,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0852694000350311,72.27245409996249,None,None,0,,,,,,,,,,,,,,111,2023-04-24_17h27.41.276,Main,2022.1.1,60.107893679001776,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4951982999918982,74.35841200000141,None,None,1,,,,,,,,,,,,,,111,2023-04-24_17h27.41.276,Main,2022.1.1,60.107893679001776,
