distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,28.609704600006808,None,33.502823960006936,None,space,19.66875779995462,53.202244799991604,None,55.04994549998082,None,55.04994549998082,None,57.052325500000734,None,57.052325500000734,None,prac,k,k,1,0.9686650999938138,59.05777359998319,None,None,0,,,,,,,,,,,,,,112,2023-04-20_13h35.20.766,Main,2022.1.1,59.81197507087388,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5000950999674387,61.03325819998281,None,None,1,,,,,,,,,,,,,,112,2023-04-20_13h35.20.766,Main,2022.1.1,59.81197507087388,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4991705000284128,63.535505899984855,None,None,1,,,,,,,,,,,,,,112,2023-04-20_13h35.20.766,Main,2022.1.1,59.81197507087388,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4993029999895953,66.03536290000193,None,None,1,,,,,,,,,,,,,,112,2023-04-20_13h35.20.766,Main,2022.1.1,59.81197507087388,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.496480000030715,68.53538329998264,None,None,1,,,,,,,,,,,,,,112,2023-04-20_13h35.20.766,Main,2022.1.1,59.81197507087388,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5020149999763817,71.03282049996778,None,None,1,,,,,,,,,,,,,,112,2023-04-20_13h35.20.766,Main,2022.1.1,59.81197507087388,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.3656623999704607,73.5355375999934,None,None,0,,,,,,,,,,,,,,112,2023-04-20_13h35.20.766,Main,2022.1.1,59.81197507087388,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,k,0,-0.7032570999581367,75.90185039996868,None,None,1,,,,,,,,,,,,,,112,2023-04-20_13h35.20.766,Main,2022.1.1,59.81197507087388,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4881708000320941,79.19926309998846,None,None,1,,,,,,,,,,,,,,112,2023-04-20_13h35.20.766,Main,2022.1.1,59.81197507087388,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.1147134999628179,81.68525899999077,None,None,0,,,,,,,,,,,,,,112,2023-04-20_13h35.20.766,Main,2022.1.1,59.81197507087388,
