distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,157.21923120005522,None,160.71369486997136,None,space,19.28755819995422,180.0292850000551,None,185.51012019999325,None,185.51012019999325,None,187.51247780001722,None,187.51247780001722,None,prac,None,None,1,1.501721000066027,189.52383760001976,None,None,1,,,,,,,,,,,,,,203,2023-04-26_17h18.39.282,Main,2022.1.1,59.837708130395136,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.497195199946873,192.03256490000058,None,None,1,,,,,,,,,,,,,,203,2023-04-26_17h18.39.282,Main,2022.1.1,59.837708130395136,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.5854545999318361,194.52642719994765,None,None,0,,,,,,,,,,,,,,203,2023-04-26_17h18.39.282,Main,2022.1.1,59.837708130395136,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.5465141999302432,196.11233459995128,None,None,0,,,,,,,,,,,,,,203,2023-04-26_17h18.39.282,Main,2022.1.1,59.837708130395136,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.5989748999709263,197.66238170000724,None,None,0,,,,,,,,,,,,,,203,2023-04-26_17h18.39.282,Main,2022.1.1,59.837708130395136,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7158182000275701,199.25963009998668,None,None,0,,,,,,,,,,,,,,203,2023-04-26_17h18.39.282,Main,2022.1.1,59.837708130395136,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5014895000495017,200.979557499988,None,None,1,,,,,,,,,,,,,,203,2023-04-26_17h18.39.282,Main,2022.1.1,59.837708130395136,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4991174000315368,203.47882720001508,None,None,1,,,,,,,,,,,,,,203,2023-04-26_17h18.39.282,Main,2022.1.1,59.837708130395136,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6970372999785468,205.9787076000357,None,None,0,,,,,,,,,,,,,,203,2023-04-26_17h18.39.282,Main,2022.1.1,59.837708130395136,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5014134999364614,207.67629259999376,None,None,1,,,,,,,,,,,,,,203,2023-04-26_17h18.39.282,Main,2022.1.1,59.837708130395136,
