distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,30.030103600001894,None,33.92677205000655,None,space,17.65457209997112,51.60718429996632,None,54.409633599978406,None,54.409633599978406,None,56.409599100006744,None,56.409599100006744,None,prac,None,None,1,1.5050049999845214,58.4272758999723,None,None,1,,,,,,,,,,,,,,103,2023-04-20_14h38.40.909,Main,2022.1.1,60.92352758777683,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498790200043004,60.942930799967144,None,None,1,,,,,,,,,,,,,,103,2023-04-20_14h38.40.909,Main,2022.1.1,60.92352758777683,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.1967025000485592,63.44269269995857,None,None,0,,,,,,,,,,,,,,103,2023-04-20_14h38.40.909,Main,2022.1.1,60.92352758777683,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7825361000141129,65.6400994999567,None,None,0,,,,,,,,,,,,,,103,2023-04-20_14h38.40.909,Main,2022.1.1,60.92352758777683,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8328857000451535,67.42344549996778,None,None,0,,,,,,,,,,,,,,103,2023-04-20_14h38.40.909,Main,2022.1.1,60.92352758777683,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.95139860000927,69.25936520000687,None,None,0,,,,,,,,,,,,,,103,2023-04-20_14h38.40.909,Main,2022.1.1,60.92352758777683,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4960225999820977,71.20933019998483,None,None,1,,,,,,,,,,,,,,103,2023-04-20_14h38.40.909,Main,2022.1.1,60.92352758777683,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5018354000058025,73.70666399999755,None,None,1,,,,,,,,,,,,,,103,2023-04-20_14h38.40.909,Main,2022.1.1,60.92352758777683,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.599421999999322,76.20927950000623,None,None,0,,,,,,,,,,,,,,103,2023-04-20_14h38.40.909,Main,2022.1.1,60.92352758777683,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4988245999556966,77.809188299987,None,None,1,,,,,,,,,,,,,,103,2023-04-20_14h38.40.909,Main,2022.1.1,60.92352758777683,
