distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,115.17428100001416,None,118.99793353000423,None,space,9.3528119000257,128.3807036000071,None,130.8118233999994,None,130.8118233999994,None,132.81183280001278,None,132.81183280001278,None,prac,None,None,1,1.501607599988347,134.81860170001164,None,None,1,,,,,,,,,,,,,,105,2023-04-19_13h10.03.766,Main,2022.1.1,59.16018567507803,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5017106000159401,137.3281840000127,None,None,1,,,,,,,,,,,,,,105,2023-04-19_13h10.03.766,Main,2022.1.1,59.16018567507803,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6994950999796856,139.83079910001834,None,None,0,,,,,,,,,,,,,,105,2023-04-19_13h10.03.766,Main,2022.1.1,59.16018567507803,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6320985999773256,141.53074040001957,None,None,0,,,,,,,,,,,,,,105,2023-04-19_13h10.03.766,Main,2022.1.1,59.16018567507803,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.5993587000120897,143.16394110000692,None,None,0,,,,,,,,,,,,,,105,2023-04-19_13h10.03.766,Main,2022.1.1,59.16018567507803,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6130850999907125,144.76396310000564,None,None,0,,,,,,,,,,,,,,105,2023-04-19_13h10.03.766,Main,2022.1.1,59.16018567507803,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5016870999825187,146.3784618000209,None,None,1,,,,,,,,,,,,,,105,2023-04-19_13h10.03.766,Main,2022.1.1,59.16018567507803,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4990615000133403,148.87840050001978,None,None,1,,,,,,,,,,,,,,105,2023-04-19_13h10.03.766,Main,2022.1.1,59.16018567507803,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6966545000032056,151.3805629000126,None,None,0,,,,,,,,,,,,,,105,2023-04-19_13h10.03.766,Main,2022.1.1,59.16018567507803,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.501734799996484,153.0778779000102,None,None,1,,,,,,,,,,,,,,105,2023-04-19_13h10.03.766,Main,2022.1.1,59.16018567507803,
