distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,31.294068099930882,None,35.81150396987796,None,space,57.349175800103694,93.19406559993513,None,96.69346280000173,None,96.69346280000173,None,98.69343500002287,None,98.69343500002287,None,prac,k,k,1,1.2727956001181155,100.71050769998692,None,None,0,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987770000007004,102.99330549989827,None,None,1,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4978538998402655,105.49329979997128,None,None,1,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.496743299998343,107.98999409982935,None,None,1,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5019182998221368,110.4900247999467,None,None,1,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.499353100080043,112.99318819982,None,None,1,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9808398999739438,115.49318269989453,None,None,0,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.49834130005911,117.47355460003018,None,None,1,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.499339299974963,119.97333749989048,None,None,1,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9984993999823928,122.47332390001975,None,None,0,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.501937400083989,124.47333689988591,None,None,1,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6630423001479357,126.97326769982465,None,None,0,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4984725001268089,128.63989209989086,None,None,1,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5023089000023901,131.13953199982643,None,None,1,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6466787999961525,133.64275470003486,None,None,0,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.5658290998544544,135.29274219996296,None,None,0,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5018025001045316,136.85935009992681,None,None,1,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.5991881999652833,139.35641320003197,None,None,0,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6992134999018162,140.95624749991111,None,None,0,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989812998101115,142.65623269998468,None,None,1,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.5801390002015978,145.15619539981708,None,None,0,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
positive,red,2,None,None,,,,,1,1,21,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.499006099998951,146.7396278998349,None,None,1,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
negative,blue,2,None,k,,,,,1,2,22,2,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5019790001679212,149.24233949999325,None,None,1,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
positive,yellow,1,None,k,,,,,1,3,23,3,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4957532999105752,151.73945129988715,None,None,1,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
negative,blue,2,None,k,,,,,1,4,24,4,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5025285000447184,154.23904979997315,None,None,1,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
negative,blue,1,None,k,,,,,1,5,25,5,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989606000017375,156.73941529984586,None,None,1,,,,,,,,,,,,,,104,2023-03-29_13h40.42.361,Main,2022.1.1,59.89594883002295,
