distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,31.627054999989923,None,35.12733561000787,None,space,58.41674390001572,93.57584830000997,None,95.9091352999967,None,95.9091352999967,None,97.92345880001085,None,97.92345880001085,None,prac,k,k,1,1.5358260000066366,99.93266709998716,None,None,0,,,,,,,,,,,,,,208,2023-03-31_13h41.17.183,Main,2022.1.1,59.82850756254131,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4871435000095516,103.48985280000488,None,None,1,,,,,,,,,,,,,,208,2023-03-31_13h41.17.183,Main,2022.1.1,59.82850756254131,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987935000099242,105.97578680000152,None,None,1,,,,,,,,,,,,,,208,2023-03-31_13h41.17.183,Main,2022.1.1,59.82850756254131,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4965597999980673,108.47575099999085,None,None,1,,,,,,,,,,,,,,208,2023-03-31_13h41.17.183,Main,2022.1.1,59.82850756254131,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5016917000175454,110.97333139998955,None,None,1,,,,,,,,,,,,,,208,2023-03-31_13h41.17.183,Main,2022.1.1,59.82850756254131,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5020115999795962,113.47565400000894,None,None,1,,,,,,,,,,,,,,208,2023-03-31_13h41.17.183,Main,2022.1.1,59.82850756254131,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.079618699994171,115.97769440000411,None,None,0,,,,,,,,,,,,,,208,2023-03-31_13h41.17.183,Main,2022.1.1,59.82850756254131,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987019000109285,118.05883289998746,None,None,1,,,,,,,,,,,,,,208,2023-03-31_13h41.17.183,Main,2022.1.1,59.82850756254131,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989352000120562,120.55861959999311,None,None,1,,,,,,,,,,,,,,208,2023-03-31_13h41.17.183,Main,2022.1.1,59.82850756254131,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.247598999994807,123.05638389999513,None,None,0,,,,,,,,,,,,,,208,2023-03-31_13h41.17.183,Main,2022.1.1,59.82850756254131,
