distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,30.37487219995819,None,35.417450139811265,None,space,59.43412459990941,94.87978169997223,None,96.79656980000436,None,96.79656980000436,None,98.7994955999311,None,98.7994955999311,None,prac,None,None,1,1.4939531998243183,100.79769919998944,None,None,1,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4988116999156773,103.29930799989961,None,None,1,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9494730001315475,105.79629059997387,None,None,0,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8296503000892699,107.7462939999532,None,None,0,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8150398000143468,109.57960289996117,None,None,0,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8991892000194639,111.3990640998818,None,None,0,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5016295998357236,113.29619019990787,None,None,1,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4963042999152094,115.79898399999365,None,None,1,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8994154999963939,118.29580059996806,None,None,0,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5018213000148535,120.19910199986771,None,None,1,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7993388001341373,122.69900729996152,None,None,0,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4959082000423223,124.49604729982093,None,None,1,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.499305099947378,126.99586429982446,None,None,1,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.501998299965635,129.49582990002818,None,None,1,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.496389200212434,131.99868780001998,None,None,1,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5016806998755783,134.4957930999808,None,None,1,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6633265998680145,136.99867649981752,None,None,0,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.499129100004211,138.66205559996888,None,None,1,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5017508000601083,141.16204409999773,None,None,1,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7826622999273241,143.66519859991968,None,None,0,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987173001281917,145.44854509993456,None,None,1,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
positive,red,2,None,None,,,,,1,1,21,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4963590998668224,147.94847429986112,None,None,1,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
negative,blue,2,None,k,,,,,1,2,22,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7825140999630094,150.44824959989637,None,None,0,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
positive,yellow,1,None,k,,,,,1,3,23,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7158893002197146,152.23158989986405,None,None,0,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
negative,blue,2,None,k,,,,,1,4,24,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.868640200002119,153.94533539982513,None,None,0,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
negative,blue,1,None,k,,,,,1,5,25,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8796657000202686,155.81478689983487,None,None,0,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
negative,yellow,2,k,None,,,,,1,6,26,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5014112000353634,157.69528550002724,None,None,1,,,,,,,,,,,,,,105,2023-03-29_18h54.10.895,Main,2022.1.1,60.04707687527463,
