distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,31.012552100000903,None,34.220949910004855,None,space,58.142045599990524,92.38592790003167,None,94.05574490001891,None,94.05574490001891,None,96.06706780003151,None,96.06706780003151,None,prac,None,None,1,1.5027251000283286,98.07558930001687,None,None,1,,,,,,,,,,,,,,109,2023-04-03_16h21.13.803,Main,2022.1.1,61.125516353236534,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4963088000076823,100.58617310004774,None,None,1,,,,,,,,,,,,,,109,2023-04-03_16h21.13.803,Main,2022.1.1,61.125516353236534,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8520233000162989,103.08349490002729,None,None,0,,,,,,,,,,,,,,109,2023-04-03_16h21.13.803,Main,2022.1.1,61.125516353236534,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7857122999848798,104.936079600011,None,None,0,,,,,,,,,,,,,,109,2023-04-03_16h21.13.803,Main,2022.1.1,61.125516353236534,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7100310000241734,106.72222330002114,None,None,0,,,,,,,,,,,,,,109,2023-04-03_16h21.13.803,Main,2022.1.1,61.125516353236534,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8850177999702282,108.43329320003977,None,None,0,,,,,,,,,,,,,,109,2023-04-03_16h21.13.803,Main,2022.1.1,61.125516353236534,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5020328999962658,110.31927470001392,None,None,1,,,,,,,,,,,,,,109,2023-04-03_16h21.13.803,Main,2022.1.1,61.125516353236534,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4935603000340052,112.82017550000455,None,None,1,,,,,,,,,,,,,,109,2023-04-03_16h21.13.803,Main,2022.1.1,61.125516353236534,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8520901000010781,115.31912050000392,None,None,0,,,,,,,,,,,,,,109,2023-04-03_16h21.13.803,Main,2022.1.1,61.125516353236534,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4959953000070527,117.16910150001058,None,None,1,,,,,,,,,,,,,,109,2023-04-03_16h21.13.803,Main,2022.1.1,61.125516353236534,
