distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,29.276353999972343,None,95.36686873005237,None,space,1.5289984999690205,96.91395469987765,None,99.430542799877,None,99.430542799877,None,101.43357099988498,None,101.43357099988498,None,prac,None,None,1,1.4938964999746531,103.43961180001497,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4990254999138415,105.93421999993734,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0297787000890821,108.44705469999462,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8854383998550475,110.46368429996073,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7990766998846084,112.35046739992686,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7992697998415679,114.15086849988438,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4955905000679195,115.94976859982125,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,k,0,1.1526957000605762,118.44658749992959,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8983621001243591,121.59975509997457,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,None,k,0,0.8489232000429183,123.49966029985808,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.2013334999792278,126.36308509996161,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.501712700119242,128.56629429990426,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4991804999299347,131.06631649984047,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989163000136614,133.56624149996787,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,prac,None,k,0,0.7660753999371082,136.06604079995304,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5010508999694139,138.82982370001264,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7994442000053823,141.32981709996238,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987639000173658,143.12979539996013,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989841999486089,145.62971309991553,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0129489002283663,148.1325582000427,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5022619001101702,150.14600279997103,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,red,2,None,None,,,,,1,1,21,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4992551000323147,152.6492293998599,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,blue,2,None,k,,,,,1,2,22,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9660257000941783,155.14913389994763,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,yellow,1,None,k,,,,,1,3,23,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.1129215999972075,157.1129179999698,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,blue,2,None,k,,,,,1,4,24,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7823996001388878,159.22937870002352,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,blue,1,None,k,,,,,1,5,25,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8493214000482112,161.01560879987665,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,yellow,2,k,None,,,,,1,6,26,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.50171949993819,162.86266539990902,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,red,1,None,None,,,,,1,7,27,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4991627000272274,165.36551239993423,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,yellow,2,None,k,,,,,1,8,28,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8799517001025379,167.8654081998393,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,yellow,1,k,None,,,,,1,9,29,9,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4985783998854458,169.74880479997955,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,yellow,2,None,k,,,,,1,10,30,10,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.249539199983701,172.24554839986376,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,yellow,2,k,None,,,,,1,11,31,11,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5020953000057489,174.4955396000296,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,red,2,None,None,,,,,1,12,32,12,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4962377999909222,176.99870370002463,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,red,1,None,None,,,,,1,13,33,13,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5021230999846011,179.49859149986878,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,blue,2,k,None,,,,,1,14,34,14,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4991050001699477,181.99853360000998,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,blue,1,k,None,,,,,1,15,35,15,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.496315099997446,184.49557180004194,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,blue,1,None,k,,,,,1,16,36,16,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8022197000682354,186.99556169984862,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,blue,2,k,None,,,,,1,17,37,17,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4997338000684977,188.7955101998523,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,blue,1,k,None,,,,,1,18,38,18,,,,,,,,,,,,,,,,,,,,,prac,None,k,0,0.9320227999705821,191.29833659995347,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,yellow,1,None,k,,,,,1,19,39,19,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.798125799978152,194.23160959989764,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.03159269993193,None,199.03159269993193,None,-0.027777778,-0.062037036,0,0,0,0.016410830430686474,None,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,yellow,2,k,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,200.04822689993307,None,200.04822689993307,None,main,None,None,1,1.5056158998049796,202.06715999986045,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,red,1,None,None,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,main,None,None,1,1.4952980999369174,204.57836179994047,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,blue,2,k,None,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,main,None,k,0,0.7524885998573154,207.07827669987455,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,blue,1,k,None,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,main,None,None,1,1.5011547999456525,209.83136069984175,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,yellow,2,k,None,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,main,None,None,1,1.4986927998252213,212.33135839994065,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,yellow,2,None,k,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,main,k,k,1,1.0132001999299973,214.83112709992565,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,blue,2,None,k,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,main,k,k,1,1.8959852000698447,216.847767499974,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,red,2,None,None,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,main,None,None,1,1.5009469999931753,220.74778249999508,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,yellow,1,None,k,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,main,k,k,1,1.0463167000561953,223.24774659983814,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,red,1,None,None,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,main,None,None,1,1.4986527001019567,225.2977429998573,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,yellow,1,None,k,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,main,k,k,1,0.8660608998034149,227.79449609993026,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,yellow,1,k,None,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,main,None,None,1,1.502190100029111,229.6611734998878,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,yellow,1,k,None,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,main,None,k,0,0.9993068999610841,232.16426360001788,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,red,2,None,None,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,main,None,None,1,1.501141499960795,235.1642127998639,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,yellow,2,None,k,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,main,k,k,1,1.1628783999476582,237.66407759999856,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,blue,1,k,None,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,main,None,None,1,1.498955100076273,239.82787079992704,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
negative,blue,1,None,k,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,main,k,k,1,0.7688959999941289,242.32782060001045,None,None,0,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
positive,blue,2,k,None,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,main,None,None,1,1.4990817999932915,244.09450050001033,None,None,1,,,,,,,,,,,,,,101,2023-03-27_10h39.38.421,Main,2022.1.1,59.86213752074259,
