distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,33.60575039987452,None,37.930999290011826,None,space,56.60312710003927,94.56008540000767,None,96.16013119998388,None,96.16013119998388,None,98.1631690999493,None,98.1631690999493,None,prac,None,None,1,1.4945550002157688,100.16095339995809,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.495488899992779,102.66304609994404,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8663991999346763,105.16277639986947,None,None,0,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8183259000070393,107.02662690007128,None,None,0,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8157239998690784,108.84614409995265,None,None,0,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,4.8291993997991085,110.66044789995067,None,None,0,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5016512998845428,117.49602309986949,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4981745001859963,119.99595150002278,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9824175999965519,122.4959710999392,None,None,0,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989988999441266,124.47908569988795,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9159307999070734,126.9762206999585,None,None,0,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4988611999433488,128.89574519987218,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4994906999636441,131.39576289989054,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.495799999916926,133.89562219986692,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4985370999202132,136.39275259990245,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5024959000293165,138.89239759999327,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8159358000848442,141.39566330006346,None,None,0,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.495759799843654,143.21219219989143,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5018566001672298,145.71224709996022,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9493462999816984,148.20909709995613,None,None,0,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4961036001332104,150.16207399987616,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
positive,red,2,None,None,,,,,1,1,21,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5017570999916643,152.66186470002867,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
negative,blue,2,None,k,,,,,1,2,22,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.813477500109002,155.1618490999099,None,None,0,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
positive,yellow,1,None,k,,,,,1,3,23,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8661080000456423,156.97587439999916,None,None,0,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
negative,blue,2,None,k,,,,,1,4,24,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9182983001228422,158.84196470002644,None,None,0,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
negative,blue,1,None,k,,,,,1,5,25,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.532090499997139,160.76180289988406,None,None,0,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
negative,yellow,2,k,None,,,,,1,6,26,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.501187999965623,164.2950943999458,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
negative,red,1,None,None,,,,,1,7,27,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987558000721037,166.79491399996914,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
positive,yellow,2,None,k,,,,,1,8,28,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9621872999705374,169.29203359992243,None,None,0,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
negative,yellow,1,k,None,,,,,1,9,29,9,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4990348999854177,171.25866380007938,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
positive,yellow,2,None,k,,,,,1,10,30,10,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9494890999048948,173.7586604000535,None,None,0,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
negative,yellow,2,k,None,,,,,1,11,31,11,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.50148699991405,175.70898890006356,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
negative,red,2,None,None,,,,,1,12,32,12,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4960017998237163,178.21142109995708,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
positive,red,1,None,None,,,,,1,13,33,13,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5025221998803318,180.70820569992065,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
positive,blue,2,k,None,,,,,1,14,34,14,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989834998268634,183.2113763000816,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
positive,blue,1,k,None,,,,,1,15,35,15,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987238000612706,185.71133510000072,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
negative,blue,1,None,k,,,,,1,16,36,16,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8131047999486327,188.21596909989603,None,None,0,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
positive,blue,2,k,None,,,,,1,17,37,17,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5022181998938322,190.02465540007688,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
positive,blue,1,k,None,,,,,1,18,38,18,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4990165000781417,192.5249830998946,None,None,1,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
positive,yellow,1,None,k,,,,,1,19,39,19,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9992586001753807,195.0278439000249,None,None,0,,,,,,,,,,,,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.0277726999484,None,197.0277726999484,None,-0.055555556,0.037962962,0,0,0,0.014069289900362492,None,,,203,2023-03-27_17h26.24.888,Main,2022.1.1,60.02721636544846,
