distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,34.57385080005042,None,40.86412404011935,None,space,58.46917729987763,99.3587062000297,None,102.07561270007864,None,102.07561270007864,None,104.07556250016205,None,104.07556250016205,None,prac,k,k,1,20.953991800080985,106.09081970015541,None,None,0,,,,,,,,,,,,,,204,2023-03-28_14h58.43.854,Main,2022.1.1,60.02091130498043,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5042701000347733,129.0551861000713,None,None,1,,,,,,,,,,,,,,204,2023-03-28_14h58.43.854,Main,2022.1.1,60.02091130498043,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498741100076586,131.55555210006423,None,None,1,,,,,,,,,,,,,,204,2023-03-28_14h58.43.854,Main,2022.1.1,60.02091130498043,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4961870000697672,134.05839890008792,None,None,1,,,,,,,,,,,,,,204,2023-03-28_14h58.43.854,Main,2022.1.1,60.02091130498043,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989652000367641,136.555295499973,None,None,1,,,,,,,,,,,,,,204,2023-03-28_14h58.43.854,Main,2022.1.1,60.02091130498043,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5017178000416607,139.0552712001372,None,None,1,,,,,,,,,,,,,,204,2023-03-28_14h58.43.854,Main,2022.1.1,60.02091130498043,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.112969000125304,141.55523349996656,None,None,0,,,,,,,,,,,,,,204,2023-03-28_14h58.43.854,Main,2022.1.1,60.02091130498043,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4978654999285936,145.67190459999256,None,None,1,,,,,,,,,,,,,,204,2023-03-28_14h58.43.854,Main,2022.1.1,60.02091130498043,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5020582000724971,148.17148470017128,None,None,1,,,,,,,,,,,,,,204,2023-03-28_14h58.43.854,Main,2022.1.1,60.02091130498043,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8800983999390155,150.674705500016,None,None,0,,,,,,,,,,,,,,204,2023-03-28_14h58.43.854,Main,2022.1.1,60.02091130498043,
