distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,29.520098099994357,None,34.13158806000138,None,space,60.10335820000182,94.26340199999686,None,95.911133900001,None,95.911133900001,None,97.91362189999927,None,97.91362189999927,None,prac,k,k,1,2.0288749000028474,99.92545750000136,None,None,0,,,,,,,,,,,,,,106,2023-03-30_13h41.18.274,Main,2022.1.1,59.82335360053602,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4874496999982512,103.96344099999988,None,None,1,,,,,,,,,,,,,,106,2023-03-30_13h41.18.274,Main,2022.1.1,59.82335360053602,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.493449800000235,106.45552129999851,None,None,1,,,,,,,,,,,,,,106,2023-03-30_13h41.18.274,Main,2022.1.1,59.82335360053602,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5015593999996781,108.94551320000028,None,None,1,,,,,,,,,,,,,,106,2023-03-30_13h41.18.274,Main,2022.1.1,59.82335360053602,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4966210999991745,111.44657639999787,None,None,1,,,,,,,,,,,,,,106,2023-03-30_13h41.18.274,Main,2022.1.1,59.82335360053602,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5016333000021405,113.94387569999526,None,None,1,,,,,,,,,,,,,,106,2023-03-30_13h41.18.274,Main,2022.1.1,59.82335360053602,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8998208999983035,116.44646709999506,None,None,0,,,,,,,,,,,,,,106,2023-03-30_13h41.18.274,Main,2022.1.1,59.82335360053602,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4962075999937952,118.34648429999652,None,None,1,,,,,,,,,,,,,,106,2023-03-30_13h41.18.274,Main,2022.1.1,59.82335360053602,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5014085000002524,120.84379819999594,None,None,1,,,,,,,,,,,,,,106,2023-03-30_13h41.18.274,Main,2022.1.1,59.82335360053602,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.3303828999996767,123.34638849999465,None,None,0,,,,,,,,,,,,,,106,2023-03-30_13h41.18.274,Main,2022.1.1,59.82335360053602,
