distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,32.364312099991366,None,36.117143920063974,None,space,56.14664630009793,92.28256669989787,None,93.83256520004943,None,93.83256520004943,None,95.83242979994975,None,95.83242979994975,None,prac,None,None,1,1.4943397999741137,97.83016519993544,None,None,1,,,,,,,,,,,,,,201,2023-03-27_13h09.13.236,Main,2022.1.1,59.897204457781655,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4957488998770714,100.32948930002749,None,None,1,,,,,,,,,,,,,,201,2023-03-27_13h09.13.236,Main,2022.1.1,59.897204457781655,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9327622000128031,102.82919059996493,None,None,0,,,,,,,,,,,,,,201,2023-03-27_13h09.13.236,Main,2022.1.1,59.897204457781655,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9352847000118345,104.76570190000348,None,None,0,,,,,,,,,,,,,,201,2023-03-27_13h09.13.236,Main,2022.1.1,59.897204457781655,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9628077000379562,106.69623770006001,None,None,0,,,,,,,,,,,,,,201,2023-03-27_13h09.13.236,Main,2022.1.1,59.897204457781655,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.2824677000753582,108.66272410005331,None,None,0,,,,,,,,,,,,,,201,2023-03-27_13h09.13.236,Main,2022.1.1,59.897204457781655,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4990836000069976,110.94587989989668,None,None,1,,,,,,,,,,,,,,201,2023-03-27_13h09.13.236,Main,2022.1.1,59.897204457781655,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.501806299900636,113.44586029998027,None,None,1,,,,,,,,,,,,,,201,2023-03-27_13h09.13.236,Main,2022.1.1,59.897204457781655,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8491553999483585,115.94874590006657,None,None,0,,,,,,,,,,,,,,201,2023-03-27_13h09.13.236,Main,2022.1.1,59.897204457781655,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.495687099872157,117.79577980004251,None,None,1,,,,,,,,,,,,,,201,2023-03-27_13h09.13.236,Main,2022.1.1,59.897204457781655,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7837485999334604,120.29548219987191,None,None,0,,,,,,,,,,,,,,201,2023-03-27_13h09.13.236,Main,2022.1.1,59.897204457781655,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4984091999940574,122.08198580006137,None,None,1,,,,,,,,,,,,,,201,2023-03-27_13h09.13.236,Main,2022.1.1,59.897204457781655,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.490077800117433,124.57922139996663,None,None,1,,,,,,,,,,,,,,201,2023-03-27_13h09.13.236,Main,2022.1.1,59.897204457781655,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.491613799938932,127.06865009991452,None,None,1,,,,,,,,,,,,,,201,2023-03-27_13h09.13.236,Main,2022.1.1,59.897204457781655,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,prac,None,k,0,0.8991666999645531,129.56195960007608,None,None,1,,,,,,,,,,,,,,201,2023-03-27_13h09.13.236,Main,2022.1.1,59.897204457781655,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,prac,None,k,0,0.8650048000272363,132.46521930000745,None,None,1,,,,,,,,,,,,,,201,2023-03-27_13h09.13.236,Main,2022.1.1,59.897204457781655,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8651945001911372,135.33172839996405,None,None,0,,,,,,,,,,,,,,201,2023-03-27_13h09.13.236,Main,2022.1.1,59.897204457781655,
