distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,31.67625949997455,None,36.467482370021756,None,space,57.7870487999171,94.28292539995164,None,95.832890199963,None,95.832890199963,None,97.8327341999393,None,97.8327341999393,None,prac,None,None,1,1.5003772999625653,99.84073500009254,None,None,1,,,,,,,,,,,,,,103,2023-03-28_16h44.18.122,Main,2022.1.1,60.03763165040635,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4952517000492662,102.34645300009288,None,None,1,,,,,,,,,,,,,,103,2023-03-28_16h44.18.122,Main,2022.1.1,60.03763165040635,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7164521999657154,104.84610010008328,None,None,0,,,,,,,,,,,,,,103,2023-03-28_16h44.18.122,Main,2022.1.1,60.03763165040635,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7853729999624193,106.5631613000296,None,None,0,,,,,,,,,,,,,,103,2023-03-28_16h44.18.122,Main,2022.1.1,60.03763165040635,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.629527699900791,108.34920649998821,None,None,0,,,,,,,,,,,,,,103,2023-03-28_16h44.18.122,Main,2022.1.1,60.03763165040635,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9887334001250565,109.97977680014446,None,None,0,,,,,,,,,,,,,,103,2023-03-28_16h44.18.122,Main,2022.1.1,60.03763165040635,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.491197999799624,111.97569300001487,None,None,1,,,,,,,,,,,,,,103,2023-03-28_16h44.18.122,Main,2022.1.1,60.03763165040635,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5022877999581397,114.46259359992109,None,None,1,,,,,,,,,,,,,,103,2023-03-28_16h44.18.122,Main,2022.1.1,60.03763165040635,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8134878999553621,116.96292329998687,None,None,0,,,,,,,,,,,,,,103,2023-03-28_16h44.18.122,Main,2022.1.1,60.03763165040635,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5012924999464303,118.78238609991968,None,None,1,,,,,,,,,,,,,,103,2023-03-28_16h44.18.122,Main,2022.1.1,60.03763165040635,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.1631627001333982,121.28239820012823,None,None,0,,,,,,,,,,,,,,103,2023-03-28_16h44.18.122,Main,2022.1.1,60.03763165040635,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4988613000605255,123.4459420000203,None,None,1,,,,,,,,,,,,,,103,2023-03-28_16h44.18.122,Main,2022.1.1,60.03763165040635,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.499165300047025,125.94590779999271,None,None,1,,,,,,,,,,,,,,103,2023-03-28_16h44.18.122,Main,2022.1.1,60.03763165040635,
