distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,31.129203400108963,None,38.63829536987468,None,space,58.9782370000612,97.64754120004363,None,99.28309360006824,None,99.28309360006824,None,101.28296909993514,None,101.28296909993514,None,prac,None,None,1,1.4937990999314934,103.28037620009854,None,None,1,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4991123999934644,105.78282269998454,None,None,1,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,7.629496099893004,108.28000569995493,None,None,0,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.2044810000807047,117.91287010000087,None,None,0,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0040443998295814,122.11597989988513,None,None,0,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.192799299955368,124.12422159989364,None,None,0,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5021689999848604,126.31269009993412,None,None,1,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4962367999833077,128.8157544999849,None,None,1,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.859619100112468,131.31575819989666,None,None,0,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4885235000401735,133.1781393000856,None,None,1,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8025597999803722,135.66247999994084,None,None,0,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989083998370916,137.46562939998694,None,None,1,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4990373998880386,139.9655140999239,None,None,1,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4991407999768853,142.46537639992312,None,None,1,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4993133000098169,144.96258100005798,None,None,1,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4991689000744373,147.4624856999144,None,None,1,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.299434999935329,149.96242980007082,None,None,0,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989375001750886,152.26242589997128,None,None,1,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4959632998798043,154.76524919993244,None,None,1,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9025919998530298,157.26201650011353,None,None,0,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989742001052946,159.16516410000622,None,None,1,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
positive,red,2,None,None,,,,,1,1,21,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4991357999388129,161.66506160004064,None,None,1,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
negative,blue,2,None,k,,,,,1,2,22,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.179857000010088,164.16510559991002,None,None,0,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
positive,yellow,1,None,k,,,,,1,3,23,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8491634000092745,166.34540249989368,None,None,0,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
negative,blue,2,None,k,,,,,1,4,24,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.932433299953118,168.19813819997944,None,None,0,,,,,,,,,,,,,,207,2023-03-29_17h41.12.821,Main,2022.1.1,58.933075652272336,
