distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,32.013883700128645,None,38.04028706001118,None,space,62.84532839991152,100.9055957000237,None,103.95554560003802,None,103.95554560003802,None,105.95540739991702,None,105.95540739991702,None,prac,k,k,1,1.1449270001612604,107.96888309996575,None,None,0,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.501652400009334,110.11898080003448,None,None,1,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987343000248075,112.62214299989864,None,None,1,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4961665000300854,115.11910720006563,None,None,1,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5016816998831928,117.61889929999597,None,None,1,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4963497000280768,120.1217525000684,None,None,1,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.949453700101003,122.61883260007016,None,None,0,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4986509999725968,124.57178690005094,None,None,1,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5037056000437587,127.0684255999513,None,None,1,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6447620000690222,129.5716093000956,None,None,0,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5015952000394464,131.2216397000011,None,None,1,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.162846599938348,133.71868990012445,None,None,0,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987150998786092,135.8851858000271,None,None,1,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5018640998750925,138.3851475000847,None,None,1,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0132822999730706,140.88798350002617,None,None,0,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.1657831999473274,142.90175070008263,None,None,0,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4988494999706745,145.06837309990078,None,None,1,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0190799999982119,147.56800809991546,None,None,0,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9131543999537826,149.58794050011784,None,None,0,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5015141000039876,151.50451070000418,None,None,1,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0797323998995125,154.00161119992845,None,None,0,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
positive,red,2,None,None,,,,,1,1,21,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5021847998723388,156.0848224000074,None,None,1,,,,,,,,,,,,,,202,2023-03-27_15h34.31.799,Main,2022.1.1,59.88188901083835,
